ts_ms,spike_ts,direction,session,entry,stop,target,spk_dz,spk_vr,spk_delta,accum_bars,exit,result_r,taker_ratio
1770580800000,1770580200000,Short,NewYork,71204.5,71515.46664,70582.56672,10.0,7.768442812588736,134.223,18,TARGET,2.0,0.80964
1770585900000,1770585720000,Short,NewYork,70972.8,71135.76311999999,70646.87376000003,10.0,1.7131165829443156,40.28999999999999,16,TARGET,2.0,1.188477
1770590640000,1770590280000,Long,Asia,70873.9,70550.91407999999,71519.87184,2.968011627683348,2.0391846161608047,-41.116,12,TARGET,2.0,0.961746
1770608700000,1770608580000,Short,Asia,71054.5,71368.5492,70426.40160000001,4.563221811252705,9.114582104392229,168.933,10,STOP,-1.0,0.863743
1770614160000,1770614040000,Long,Asia,70860.0,70710.18656,71159.62688,1.7847307630349418,1.6776658185066091,-12.366,10,STOP,-1.0,1.215543
1770624180000,1770624120000,Long,London,70455.1,70243.76,70877.78000000003,-8.069710882876755,1.720494799128935,-73.673,19,STOP,-1.0,1.903068
1770631620000,1770631500000,Long,London,69515.1,69250.75503999999,70043.78992000004,-10.0,3.6857218363625006,-62.565999999999974,12,STOP,-1.0,0.39167
1770640500000,1770640200000,Long,London,69121.2,68838.58503999999,69686.42992000001,-10.0,1.8492998217061964,-194.18600000000004,10,STOP,-1.0,0.449785
1770666660000,1770666600000,Short,NewYork,70893.2,71084.62224,70510.35552,10.0,2.196155619830768,61.934,11,STOP,-1.0,0.999717
1770682260000,1770682020000,Long,Asia,70074.9,69944.59952,70335.50095999998,-1.7586682338694268,3.228726207840857,-10.699999999999989,19,STOP,-1.0,1.160599
1770688740000,1770688200000,Long,Asia,70454.7,70164.8232,71034.4536,3.919164627948124,3.270413451916853,-137.08100000000002,12,STOP,-1.0,0.641077
1770690660000,1770690600000,Long,Asia,70221.2,70123.75607999999,70416.08784000001,1.5484640977318755,2.6758362007032934,38.579999999999984,10,STOP,-1.0,0.967604
1770701640000,1770701400000,Long,Asia,69525.2,69329.492,69916.616,-4.270405594218069,2.6769378364054166,-67.69299999999998,10,STOP,-1.0,0.449275
1770711720000,1770711180000,Long,London,68928.5,68721.97839999999,69341.54320000001,-10.0,1.6066546073668198,-67.535,16,TARGET,2.0,1.06107
1770719400000,1770719100000,Short,London,69099.2,69288.08615999999,68721.42768000001,-3.9193127301264994,2.246387018853805,61.988,16,TARGET,2.0,1.405561
1770721320000,1770721260000,Long,London,68883.4,68718.58112,69213.03775999998,-10.0,4.5380448027055005,-123.98700000000002,10,STOP,-1.0,0.386042
1770723660000,1770723180000,Short,London,68838.9,69104.13911999999,68308.42176,-8.227081117387094,3.005763278728733,112.77000000000001,10,TIMEOUT,0.0,0.900276
1770727620000,1770727500000,Long,London,68548.3,68376.7548,68891.39040000002,-8.412347096348963,2.4958805587570594,-106.56599999999997,10,STOP,-1.0,0.880685
1770729540000,1770729480000,Short,LondonNyOverlap,68586.4,68722.13376,68314.93247999999,-10.0,2.1217913338241225,60.906000000000006,10,STOP,-1.0,0.767994
1770761280000,1770760980000,Short,Asia,68571.5,68788.08648,68138.32704,-5.352904819302875,2.5061580571186135,60.40700000000001,15,STOP,-1.0,1.250448
1770765240000,1770764820000,Long,Asia,68683.0,68518.34143999999,69012.31712000002,-10.0,1.6330705119098359,-8.585,26,STOP,-1.0,1.034887
1770768600000,1770768300000,Short,Asia,68832.0,68942.91024,68610.17952,1.662005141550696,4.403988403752207,99.82300000000001,25,STOP,-1.0,0.610777
1770776580000,1770776040000,Long,Asia,69017.8,68849.876,69353.648,-2.022263701553843,1.625775654338046,-43.70399999999999,18,STOP,-1.0,0.62763
1770779100000,1770779040000,Long,Asia,68597.7,68422.91784,68947.26432,-8.720669268463752,3.6255146573579244,-101.80799999999999,18,STOP,-1.0,0.811885
1770793620000,1770793560000,Short,Asia,66825.0,67001.95872,66471.08256000001,-10.0,1.642673318568196,67.10000000000002,11,STOP,-1.0,0.816807
1770796740000,1770796320000,Short,Asia,67000.0,67278.78,66442.44,-7.5967623754937605,2.265984405520163,151.473,16,TIMEOUT,0.0,0.800347
1770800640000,1770800520000,Short,London,66995.3,67139.1684,66707.56320000002,-10.0,1.6300484057698474,33.554,27,TARGET,2.0,1.020872
1770803400000,1770803160000,Long,London,66769.2,66648.33864,67010.92271999999,-10.0,1.9759240367260458,-82.28,11,STOP,-1.0,1.064752
1770816300000,1770816060000,Short,LondonNyOverlap,66847.0,67054.30055999999,66432.39888000002,-3.8260330612726645,2.040296585793467,58.198999999999984,11,STOP,-1.0,0.997322
1770856020000,1770855960000,Short,Asia,67352.5,67539.78864,66977.92272,4.287410762596852,1.902397755072726,106.64600000000002,17,STOP,-1.0,1.495342
1770860700000,1770860160000,Short,Asia,67800.3,67952.71871999999,67495.46256000003,4.161283244169465,2.2709256723260345,100.72899999999998,10,TARGET,2.0,0.566224
1770869580000,1770869460000,Short,Asia,67582.1,67665.38904,67415.52192000003,2.0487197255197582,2.0607409714085705,12.030999999999992,16,TARGET,2.0,1.081351
1770877860000,1770877500000,Short,Asia,67213.2,67321.91448,66995.77103999998,-1.8177616157503567,2.5733393330732808,55.912000000000006,15,TARGET,2.0,1.355887
1770885000000,1770884880000,Long,London,66937.7,66806.512,67200.07599999999,-3.8305047893237676,2.723633361798637,-11.109999999999985,10,TARGET,2.0,0.964725
1770888600000,1770888420000,Short,London,67247.6,67334.72471999998,67073.35056000005,-0.40791148823936024,1.7701578782027443,15.953999999999994,13,STOP,-1.0,2.139954
1770894360000,1770894120000,Short,London,67931.7,68132.06208,67530.97583999998,5.798085032755785,4.962606849931362,238.981,10,STOP,-1.0,1.021224
1770898200000,1770897780000,Long,London,67967.3,67845.68,68210.54000000002,9.878906206636815,1.8174624131334007,-15.524999999999977,20,STOP,-1.0,1.468332
1770901020000,1770900960000,Long,London,67745.0,67630.65216,67973.69568,3.705227598942946,1.8373554674654224,-78.569,10,TARGET,2.0,0.742515
1770906900000,1770906660000,Short,LondonNyOverlap,67917.6,68213.42712,67325.94576000003,10.0,2.402006548654336,68.673,15,TARGET,2.0,0.777253
1770925920000,1770925800000,Short,NewYork,65904.4,66143.67264,65425.854719999974,-10.0,1.9865367018816331,215.132,12,TARGET,2.0,1.49087
1770935100000,1770935040000,Short,Asia,65756.3,65873.45664,65521.98672,-10.0,1.9351056491142593,47.71199999999999,11,STOP,-1.0,0.538473
1770942600000,1770942540000,Long,Asia,66060.5,65923.91863999999,66333.66272000002,-1.6561865135144849,2.0519106285652837,-80.518,11,STOP,-1.0,0.716003
1770947640000,1770947100000,Short,Asia,66381.3,66648.47615999999,65846.94768000003,3.0207769058240204,7.928592614043732,176.40800000000002,11,STOP,-1.0,0.7672
1770969120000,1770969060000,Long,Asia,66117.0,65959.39024,66432.21952000001,-3.12970877919032,1.746368616518122,-12.888000000000005,14,TARGET,2.0,1.598874
1770978180000,1770977880000,Short,London,66793.9,67044.99311999998,66291.71376000001,10.0,1.6204142362761222,-53.13499999999999,11,STOP,-1.0,1.340876
1770984180000,1770983700000,Short,London,67004.9,67250.55744,66513.58511999997,9.984981973701176,11.328758367922177,533.7750000000001,10,STOP,-1.0,1.160722
1770988620000,1770988020000,Long,LondonNyOverlap,67062.3,66875.35687999999,67436.18624000002,6.7894243921710675,2.9162213279991285,-88.03800000000001,17,TARGET,2.0,0.536037
1771005840000,1771005660000,Long,NewYork,69008.1,68804.61224,69415.07552000001,10.0,2.246049755191377,-159.08400000000003,13,TIMEOUT,0.0,0.691831
1771014720000,1771014660000,Short,NewYork,68853.3,68959.92384,68640.05232,10.0,2.2895410402189156,70.10300000000001,12,TARGET,2.0,0.962917
1771021440000,1771020840000,Long,Asia,68788.0,68619.66032000001,69124.67935999998,10.0,8.040158726262028,-417.86800000000005,45,TIMEOUT,0.0,4.190848
1771030500000,1771030380000,Short,Asia,69012.3,69173.39448,68690.11104,3.447366575300019,4.6198182076599945,68.21099999999998,12,TIMEOUT,0.0,1.342753
1771036200000,1771035780000,Long,Asia,68865.5,68774.936,69046.628,-3.1649802929809807,1.9005530554759227,-22.052000000000007,10,TIMEOUT,0.0,1.696049
1771041600000,1771041360000,Short,Asia,68935.9,69049.29528,68709.10943999997,1.6386582951146604,2.097813450530297,15.399000000000001,33,TIMEOUT,0.0,1.846307
1771045380000,1771044780000,Long,Asia,68793.2,68701.09512,68977.40976,-5.870624314490114,3.262230161346365,-47.302,10,STOP,-1.0,0.70108
1771048860000,1771048440000,Long,Asia,68753.4,68672.31816,68915.56367999999,-9.768138497280813,3.438593394760784,-68.902,23,TARGET,2.0,0.742573
1771079460000,1771079040000,Long,LondonNyOverlap,69542.4,69313.70464,69999.79071999999,-2.774661363426059,1.6048563326740668,-103.98700000000001,10,TARGET,2.0,1.231775
1771085400000,1771085340000,Long,LondonNyOverlap,69677.1,69564.304,69902.69200000001,1.118263696895854,1.5216719402435435,-56.491,24,STOP,-1.0,0.708924
1771090740000,1771090500000,Long,NewYork,69771.5,69628.45263999999,70057.59472000002,2.654723436101153,1.6078970501728385,-33.579999999999984,22,STOP,-1.0,0.859878
1771096020000,1771095960000,Short,NewYork,69788.0,69886.66464,69590.67072,7.4015181029873025,1.5658140275818122,21.107,11,TARGET,2.0,1.047521
1771099740000,1771099380000,Short,NewYork,69797.0,70025.77584,69339.44832,10.0,9.449394958696082,343.59999999999997,35,STOP,-1.0,0.872898
1771102440000,1771101960000,Short,NewYork,69951.6,70054.99919999999,69744.80160000004,6.675792516942527,3.347127660264939,122.96000000000001,14,STOP,-1.0,1.924865
1771107360000,1771106940000,Long,Asia,69890.0,69769.23992,70131.52015999999,5.477728476992204,2.150809936222077,-155.97199999999998,13,STOP,-1.0,1.661947
1771111020000,1771110540000,Long,Asia,69974.1,69826.99368,70268.31264000002,8.083446202387783,2.308491077688268,12.48899999999999,32,STOP,-1.0,0.935251
1771114980000,1771114620000,Long,Asia,69674.1,69542.52144,69937.25712000002,-1.404178536741055,1.9744858637473495,-24.658,11,STOP,-1.0,0.700937
1771126200000,1771126140000,Long,Asia,69435.3,69356.4704,69592.9592,-4.4400213887932045,2.5843150906636865,-36.94200000000001,23,STOP,-1.0,0.544135
1771128240000,1771128120000,Short,Asia,69988.7,70122.75335999999,69720.59328000002,2.236748157813863,4.072644181604864,118.63499999999999,11,STOP,-1.0,1.366732
1771140840000,1771140780000,Short,Asia,70742.3,70842.22848,70542.44304,6.672168015494822,3.4704898714533488,133.358,10,STOP,-1.0,0.811808
1771149660000,1771149060000,Long,London,70412.4,70302.61287999999,70631.97424000001,3.7373174480483256,2.455541075432447,-79.38799999999999,19,STOP,-1.0,0.794534
1771154520000,1771154460000,Long,London,70357.2,70289.92304,70491.75392,5.882123603663656,1.6864829219079167,-46.968,38,STOP,-1.0,0.469624
1771168140000,1771167660000,Short,LondonNyOverlap,69141.1,69267.26951999999,68888.76096000004,-10.0,1.8539477523296704,40.196,24,TARGET,2.0,1.506285
1771171980000,1771171560000,Long,LondonNyOverlap,68931.1,68815.20376,69162.89248000001,-10.0,3.555957613194515,-151.822,15,STOP,-1.0,0.370251
1771187940000,1771187700000,Short,NewYork,68450.5,68590.22832,68171.04336000001,-10.0,2.0685759487050226,19.738,11,STOP,-1.0,1.478704
1771191300000,1771191060000,Short,NewYork,68786.0,68924.49551999998,68509.00896000004,-10.0,6.4182310815411245,270.84599999999995,14,STOP,-1.0,2.060754
1771194060000,1771193940000,Long,Asia,68858.5,68701.29496,69172.91008,-10.0,2.2371558693165032,-27.709999999999994,14,STOP,-1.0,1.261274
1771205760000,1771205700000,Long,Asia,68571.1,68456.1912,68800.91760000002,-2.996621843283679,2.0186636873796804,0.554000000000002,10,STOP,-1.0,0.586815
1771210800000,1771210440000,Long,Asia,68344.3,68188.4056,68656.08880000001,-6.368311823134729,2.714128765910356,-82.973,26,STOP,-1.0,0.796724
1771212720000,1771212660000,Long,Asia,68170.3,68067.10272000001,68376.69455999999,-5.086925062957357,2.591346528619314,8.718999999999994,10,TARGET,2.0,0.602589
1771218060000,1771217460000,Short,Asia,68744.2,68889.46751999999,68453.66496000001,7.080216314051272,2.073388570754752,46.206999999999994,23,TARGET,2.0,1.439899
1771222920000,1771222860000,Long,Asia,68263.0,68156.43119999999,68476.13760000002,-7.120511733986107,2.0274533746191246,-39.077000000000005,10,TARGET,2.0,0.379149
1771225440000,1771225320000,Long,Asia,68401.4,68283.72928,68636.74143999998,-7.047514690721517,1.9820465421150066,-49.761,19,TARGET,2.0,4.205659
1771231080000,1771230900000,Long,London,68720.1,68537.82583999999,69084.64832000004,1.6032479212014161,1.5418248039137705,-30.275999999999996,11,TIMEOUT,0.0,0.969964
1771234620000,1771234560000,Short,London,68965.6,69048.99504,68798.80992000003,6.461312736374137,1.534721253726165,48.229,15,TARGET,2.0,0.893066
1771237800000,1771237560000,Long,London,68792.1,68601.97447999999,69172.35104000004,1.0170487298567157,2.8207037257267236,-44.40700000000001,13,STOP,-1.0,0.950699
1771255620000,1771255560000,Long,LondonNyOverlap,68347.2,68150.436,68740.72799999999,-6.436250495812011,3.441753264926168,-230.435,13,STOP,-1.0,1.104497
1771265700000,1771265340000,Short,NewYork,68054.1,68144.472,67873.35600000003,-7.670340523509975,6.5697943983926725,-128.86300000000006,10,STOP,-1.0,0.82039
1771269900000,1771269600000,Long,NewYork,67982.4,67731.17168,68484.85663999998,-10.0,1.545260284665331,-30.891999999999996,14,TARGET,2.0,0.331439
1771272840000,1771272300000,Long,NewYork,67935.4,67772.43864,68261.32272,-10.0,5.494216303403336,-207.657,14,TARGET,2.0,0.967863
1771281180000,1771280940000,Long,Asia,68650.2,68495.35983999999,68959.88032000001,1.2296262602974586,1.6074050771498087,-68.22500000000002,13,STOP,-1.0,0.651458
1771284900000,1771284840000,Long,Asia,68621.2,68545.71952,68772.16096,2.3410790011359484,5.203824075487505,60.88799999999998,15,TARGET,2.0,0.39251
1771288020000,1771287420000,Long,Asia,68849.9,68630.052,69289.59599999999,-2.5516888702685967,1.5839247490108923,-42.123000000000005,19,STOP,-1.0,0.977057
1771294020000,1771293720000,Long,Asia,68663.5,68402.734,69185.032,-2.8682500117415946,5.260875917148238,-57.64699999999999,10,TARGET,2.0,0.689166
1771299240000,1771298640000,Long,Asia,68636.8,68512.24632,68885.90736,-6.468210572574931,2.2859549019243524,-56.266999999999996,22,STOP,-1.0,0.445899
1771301280000,1771301220000,Long,Asia,68426.4,68302.01464,68675.17072,-10.0,4.610848700811676,-83.89500000000001,12,TARGET,2.0,1.392481
1771306560000,1771306500000,Long,Asia,67933.2,67822.09887999999,68155.40224000001,-5.892459756970026,1.5441531718675179,-49.11800000000001,11,TARGET,2.0,0.517179
1771312200000,1771312140000,Long,Asia,68288.2,68175.31607999999,68513.96784000001,-6.66462875337986,2.756783199358428,-19.173000000000002,12,STOP,-1.0,0.551185
1771318440000,1771318320000,Long,London,68144.0,68038.5256,68354.94880000001,-9.66715603695445,2.4992015919292414,-31.013000000000005,13,STOP,-1.0,1.140662
1771326120000,1771326000000,Short,London,67827.9,67948.91568,67585.86863999997,-10.0,2.72759335189092,-74.91699999999997,17,STOP,-1.0,0.626042
1771336740000,1771336200000,Short,LondonNyOverlap,68105.3,68234.544,67846.81200000002,-2.6565915479402906,2.5296377930704756,123.27199999999999,21,STOP,-1.0,1.689765
1771338660000,1771338600000,Long,LondonNyOverlap,68160.7,67868.36184,68745.37632,-5.666719480972728,2.6031989681768484,-63.888000000000005,10,STOP,-1.0,0.769785
1771358640000,1771358580000,Long,NewYork,67720.3,67601.67536000001,67957.54927999999,-1.4445882005617203,1.6067673558843185,-107.739,13,STOP,-1.0,0.908106
1771363140000,1771362780000,Short,NewYork,67710.6,67883.16311999998,67365.47376000005,0.9320547064512918,2.2295256703708537,82.107,19,TARGET,2.0,0.864886
1771366080000,1771365960000,Long,Asia,67569.9,67434.70904,67840.28191999998,-8.97308572387541,2.913971523882788,-37.053000000000004,26,STOP,-1.0,0.664905
1771369560000,1771369260000,Long,Asia,67512.1,67365.0648,67806.17040000003,-7.007111689004288,3.219504623367408,-11.382000000000005,13,STOP,-1.0,0.736643
1771373160000,1771373100000,Short,Asia,67538.3,67629.26015999999,67356.37968000003,1.8891714796392878,1.5741123056398176,3.9579999999999984,38,TARGET,2.0,1.851328
1771378260000,1771378200000,Long,Asia,67010.4,66894.64143999999,67241.91712,-4.638516250693874,4.130605712337344,-149.071,11,STOP,-1.0,0.41383
1771384080000,1771383840000,Short,Asia,67365.5,67490.04888,67116.40224,5.283021608402446,2.074616039222983,24.966000000000008,26,STOP,-1.0,2.683657
1771387800000,1771387260000,Long,Asia,67658.5,67476.17584,68023.14832000001,10.0,1.5184924321737985,-30.772000000000006,11,TIMEOUT,0.0,1.603188
1771393680000,1771393260000,Long,Asia,67698.4,67547.9184,67999.36319999999,2.6951173764335814,1.664174152984171,-20.253,10,TARGET,2.0,1.129965
1771397040000,1771396980000,Short,Asia,67877.9,67954.31999999999,67725.06,10.0,2.902293840935147,56.76899999999999,16,TARGET,2.0,0.924901
1771399800000,1771399320000,Long,Asia,67740.7,67607.67056,68006.75888,4.738432050697624,1.6498874178290783,-47.422,17,TARGET,2.0,0.743184
1771402380000,1771402260000,Short,London,68159.5,68276.57759999999,67925.34480000002,10.0,3.574364163036217,195.848,20,STOP,-1.0,1.573917
1771410540000,1771410060000,Long,London,68020.2,67923.71752,68213.16495999998,5.699085429898423,2.2284442893448055,-58.86600000000001,11,STOP,-1.0,0.629719
