id,ts_ms,session,open,high,low,close,volume,bar_delta,cvd_slope,obi_l5,dz,vr,stacked_imb,absorption,thin_above,thin_below,bid_wall,ask_wall,vpin,oi_momentum,vwap,regime,atr,operative,symbol,asian_high,asian_low,prev_day_high,prev_day_low,swing_high_50,swing_low_50,equal_high,equal_low,obi_fast,obi_slow,liq_ratio,spread_ticks,cvd_divergence,sweep_confirmed,obi_l10,obi_l20,datetime_utc
65180,1778540400000,OffHours,81788.4,81788.4,81768,81768,29.27,-24.25,,,,1.0625,,,,,,,,,81793.5,,28.6382,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:00:00
65181,1778540460000,OffHours,81768,81768.1,81731.5,81731.5,28.464,-21.078,,,,1.0216,,,,,,,,,81793,,29.2069,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:01:00
65182,1778540520000,OffHours,81731.5,81731.6,81704.1,81708.4,25.268,-3.108,,,,0.9478,,,,,,,,,81792.3,,29.0849,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:02:00
65183,1778540580000,OffHours,81708.4,81719.9,81685.3,81716.1,71.031,7.955,,,,2.4713,,,,,,,,,81790.1,,29.4789,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:03:00
65184,1778540640000,OffHours,81715.8,81737.6,81710.9,81737.6,19.399,11.949,,,,0.6809,,,,,,,,,81789.7,,29.2804,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:04:00
27505,1778540700000,OffHours,81737.6,81747.6,81665.4,81665.4,152.572,-74.102,,,,0.8492,,,,,,,,,81842.1,,90.4127,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:05:00
65185,1778540700000,OffHours,81737.6,81747.6,81730.4,81730.4,16.342,-9.15,,,,0.5807,,,,,,,,,81789.4,,28.4175,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:05:00
65186,1778540760000,OffHours,81730.4,81730.5,81691,81691,41.971,-33.675,,,,1.4786,,,,,,,,,81788.2,,29.2091,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:06:00
65187,1778540820000,OffHours,81691.1,81703.8,81685.2,81703.7,28.405,2.039,,,,1.0305,,,,,,,,,81787.3,,28.4513,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:07:00
65188,1778540880000,OffHours,81703.7,81712.3,81685,81688.1,19.904,-5.88,,,,0.7297,,,,,,,,,81786.7,,28.3691,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:08:00
65189,1778540940000,OffHours,81688.1,81688.2,81665.4,81665.4,45.95,-27.436,,,,1.6116,,,,,,,,,81784.9,,27.9713,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:09:00
27506,1778541000000,OffHours,81665.4,81690,81646.4,81689.9,123.409,0.269,,,,0.706,,,,,,,,,81840.6,,87.069,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:10:00
65190,1778541000000,OffHours,81665.4,81677.5,81658,81676.3,36.329,1.491,,,,1.2415,,,,,,,,,81783.5,,27.3662,,BTCUSDT,,,,,,,,,,,,,,,,,2026-05-11 23:10:00
