id,ts_ms,session,open,high,low,close,volume,bar_delta,cvd_slope,obi_l5,dz,vr,stacked_imb,absorption,thin_above,thin_below,bid_wall,ask_wall,vpin,oi_momentum,vwap,regime,atr,operative,symbol,asian_high,asian_low,prev_day_high,prev_day_low,swing_high_50,swing_low_50,equal_high,equal_low,obi_fast,obi_slow,liq_ratio,spread_ticks,cvd_divergence,sweep_confirmed,obi_l10,obi_l20,datetime_utc
42729,1778748900000,London,673.47,673.89,673.28,673.42,1242.91,-447.81,,,,0.8915,,,,,,,,,671.247,,0.989386,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 08:55:00
141265,1778748900000,London,673.47,673.47,673.28,673.39,141.19,-30.67,,,,0.4078,,,,,,,,,671.24,,0.302335,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 08:55:00
141266,1778748960000,London,673.39,673.89,673.32,673.73,271.67,114.29,,,,0.7691,,,,,,,,,671.244,,0.321454,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 08:56:00
141267,1778749020000,London,673.73,673.78,673.55,673.56,197.56,-108.02,,,,0.5534,,,,,,,,,671.246,,0.314922,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 08:57:00
141268,1778749080000,London,673.56,673.65,673.42,673.42,299.14,-214.96,,,,0.8256,,,,,,,,,671.25,,0.308856,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 08:58:00
141269,1778749140000,London,673.43,673.5,673.34,673.42,333.35,-208.45,,,,0.9187,,,,,,,,,671.254,,0.298223,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 08:59:00
42730,1778749200000,London,673.41,673.8,672.89,672.89,1228.76,-320.7,,,,0.8801,,,,,,,,,671.26,,0.983716,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:00:00
141270,1778749200000,London,673.41,673.8,673.39,673.39,222.26,32.26,,,,0.6159,,,,,,,,,671.256,,0.306207,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:00:00
141271,1778749260000,London,673.39,673.44,673.18,673.18,331.7,-145.76,,,,0.992,,,,,,,,,671.26,,0.302907,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:01:00
141272,1778749320000,London,673.16,673.35,673.13,673.29,129.8,31.7,,,,0.3958,,,,,,,,,671.261,,0.296985,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:02:00
