ts_ms,spike_ts,direction,session,entry,stop,target,spk_dz,spk_vr,exit,result_r,m_taker,m_oi_d,m_tt
1739183520000,1739182980000,Short,London,97800.1,97938.48816,97523.32368000003,10.0,2.084830783113451,TARGET,2.0,1.33131,14.679000000003725,1.976298
1739198220000,1739197920000,Short,LondonNY,97307.3,97953.60024,96014.69952000001,10.0,1.684995623013607,TIMEOUT,0.0,1.646799,82.05800000000454,1.969308
1739201940000,1739201880000,Long,LondonNY,96863.9,96729.15472,97133.39055999997,-1.893401577082674,2.1468816501394277,TARGET,2.0,1.021319,81.28200000000652,1.962224
1739203320000,1739202900000,Short,LondonNY,97148.0,97324.79759999999,96794.40480000002,1.4082972824582016,1.5850113125509326,STOP,-1.0,1.309295,-63.64800000000105,1.983279
1739218860000,1739218500000,Short,NewYork,97192.7,97496.63496,96584.83008,6.402771992220597,1.9441623482388863,TIMEOUT,0.0,0.781982,-2.5300000000133878,2.028958
1739220960000,1739220480000,Short,NewYork,97260.8,97528.16015999998,96726.07968000004,5.935021400350046,2.2029622684194603,TIMEOUT,0.0,1.84998,-3.084000000002561,2.031344
1739227020000,1739226480000,Short,Asia,97325.6,97524.25704,96928.28592000002,5.7838369243258105,2.5792480966368925,STOP,-1.0,1.149476,2.1010000000096625,2.036936
1739228040000,1739227980000,Long,Asia,97280.1,97166.20479999999,97507.89040000003,2.758234733152901,1.5065176995333545,TARGET,2.0,0.846589,-1.8929999999963911,2.041309
1739232180000,1739232000000,Short,Asia,97396.6,97502.93999999999,97183.92000000004,0.17458478264022828,2.958020753532132,STOP,-1.0,1.846095,2.849000000001979,2.040295
1739233680000,1739233560000,Short,Asia,97754.4,97886.64671999999,97489.90656,3.4437056920252878,3.416392634845898,STOP,-1.0,1.197389,26.755999999993946,2.024237
1739240700000,1739240280000,Long,Asia,97713.5,97602.3556,97935.78880000001,-1.5194960699527882,2.404074812005913,STOP,-1.0,0.312272,-12.235000000000582,1.999687
1739249340000,1739249280000,Short,Asia,98004.8,98147.4552,97719.48960000002,2.2300050364600317,4.260140302302618,STOP,-1.0,1.648981,54.611999999993714,2.027949
1739254980000,1739254500000,Long,Asia,98277.1,98004.33376,98822.63248000003,2.1098010532560783,1.897720005887373,TIMEOUT,0.0,0.667357,32.61499999999069,2.018765
1739257200000,1739256660000,Short,Asia,98360.4,98471.01384,98139.17231999998,10.0,2.102756172003442,TARGET,2.0,2.028673,-110.14900000000489,2.030698
1739260200000,1739259660000,Short,Asia,98266.0,98511.14591999998,97775.70816000004,10.0,6.51567897302727,TIMEOUT,0.0,0.48167,11.729999999995925,2.021071
1739265780000,1739265600000,Long,London,98129.8,97965.86456,98457.67088,1.379210562742021,2.4861805905393433,STOP,-1.0,0.852584,40.79099999999744,2.031101
1739276520000,1739275980000,Long,London,97847.7,97712.06776,98118.96447999998,-1.4311733471457517,1.8589914191308479,STOP,-1.0,1.624905,-40.625,2.03305
1739279460000,1739279400000,Long,LondonNY,97713.3,97583.77047999999,97972.35904000002,-8.885038348848108,1.8787691202478745,STOP,-1.0,1.174055,-18.897000000011758,2.036081
1739282460000,1739282400000,Long,LondonNY,96628.1,96452.07656,96980.14688000001,-5.0150719706928015,3.3148908078376804,TARGET,2.0,1.218971,-354.44400000000314,2.053255
1739287020000,1739286420000,Long,LondonNY,97079.7,96641.42496,97956.25007999998,-8.895389720459363,2.252274389874566,STOP,-1.0,1.423881,262.221000000005,2.013436
1739293320000,1739293260000,Long,NewYork,96243.4,96123.04,96484.12,-10.0,2.209080871093934,STOP,-1.0,0.780567,146.04200000000128,1.987895
1739302260000,1739302020000,Long,NewYork,95112.0,94858.95207999999,95618.09584000002,-10.0,2.6712789413739273,STOP,-1.0,1.271265,79.36100000000442,1.976121
1739308860000,1739308800000,Short,NewYork,95553.7,95697.69695999999,95265.70608000002,-10.0,2.378494067270606,STOP,-1.0,0.98747,-83.10100000000966,1.901513
1739318460000,1739318400000,Long,Asia,95700.0,95563.9876,95972.02480000001,-0.46889212264925795,2.2416843122774583,TARGET,2.0,0.68466,-10.137999999991735,1.916532
1739319720000,1739319660000,Long,Asia,95738.7,95538.70783999999,96138.68432000001,-2.235151608175298,2.5413205138596204,TARGET,2.0,0.469901,16.137000000002445,1.91296
1739320800000,1739320320000,Short,Asia,95774.1,96076.79999999999,95168.70000000004,1.9349123727031514,5.275241564424563,STOP,-1.0,1.907822,7.885999999998603,1.91205
1739322600000,1739322180000,Short,Asia,95972.5,96204.90239999999,95507.69520000002,3.1870571574880517,1.8505571836890842,STOP,-1.0,1.873447,37.453000000008615,1.909769
1739323200000,1739322900000,Long,Asia,95882.4,95734.65096,96177.89807999998,-0.7636423523614881,1.5623755099963956,TARGET,2.0,0.183005,-34.802999999999884,1.904887
1739332800000,1739332740000,Long,Asia,95339.5,95156.71367999999,95705.07264000003,-4.327430796889228,1.5623078934328691,TARGET,2.0,1.169163,-25.171000000002095,1.853931
1739337840000,1739337780000,Short,Asia,95796.8,95964.7104,95460.97920000002,2.369911756110862,3.67557198910109,STOP,-1.0,1.625792,3.514999999999418,1.86399
1739392200000,1739391960000,Short,NewYork,97299.1,97683.28416,96530.73168000003,10.0,5.918188591000751,STOP,-1.0,1.243115,-35.00299999999697,1.92689
1739409360000,1739408940000,Short,Asia,97755.1,97912.56744,97440.16512000002,2.0770102541874125,3.2079493076563375,STOP,-1.0,0.616989,10.913999999989755,2.002813
1739420700000,1739420580000,Long,Asia,97360.0,97234.1504,97611.6992,-10.0,2.0828984265845656,STOP,-1.0,0.853639,-4.392999999996391,2.081353
1739422980000,1739422920000,Long,Asia,96732.7,96582.67199999999,97032.75600000001,-5.707223208966398,2.395326249219427,STOP,-1.0,0.906091,-73.68000000000757,2.113431
1739423580000,1739423160000,Long,Asia,96767.9,96482.55216,97338.59567999997,-5.748168309578845,3.298156509052687,STOP,-1.0,1.064547,-62.552999999999884,2.115387
1739427120000,1739426880000,Long,Asia,96545.0,96347.26048,96940.47904,-10.0,5.3387614226066935,STOP,-1.0,2.116947,26.853000000002794,2.138905
1739434620000,1739434500000,Long,London,96026.5,95783.11216,96513.27567999999,-10.0,3.5265388698490314,STOP,-1.0,0.540352,16.828000000008615,2.102827
1739436660000,1739436480000,Long,London,95944.9,95568.98359999999,96696.7328,-10.0,8.833604329975959,TIMEOUT,0.0,0.621057,-23.194999999992433,2.102604
1739443140000,1739443020000,Long,London,96123.2,95970.36223999999,96428.87552000002,-10.0,4.075321908033089,STOP,-1.0,0.35613,17.89900000000489,2.056798
1739445000000,1739444400000,Long,London,96213.0,95954.07527999999,96730.84944000002,-10.0,1.858087216938464,STOP,-1.0,0.4691,38.137999999991735,2.041091
1739447580000,1739447280000,Long,London,95840.1,95725.55824,96069.18352000002,-8.370098524877493,1.575788238864727,STOP,-1.0,1.077609,11.815000000002328,2.029543
1739452560000,1739452500000,Long,LondonNY,95799.6,95542.0052,96314.78960000002,-10.0,3.029815194005982,STOP,-1.0,0.730878,-12.07499999999709,2.051455
1739457780000,1739457360000,Long,LondonNY,95822.4,95255.7344,96955.73119999998,-9.887344204656184,12.137466342844958,STOP,-1.0,1.501434,-6.976999999998952,2.023552
1739470800000,1739470740000,Long,NewYork,95510.1,95225.85832,96078.58336000002,-9.749250832326089,3.7905166919622064,TARGET,2.0,1.039329,20.854000000006636,2.01675
1739480160000,1739479560000,Short,NewYork,96069.5,96313.58928,95581.32144,1.3715594943270832,3.115614825767377,STOP,-1.0,0.601553,7.6820000000006985,1.986491
1739487240000,1739487000000,Long,Asia,96338.8,96185.58992,96645.22016000001,3.197886544693084,3.204838536102661,TARGET,2.0,0.202433,-2.56699999999546,1.963768
1739491020000,1739490960000,Short,Asia,96561.4,96659.96615999998,96364.26768000002,10.0,1.5704556270505032,STOP,-1.0,0.703434,-5.900999999998021,1.949844
1739491380000,1739491200000,Short,Asia,96583.2,96720.8148,96307.9704,0.6800820855600865,2.9163834126444597,STOP,-1.0,1.087577,6.9689999999973224,1.952656
1739492460000,1739492100000,Long,Asia,96713.9,96452.37632000001,97236.94735999996,-1.7614048838767455,1.7490330535887944,STOP,-1.0,0.764592,-22.902000000001863,1.95454
1739493060000,1739492640000,Short,Asia,96732.2,96860.82671999998,96474.94656000003,1.7181486012218565,2.4057573385392157,TARGET,2.0,0.522775,-15.327999999994063,1.95506
1739499360000,1739498880000,Short,Asia,96652.9,96757.344,96444.01199999999,0.6883838371512809,2.470429029671211,STOP,-1.0,0.901807,10.763999999995576,1.960876
1739502660000,1739502600000,Long,Asia,96685.9,96571.88063999999,96913.93872,1.2646223086533066,1.5792385399790336,STOP,-1.0,0.627646,17.854999999995925,1.914043
1739505840000,1739505780000,Short,Asia,97125.4,97277.65991999999,96820.88016,3.2709383104146497,5.101120849112033,TARGET,2.0,0.929385,72.75299999999697,1.918198
1739511000000,1739510460000,Short,Asia,96705.0,96948.19655999998,96218.60688000004,2.645528131532281,1.7837205180262963,STOP,-1.0,1.929361,19.24199999999837,1.918043
1739511420000,1739511120000,Long,Asia,96689.7,96588.56727999999,96891.96544000001,-1.8538023831691202,1.7674110481256624,STOP,-1.0,0.794306,37.65800000001036,1.916404
1739533500000,1739533380000,Long,London,96811.5,96703.67512,97027.14976,-0.6161235041470902,1.77619506154833,STOP,-1.0,0.453917,12.885999999998603,1.938855
1739539620000,1739539500000,Long,LondonNY,96441.5,96331.07344,96662.35312000001,-10.0,5.3664807371710825,TARGET,2.0,1.001362,-16.698999999993248,1.968063
1739572620000,1739572560000,Long,Asia,97073.5,96928.29527999999,97363.90944000002,-2.33242054975504,1.8061340122503498,STOP,-1.0,0.460003,-114.77400000000489,1.896263
1739578200000,1739577720000,Long,Asia,97357.8,97260.02967999999,97553.34064000002,-1.3175057760963196,1.939742147438772,STOP,-1.0,0.904563,-6.103000000002794,1.902436
1739578920000,1739578620000,Short,Asia,97314.7,97539.06887999999,96865.96224000001,1.8314383846159565,2.3841280599445547,STOP,-1.0,0.808883,-6.432999999989988,1.896856
1739579160000,1739579100000,Long,Asia,97324.7,97216.26472,97541.57055999998,-2.2545839690468927,2.5744434300161525,STOP,-1.0,0.911379,11.938000000009197,1.893146
1739582520000,1739582220000,Long,Asia,97674.5,97454.17424,98115.15152000001,2.0965738690531985,2.3404216410121905,TIMEOUT,0.0,1.633305,11.232000000003609,1.892994
1739592300000,1739592000000,Long,Asia,97644.7,97485.64903999999,97962.80192000001,-0.24470687953577058,3.676507542570251,STOP,-1.0,1.855929,-29.694000000003143,1.913354
1739595780000,1739595720000,Long,Asia,97480.0,97345.76104,97748.47792,-6.121607903158895,2.3179330114030607,TIMEOUT,0.0,0.741507,17.42399999999907,1.915225
1739600700000,1739600520000,Short,Asia,97593.3,97684.78536,97410.32928000002,0.5782329921771681,1.5761721625999359,TARGET,2.0,4.371788,33.51900000000023,1.9154
1739610600000,1739610060000,Short,London,97482.5,97614.62928,97218.24144000001,-0.22836512199581616,3.434026115333889,STOP,-1.0,0.975726,-2.5869999999995343,1.933362
1739614740000,1739614620000,Long,London,97429.4,97326.0768,97636.04639999999,-3.7434801845144343,2.488567498234004,TARGET,2.0,0.77759,1.896999999997206,1.92859
1739619360000,1739619000000,Short,London,97490.8,97663.96871999999,97144.46256000003,0.6498181775601328,4.992756125632409,STOP,-1.0,2.547487,3.0570000000006985,1.920276
1739627700000,1739627340000,Short,LondonNY,97630.0,97889.14871999998,97111.70256000003,4.852197115151776,1.6825493803803482,TIMEOUT,0.0,0.33741,70.57399999999325,1.894887
1739628360000,1739628180000,Long,LondonNY,97632.5,97481.952,97933.59599999999,0.022553051680003294,2.7473796687392773,STOP,-1.0,1.083402,-15.423999999999069,1.895151
1739635440000,1739635380000,Short,LondonNY,97641.8,97760.54591999999,97404.30816000003,3.4999436670818005,3.169990827252739,TARGET,2.0,2.071474,-7.014999999999418,1.888475
1739649480000,1739649240000,Long,NewYork,97516.3,97416.30456,97716.29088,-2.309165520203693,1.6515318225574958,STOP,-1.0,1.37351,2.355999999999767,1.888558
1739650020000,1739649840000,Short,NewYork,97490.4,97649.5572,97172.08559999999,0.80304795395655,1.7601043455913892,STOP,-1.0,1.186916,11.025999999998021,1.889734
1739650440000,1739650380000,Short,NewYork,97563.2,97682.0832,97325.4336,1.3916306950200161,2.436517578283401,STOP,-1.0,0.84808,-6.139999999999418,1.890293
1739652720000,1739652120000,Long,NewYork,97423.6,97300.29744,97670.20512000003,-5.175981434592169,4.755016510033019,TARGET,2.0,1.240355,-6.7999999999883585,1.894273
1739654700000,1739654640000,Short,NewYork,97599.2,97699.09679999998,97399.40640000002,3.696298707589702,4.130905024585043,TARGET,2.0,1.263239,11.440000000002328,1.896477
1739657760000,1739657520000,Short,Asia,97641.3,97758.14399999999,97407.61200000004,5.040958272435141,1.8459886975208735,TARGET,2.0,0.491626,3.401000000012573,1.894635
1739673720000,1739673600000,Long,Asia,97533.5,97422.09992000001,97756.30015999998,-2.787442489929765,2.144697900241271,STOP,-1.0,0.365663,-20.5740000000078,1.884831
1739674620000,1739674260000,Long,Asia,97475.7,97354.0544,97718.9912,-3.7327836131431593,2.2027282333527802,TIMEOUT,0.0,0.945495,-13.782999999995809,1.873436
1739674980000,1739674860000,Long,Asia,97431.5,97322.08,97650.34,-3.5470197216291663,2.5343387111013835,TIMEOUT,0.0,2.748059,25.180999999996857,1.876742
1739676300000,1739676060000,Long,Asia,97432.6,97295.20152,97707.39696000001,-6.730541611029553,2.8585038324661074,TIMEOUT,0.0,1.148431,-1.1269999999931315,1.874816
1739680800000,1739680740000,Short,Asia,97489.6,97579.60128,97309.59744000001,-0.6007846219807523,1.5320514354253638,STOP,-1.0,0.855349,-3.184000000008382,1.88469
1739688120000,1739687700000,Short,Asia,97475.1,97659.46511999998,97106.36976000006,2.73581685166047,1.6969034213743208,TIMEOUT,0.0,1.400436,1.7160000000003492,1.877191
1739689980000,1739689500000,Long,Asia,97403.1,97305.0936,97599.11280000003,-4.37872250245608,2.4153250314916006,STOP,-1.0,0.793857,-4.514999999999418,1.877063
1739690520000,1739690460000,Long,Asia,97340.1,97247.14,97526.02000000002,-7.057938758722512,1.7557495109951993,STOP,-1.0,0.885499,-10.1990000000078,1.881287
1739697060000,1739696760000,Long,London,97084.4,96982.65176000001,97287.89647999997,-10.0,1.558221435285033,TARGET,2.0,0.905554,-95.9030000000057,1.884769
1739703360000,1739702940000,Short,London,97155.0,97320.19391999999,96824.61216000002,-6.727272594255754,1.5826611581087286,TIMEOUT,0.0,3.281694,4.395999999993364,1.892303
1739707200000,1739707080000,Short,London,97271.3,97376.83919999999,97060.22160000003,-1.7183907948564228,1.5116910525605762,TARGET,2.0,1.499985,-3.1410000000032596,1.892453
1739709300000,1739709180000,Long,London,97174.9,97087.268,97350.16399999999,-10.0,3.132236630117799,STOP,-1.0,2.633171,-1.2779999999911524,1.895008
1739713620000,1739713260000,Long,LondonNY,96951.4,96835.4696,97183.26079999999,-6.271991874386736,2.204688365363967,STOP,-1.0,0.498273,-9.107000000003609,1.89368
1739713860000,1739713800000,Long,LondonNY,96852.0,96722.56,97110.88,-4.573430503845848,1.7853374939861106,STOP,-1.0,1.419007,-137.14800000000105,1.899657
1739714580000,1739714400000,Long,LondonNY,96746.7,96622.73992,96994.62015999998,-8.952210780015141,2.4858364486722877,TARGET,2.0,1.745828,-25.273000000001048,1.909027
1739714880000,1739714700000,Long,LondonNY,96782.5,96552.1964,97243.1072,-7.490357532883193,1.9358808442170707,TIMEOUT,0.0,0.674924,-47.454999999987194,1.907252
1739715600000,1739715000000,Short,LondonNY,96704.7,96992.53199999999,96129.03600000001,-5.181099616882986,1.585674721974726,STOP,-1.0,1.813322,-4.918000000005122,1.910231
1739722560000,1739722320000,Short,LondonNY,96981.1,97100.91863999999,96741.46272000004,-2.7955356008741297,2.3033299694135687,STOP,-1.0,1.758317,-3.0089999999909196,1.902009
1739726400000,1739725920000,Short,NewYork,97055.4,97191.79127999999,96782.61744,-1.8391407045040378,4.042690863958346,TARGET,2.0,2.26212,10.66700000000128,1.883255
1739728800000,1739728440000,Long,NewYork,96918.8,96819.78216,97116.83568,-9.40960513127469,4.808732386131088,STOP,-1.0,0.927948,6.25,1.880834
1739729820000,1739729760000,Long,NewYork,96802.9,96702.576,97003.54799999998,-9.807891303886706,3.4703938191571835,STOP,-1.0,0.362651,-56.09799999999814,1.887086
1739730660000,1739730600000,Long,NewYork,96812.3,96495.242,97446.41600000001,-10.0,8.464703067044233,TIMEOUT,0.0,1.528848,-0.4510000000009313,1.886985
1739739300000,1739739180000,Long,NewYork,96861.6,96752.73584,97079.32832000003,-7.7038985974877265,1.674157610530953,TARGET,2.0,0.710317,-6.389999999999418,1.892522
1739742300000,1739741940000,Short,NewYork,97103.9,97325.39808,96660.90383999998,0.5330582236430704,8.378789160703926,TARGET,2.0,2.048213,0.8099999999976717,1.894944
1739769000000,1739768400000,Long,Asia,96244.7,95822.2808,97089.5384,-6.819266159691998,3.5402873050033534,TIMEOUT,0.0,0.278392,32.31600000000617,1.877075
1739778840000,1739778600000,Long,Asia,95940.1,95786.10976,96248.08048,-4.424932511126462,2.056494756717415,TARGET,2.0,1.613603,62.52300000000105,1.88092
1739782380000,1739782140000,Short,London,96176.7,96313.08888,95903.92224,1.3405162825776782,3.2756362507374486,STOP,-1.0,0.700642,81.87800000001153,1.852788
1739785320000,1739785260000,Short,London,96247.1,96346.0152,96049.26960000003,2.7655206428863446,1.6724477217720606,STOP,-1.0,1.28448,33.06399999999849,1.824541
1739792640000,1739792220000,Long,London,96007.0,95900.2184,96220.5632,-2.8255652656120573,3.2810613459177964,TARGET,2.0,0.593468,-8.046999999991385,1.813403
1739812800000,1739812440000,Short,NewYork,95496.5,95670.07488,95149.35024,-6.031061644966404,1.7250243074696898,STOP,-1.0,1.572669,45.50800000000163,1.780554
1739819040000,1739818980000,Long,NewYork,95263.7,95103.856,95583.38799999999,-10.0,3.288609337898154,TARGET,2.0,1.935147,-0.6779999999998836,1.821387
1739824260000,1739823900000,Short,NewYork,95682.8,95900.35895999998,95247.68208000004,-4.546044875113793,4.640494281047536,STOP,-1.0,1.195242,-11.461999999999534,1.817681
1739833200000,1739832840000,Long,Asia,95873.9,95733.352,96154.99599999998,-2.811865308187443,2.5579811706674453,STOP,-1.0,2.272004,9.403999999994994,1.885719
1739848140000,1739847600000,Long,Asia,96177.5,95883.232,96766.036,0.13379535492793831,2.5332059048842486,TIMEOUT,0.0,0.530524,22.222999999998137,1.894477
1739853480000,1739853120000,Long,Asia,96197.1,95970.26232000001,96650.77536,1.3105249515460147,2.5196088210787204,STOP,-1.0,0.858682,7.065999999991618,1.905225
1739856060000,1739856000000,Long,Asia,95882.7,95641.9252,96364.2496,-2.7318431223432675,5.977317615370093,STOP,-1.0,0.628446,-22.139000000010128,1.921777
1739867640000,1739867400000,Short,London,95358.0,95593.91399999999,94886.17200000002,-2.4163632781803353,2.23773262804098,STOP,-1.0,1.054053,4.6120000000082655,1.869674
1739884560000,1739884200000,Short,LondonNY,96299.8,96388.34904,96122.70192,10.0,2.2993785072545867,TARGET,2.0,0.511209,14.713000000003376,1.902213
1739888760000,1739888640000,Short,LondonNY,96480.5,96705.70271999999,96030.09456000003,7.544250405149209,8.498729194330558,TARGET,2.0,1.279862,2.198999999993248,1.908344
1739889180000,1739889120000,Long,LondonNY,96355.6,96179.09512,96708.60976000002,3.9974541555371923,1.9986562406561952,STOP,-1.0,0.721921,-31.01699999999255,1.910269
1739895900000,1739895780000,Long,LondonNY,95245.8,95123.84,95489.72000000002,-5.342206081615331,3.0236967458462924,STOP,-1.0,0.840597,-54.120999999999185,1.899655
1739900340000,1739900220000,Long,NewYork,94333.0,94053.69679999999,94891.60640000002,-10.0,1.7865936974563092,STOP,-1.0,0.720155,-5.724000000001979,1.828672
1739901780000,1739901600000,Long,NewYork,94075.9,93701.97839999999,94823.7432,-10.0,10.456089081848262,STOP,-1.0,1.427645,146.80199999999604,1.815784
1739904660000,1739904300000,Long,NewYork,93877.4,93555.096,94522.00799999997,-10.0,1.6365396598517492,STOP,-1.0,0.542566,404.32300000000396,1.784553
1739923200000,1739923140000,Short,Asia,95565.1,95721.81624,95251.66752000002,6.7788599058544,3.832980668094143,STOP,-1.0,0.844155,-3.353000000002794,1.85474
1739923860000,1739923740000,Short,Asia,95680.0,95779.06199999999,95481.87600000002,1.4528179153777117,2.0346475691831465,TARGET,2.0,0.565349,-44.66599999999744,1.856237
1739935800000,1739935320000,Short,Asia,95580.9,95794.17408,95154.35183999999,3.055326711596714,6.451001480010303,TARGET,2.0,0.449813,-37.76499999999942,1.837474
1739939520000,1739939160000,Long,Asia,95519.0,95421.00207999999,95714.99584000002,-0.5767199174960831,3.173339470614786,STOP,-1.0,1.066235,-4.997000000003027,1.839753
1739942940000,1739942520000,Long,Asia,95082.2,94954.67543999999,95337.24912000001,-7.418442721103568,2.8276344119958705,TARGET,2.0,1.459312,-10.168999999994412,1.852882
1739953980000,1739953680000,Short,London,95673.7,95896.65599999999,95227.78800000002,10.0,2.333219838879323,STOP,-1.0,0.830231,14.254000000000815,1.930703
1739959020000,1739958960000,Short,London,95884.1,96062.88888,95526.52224000002,8.465816081143606,5.075608110327201,STOP,-1.0,0.873679,50.24800000000687,1.894977
1739964000000,1739963460000,Short,London,96234.5,96430.18248,95843.13504,10.0,2.3743683779517704,STOP,-1.0,0.903087,-2.6609999999927823,1.969701
1739966760000,1739966640000,Short,London,96376.7,96538.56911999999,96052.96176000002,10.0,1.792204369144953,TARGET,2.0,1.680412,50.40899999999965,1.974433
1739970000000,1739969940000,Long,LondonNY,96177.9,96048.49968,96436.70064,8.730161650383891,2.317219419055335,TARGET,2.0,0.829262,52.20799999999872,1.975815
1739975880000,1739975460000,Short,LondonNY,96375.1,96533.76527999999,96057.76944000003,6.080304037848259,6.037310763756801,TARGET,2.0,1.437366,57.95200000000477,1.981098
1739977500000,1739977020000,Long,LondonNY,95843.6,95668.70376,96193.39248000001,-0.37314467624174913,2.605428362018268,STOP,-1.0,0.680812,-23.931999999986147,1.954678
1739992380000,1739992200000,Long,NewYork,95627.0,95364.74712,96151.50576,-8.04604707483143,4.424168626283408,TARGET,2.0,1.233186,45.103000000002794,2.032593
1740002280000,1740002040000,Long,NewYork,96249.0,96105.25424,96536.49152000001,6.02354546304032,1.8715143264141132,TARGET,2.0,0.538752,-2.745999999999185,2.012712
1740013440000,1740013320000,Short,Asia,96768.9,96953.00039999999,96400.6992,2.406866993313421,3.031158003130747,STOP,-1.0,1.284347,53.48599999998987,2.01177
1740019080000,1740019020000,Long,Asia,96779.1,96622.64,97092.02000000002,0.08400157179705868,4.253666768418773,TARGET,2.0,0.488474,12.701000000000931,1.971519
1740032220000,1740031620000,Long,Asia,96836.3,96667.30424,97174.29152000001,-3.1425434065176856,4.233516029087116,TIMEOUT,0.0,0.403202,-22.270000000004075,1.980687
1740037380000,1740036780000,Short,Asia,96978.8,97077.59999999999,96781.20000000003,1.2256363971021569,3.2037826627737647,TARGET,2.0,1.772492,-26.84100000000035,1.981023
1740048360000,1740047940000,Short,London,97218.3,97332.40368,96990.09264,9.556195177488004,2.0039460976640306,STOP,-1.0,2.271542,-29.996000000013737,1.966977
1740055440000,1740055200000,Short,London,97452.2,97583.70455999998,97189.19088000002,10.0,4.770533507858057,STOP,-1.0,0.678582,37.671000000002095,1.948804
1740061440000,1740061080000,Short,LondonNY,97717.7,97866.73079999999,97419.63840000001,8.732317011952446,3.9769355594149456,STOP,-1.0,1.731147,89.40499999999884,1.941232
1740062820000,1740062760000,Long,LondonNY,97564.0,97376.5364,97938.9272,2.058381081057123,2.370509844983981,STOP,-1.0,0.676907,223.25400000000081,1.895198
1740080820000,1740080340000,Long,NewYork,98359.0,98134.4296,98808.1408,10.0,1.5179400909188303,STOP,-1.0,0.755991,-14.506999999997788,1.765372
1740088680000,1740088380000,Long,NewYork,98052.5,97879.6336,98398.2328,7.587865311626293,3.3001458445773744,TARGET,2.0,0.826674,7.0019999999931315,1.738612
1740094680000,1740094500000,Short,Asia,98351.8,98503.03944,98049.32112000002,10.0,2.673007663601995,TARGET,2.0,1.869586,-50.42399999999907,1.719656
1740097920000,1740097320000,Long,Asia,98361.5,98161.408,98761.68400000001,-2.105621410975116,1.5478152520328434,STOP,-1.0,0.253362,-58.93600000000151,1.710461
1740116760000,1740116700000,Short,Asia,98284.1,98433.684,97984.93200000003,3.300746827596417,2.461887738709427,STOP,-1.0,1.387676,-3.302000000010594,1.721236
1740118080000,1740117960000,Short,Asia,98316.3,98458.60391999998,98031.69216000005,6.2971122845970635,4.645047241640005,STOP,-1.0,0.976216,-25.437000000005355,1.721834
1740137520000,1740137400000,Short,London,98677.9,98847.01439999999,98339.67120000001,4.30749444134445,4.761717205369069,STOP,-1.0,0.740046,51.60800000000745,1.730012
1740142200000,1740142020000,Short,London,98845.5,98942.99111999999,98650.51776000002,10.0,2.0041953340160163,STOP,-1.0,1.069141,33.79000000000815,1.726974
1740142740000,1740142320000,Short,London,98861.4,98998.53551999999,98587.12896,10.0,4.7224926702212695,STOP,-1.0,1.687593,47.171000000002095,1.727859
1740142920000,1740142860000,Short,LondonNY,98800.0,99229.31999999999,97941.36000000002,8.615873117552336,10.616960783463899,STOP,-1.0,0.420214,181.6860000000015,1.724248
1740143160000,1740143040000,Short,LondonNY,99113.8,99307.38239999999,98726.63520000003,8.654489738477627,8.642782672061387,STOP,-1.0,0.420214,181.6860000000015,1.724248
1740149040000,1740148560000,Long,LondonNY,98590.8,98425.6964,98921.00720000001,-0.45550389380717243,4.259608036844362,TARGET,2.0,0.744807,-376.34300000000803,1.70883
1740151260000,1740150660000,Short,LondonNY,98464.7,99329.4,96735.3,3.479174222294778,1.6177244151700305,TIMEOUT,0.0,0.821984,-98.59200000000419,1.731925
1740160080000,1740159900000,Long,NewYork,97060.4,96811.38888,97558.42223999999,-4.301273908765126,5.249806667038088,STOP,-1.0,1.078956,-88.65200000000186,1.871657
1740164820000,1740164220000,Long,NewYork,96658.2,96425.19807999999,97124.20384000002,-10.0,2.4632032299679136,STOP,-1.0,0.526487,-4.958999999988009,1.952831
1740167940000,1740167460000,Short,NewYork,95247.5,95800.87943999999,94140.74112000002,-6.014771359548311,1.620151848208843,TIMEOUT,0.0,1.056567,16.677999999999884,2.058419
1740171540000,1740171360000,Long,NewYork,95034.3,94884.03199999999,95334.83600000002,-10.0,2.617155653377363,TARGET,2.0,0.67602,163.8640000000014,2.155945
1740177120000,1740176760000,Short,Asia,95567.4,95765.35104,95171.49792,-10.0,1.9441894387142307,STOP,-1.0,1.019537,62.4600000000064,2.154086
1740191640000,1740191340000,Long,Asia,96261.2,95977.05687999999,96829.48624000001,-0.5187336182592044,2.021137618466608,TIMEOUT,0.0,0.287419,9.1990000000078,2.148769
1740197400000,1740197280000,Long,Asia,96277.1,96142.92408,96545.45184000002,2.011630331700041,2.051073809198237,TIMEOUT,0.0,1.626969,-15.852999999988242,1.984157
1740199320000,1740199200000,Short,Asia,96364.2,96505.84296,96080.91408,9.623874949326593,1.8846516423123614,STOP,-1.0,0.486891,-39.254000000000815,1.992788
1740202560000,1740201960000,Short,Asia,96424.5,96512.14799999999,96249.20400000003,7.068111295249078,1.5510517768250514,STOP,-1.0,1.417232,-0.03200000000651926,1.989953
1740204660000,1740204060000,Short,Asia,96415.9,96577.2,96093.29999999999,10.0,2.087560796209395,TIMEOUT,0.0,2.151487,10.551999999996042,1.984737
1740206760000,1740206520000,Long,Asia,96350.0,96198.17984,96653.64032,2.458279259806077,2.2058202133688116,STOP,-1.0,0.74352,10.114000000001397,1.978691
1740209100000,1740208920000,Short,Asia,96429.0,96535.16639999999,96216.66720000003,7.299442394259964,4.326376857767061,TARGET,2.0,1.575826,10.563999999998487,1.969639
