symbol,side,kind,gestion,reason,result_r,mfe_r,mae_r,filled1,tp1,entry,stop,mfe,mae,tp1_touched,tp1_before_stop,tp2_touched,my_r,my_reason,my_f1,r_nopartial,reason_np,tp1_dist_R,db_filled1,mfe_err,mae_err
ETHUSDT,long,poc_ob,fade,stop,-1.0838,0.1413,1.0005,False,1585.4,1558.11764,1542.95659834769,0.048964973319419514,0.9971372908731931,False,False,False,-1.0770783602340381,stop,False,-1.0770783602340381,stop,1.79950432336181,False,0.0923350266805805,0.0033627091268068066
ETHUSDT,long,poc_ob,fade,stop,-1.0838,0.1413,1.0005,False,1585.4,1558.11764,1542.95659834769,0.048964973319419514,0.9971372908731931,False,False,False,-1.0770783602340381,stop,False,-1.0770783602340381,stop,1.79950432336181,False,0.0923350266805805,0.0033627091268068066
SOLUSDT,long,poc_ob,fade,breakeven,0.314,0.8005,0.5747,True,69.63,69.010664,67.9524404440251,0.6703082689805618,0.6054146086455042,True,True,False,0.25513216623803586,be,True,2.558606814895168,timeout,0.5852600771388204,True,0.13019173101943815,0.030714608645504238
BTCUSDT,long,poc_ob,trail,trail,-0.6171,0.8689,0.5877,False,61752.07588,59499.81279,57904.9274408526,0.7721477977450432,0.7588713449822693,False,False,False,-0.6369722125390299,trail,False,,,1.412178681811841,False,0.09675220225495684,0.17117134498226927
ETHUSDT,short,poc_ob,trail,trail,-0.1424,1.9777,0.6574,False,1530.64,1549.116562,1565.54979261576,1.7657247487400367,0.6817550524274576,True,True,False,-0.20356772808213272,trail,False,,,1.1243414293888223,False,0.2119752512599633,0.024355052427457613
ETHUSDT,short,poc_ob,fade,breakeven,0.5852,1.9777,0.6574,True,1530.64,1549.116562,1565.54979261576,1.7657247487400367,0.6817550524274576,True,True,False,0.5079670073420817,be,True,-1.0707004878508646,stop,1.1243414293888223,True,0.2119752512599633,0.024355052427457613
BTCUSDT,long,poc_ob,fade,timeout,0.5968,0.8689,0.6396,False,61752.07588,59499.81279,57904.9274408526,0.7721477977450432,0.7588713449822693,False,False,False,0.5140572335470913,timeout,False,0.5140572335470913,timeout,1.412178681811841,False,0.09675220225495684,0.11927134498226932
SOLUSDT,long,poc_ob,fade,timeout,7.8165,8.448,-0.1198,True,69.428958,66.290926,65.3162615632455,7.437507440138555,0.7088860267649634,True,True,False,5.0329482974514415,timeout,True,6.873499794255332,timeout,3.219602441276336,True,1.0104925598614454,0.8286860267649634
SOLUSDT,long,poc_ob,trail,trail,2.937,5.0687,0.7478,False,69.63,69.010664,67.9524404440251,4.629774089168144,0.7660611932354555,True,True,False,2.653104805830427,trail,False,,,0.5852600771388204,False,0.4389259108318555,0.018261193235455497
ETHUSDT,long,poc_ob,fade,timeout,23.489,28.3076,0.0,False,1636.67,1520.052534,1517.43354057371,28.30761820774086,3.5175857669296575,False,False,False,-1.4352967781652493,stop,False,-1.4352967781652493,stop,44.527590191472136,False,1.8207740858144916e-05,3.5175857669296575
SOLUSDT,long,poc_def,fade,timeout,18.8824,24.4833,0.0,True,68.79,66.000117,65.6770445302144,24.483308668328206,0.402748646724209,True,True,False,13.718076738838665,timeout,True,18.882397860450258,timeout,8.635471174165488,True,8.668328206340448e-06,0.402748646724209
