bar_ts,side,lvl,atr,r,oos,kind,regime,m5_delta_at_level,m5_absorption_ratio,m5_large_order_z,m5_stacked_imb,m5_exhaustion,m5_vol_concentration,m5_level_near_poc,m5_bar_imb_ratio,m5_delta_norm_bar,m15_delta_at_level,m15_absorption_ratio,m15_large_order_z,m15_stacked_imb,m15_exhaustion,m15_vol_concentration,m15_level_near_poc,m15_bar_imb_ratio,m15_delta_norm_bar,h1_delta_at_level,h1_absorption_ratio,h1_large_order_z,h1_stacked_imb,h1_exhaustion,h1_vol_concentration,h1_level_near_poc,h1_bar_imb_ratio,h1_delta_norm_bar
1760461200000,long,112280.0,671.3978759582078,-1.2757823692265313,False,H5,trend,-1.603,1.2531,1.111,9.0,-0.966,0.1559,0.0,-0.27,-0.2598,0.938,0.201,-0.9142,10.0,-0.842,0.0623,0.0,0.0084,0.0393,0.938,0.201,-1.1077,10.0,-0.842,0.047,0.0,-0.0144,-0.1405
1760541300000,long,110690.0,528.9574812553091,-1.4999999999999893,False,H5,chop,-12.705,4.2124,4.3497,10.0,-2.727,0.1537,1.0,-0.0935,-0.063,5.341,0.5815,1.0594,4.0,-6.768,0.0719,0.0,0.0788,0.326,-12.746,1.4583,2.608,5.0,-5.615,0.0475,0.0,0.0097,0.1056
1760562900000,long,110680.0,492.4929493171847,0.6283313620786787,False,H5,chop,-0.005,1.0017,-0.3314,10.0,-1.613,0.1479,0.0,-0.0636,-0.0773,0.738,0.4087,-0.5183,10.0,-1.775,0.1213,0.0,0.0443,0.0344,1.284,0.8329,-0.0101,8.0,-1.613,0.0437,0.0,-0.0969,-0.5409
1760625900000,short,111320.0,562.796744067282,28.43642322143125,False,H5,trend,7.002,2.2184,0.4638,13.0,2.942,0.0754,0.0,0.2741,0.9761,3.378,3.5826,-0.3502,3.0,0.409,0.0832,0.0,-0.228,-0.7864,10.38,2.4713,-0.3178,5.0,2.942,0.0308,0.0,-0.0243,-0.4639
1760633100000,long,107980.0,737.6908786490942,-1.121942824123205,False,H5,trend,8.342,0.4748,1.8546,4.0,1.569,0.0821,0.0,0.2889,0.4472,-1.148,2.2812,-0.8,2.0,0.131,0.053,0.0,0.4108,1.647,5.757,0.8981,2.4727,8.0,-0.227,0.0377,0.0,0.118,2.0766
1760691600000,long,104830.0,521.32492944744,-1.2807633253508095,False,H5,chop,5.281,0.4501,0.3908,3.0,8.957,0.1864,0.0,0.4137,0.3777,-0.732,1.2407,-0.3813,2.0,-0.964,0.172,0.0,0.3343,0.8655,12.952,0.2928,0.0985,12.0,-8.705,0.0711,0.0,0.1125,1.0808
1760708700000,long,105150.0,689.7498494443265,-1.3729826262543958,False,H5,chop,-21.103,31.8523,3.1094,8.0,-2.721,0.1053,0.0,-0.2522,-0.2785,2.2,0.1122,-0.7145,5.0,-0.904,0.079,0.0,-0.0641,-0.2183,-12.003,1.5219,1.5189,4.0,-4.887,0.0407,0.0,-0.0373,-0.4247
1760940900000,short,111150.0,387.4414844483048,-1.4012435073820235,False,H5,chop,9.441,2.2887,1.5561,3.0,-1.755,0.2492,0.0,0.1615,0.1451,6.453,2.2208,-0.0651,4.0,1.676,0.2024,0.0,0.0438,0.123,44.384,2.8204,0.7277,5.0,-12.27,0.1643,0.0,0.1632,1.9322
1760978700000,long,110430.0,421.33688284246773,-1.36657793467276,False,H5,chop,-4.677,1.8651,0.6522,17.0,-4.205,0.0832,1.0,-0.2438,-0.7255,7.151,0.1984,-0.528,7.0,-0.125,0.0961,0.0,0.0493,0.2748,2.474,0.8273,-0.4924,7.0,-0.125,0.0338,0.0,-0.0511,-1.1106
1761050700000,short,109280.0,405.0358959576837,2.292667154709648,False,H5,chop,0.465,1.1108,-0.056,12.0,-1.738,0.1974,0.0,0.3604,0.6384,-25.455,0.108,1.3582,3.0,-1.809,0.1177,0.0,-0.4917,-2.2174,-12.227,0.6731,0.7969,7.0,-3.285,0.0668,0.0,-0.1538,-2.9527
1761067800000,long,112300.0,727.7782072718522,-1.1124432449252617,False,H5,chop,-7.863,2.1467,1.2449,2.0,0.288,0.1061,0.0,0.3646,0.5536,-6.606,1.9871,0.1386,2.0,1.265,0.1333,0.0,0.0736,0.1445,-14.794,1.7301,0.7597,6.0,-5.292,0.0428,0.0,-0.0014,-0.0188
1761172200000,long,106960.0,491.70779228288313,7.687833309465034,False,H5,chop,-8.094,6.861,0.994,8.0,1.84,0.3655,0.0,-0.4856,-0.1643,-0.685,3.4552,-0.4853,3.0,0.067,0.3289,0.0,0.1254,0.1175,-7.434,2.4727,0.0238,5.0,-1.109,0.1071,0.0,-0.0367,-0.2197
1761253200000,long,109420.0,416.54019420285914,2.7584700940770337,False,H5,chop,-3.765,1.3516,0.8134,37.0,-2.317,0.1564,0.0,-0.5253,-1.9518,-2.04,4.3553,-0.8183,2.0,0.568,0.1411,0.0,0.152,0.3267,7.721,0.4408,-0.384,3.0,-0.262,0.1207,0.0,0.1258,0.6534
1761517800000,long,114330.0,385.98652064782715,3.9450246422098765,False,H5,chop,-1.279,1.2284,0.6948,3.0,0.981,0.2874,0.0,0.1828,0.1296,0.918,0.2488,-0.8299,6.0,-0.419,0.2204,0.0,0.166,0.2362,69.65,0.2047,3.7232,6.0,0.453,0.0472,0.0,0.1812,4.3358
1761572700000,long,114800.0,309.3604874255542,-1.2345153658626287,False,H5,chop,21.773,0.0276,1.1122,5.0,-6.966,0.2125,0.0,-0.0602,-0.138,-7.886,1.4052,2.4216,2.0,0.452,0.1149,0.0,0.2448,1.2668,-4.066,1.0739,4.7816,5.0,-6.966,0.0687,1.0,0.0577,0.8175
1761677100000,long,114700.0,384.61321141265876,-1.4093440304390736,False,H5,chop,-1.217,1.1627,2.2135,1.0,2.448,0.3517,0.0,0.3566,0.1186,8.041,0.1568,0.8569,3.0,1.437,0.171,0.0,0.2546,0.3086,-6.642,1.3109,2.9131,6.0,-3.292,0.0727,0.0,-0.0763,-0.4613
1761748200000,long,112220.0,322.9825534564855,-1.499999999999995,False,H5,chop,-10.017,2.3711,1.7286,5.0,-10.111,0.2324,0.0,-0.0829,-0.122,-4.1,2.3851,-0.0707,7.0,-0.865,0.1212,0.0,0.2538,0.7785,-14.117,2.3751,0.0037,15.0,-10.111,0.0876,0.0,-0.0994,-1.5193
1761762600000,short,111380.0,578.9433850810076,-1.2983010964938468,False,H5,trend,-12.853,0.2327,1.319,1.0,-0.274,0.249,0.0,-0.4075,-0.2254,-11.044,0.1722,-0.5476,6.0,0.147,0.0282,0.0,-0.1205,-3.3949,-25.875,0.3486,0.1825,5.0,-2.147,0.0279,0.0,-0.0654,-3.1436
1761800400000,long,108460.0,589.0833662251185,2.2073737635128734,False,H5,chop,-40.82,135.2763,3.6656,19.0,-0.576,0.1156,1.0,-0.5348,-0.8555,-29.033,4.7603,1.4828,16.0,-0.683,0.1283,0.0,-0.0526,-0.1922,-29.033,4.7603,1.048,16.0,-0.683,0.0344,0.0,0.2173,3.7449
1761809400000,short,111260.0,520.6998210989618,4.511443084941503,False,H5,chop,-10.419,0.0525,0.418,3.0,-0.398,0.2563,0.0,-0.3109,-0.1979,3.654,1.373,1.3648,5.0,-0.823,0.1639,0.0,0.027,0.0242,-8.959,0.7745,2.6823,11.0,0.077,0.0644,0.0,0.0927,0.6987
1761939900000,short,109920.0,497.2698925952585,-1.2122458583844766,False,H5,chop,1.064,1.7056,0.2002,5.0,-0.178,0.3278,0.0,0.032,0.0079,0.43,1.0771,0.0312,2.0,0.61,0.1466,0.0,0.0085,0.0179,9.347,1.9967,0.8444,15.0,0.61,0.0731,0.0,0.2417,1.6486
1762140600000,long,108050.0,393.3515488411976,-1.3136880187226645,False,H5,chop,-1.8,1.3082,0.283,8.0,-3.572,0.1832,0.0,-0.3606,-0.5004,-0.291,1.4597,-1.0755,2.0,1.662,0.1134,0.0,0.1664,0.3361,-13.609,2.3229,0.5889,14.0,-0.453,0.0627,0.0,-0.2418,-3.349
1762185600000,long,105690.0,586.9723061517071,-1.3087425026952615,False,H5,trend,2.988,0.4197,-0.0586,5.0,-3.643,0.1524,0.0,0.0489,0.0368,-3.44,1.4533,-0.286,22.0,-3.778,0.0672,0.0,-0.2267,-1.7619,-3.44,1.4533,-0.5478,22.0,-3.778,0.0495,0.0,-0.0901,-1.5056
1762247700000,long,103780.0,490.3543653727585,1.105923169909638,False,H5,chop,-0.841,1.1624,1.1548,18.0,-3.067,0.194,0.0,-0.3061,-0.1896,1.801,0.5963,-0.463,9.0,-2.035,0.1192,0.0,-0.0248,-0.0416,-8.296,1.5242,0.7594,14.0,-14.109,0.0811,0.0,-0.0653,-0.3909
1762281000000,long,100600.0,648.5361494705107,-1.1412302375411545,False,H5,trend,31.62,0.1078,5.466,2.0,-0.037,0.2137,1.0,0.2531,0.1423,15.999,0.3756,1.3802,15.0,-2.07,0.0694,0.0,-0.0197,-0.1258,-7.421,1.0857,4.4151,15.0,-2.07,0.0455,0.0,-0.0583,-1.0923
1762317000000,long,101530.0,627.8221126936152,1.4472153124769274,False,H5,chop,-3.47,2.6779,-0.184,33.0,-0.317,0.2089,0.0,-0.7164,-0.5399,-4.607,2.1217,1.0829,4.0,-5.139,0.1119,0.0,0.2504,0.3081,-8.077,2.308,-0.0528,14.0,-5.139,0.0554,0.0,-0.1904,-0.9329
1762453800000,long,101290.0,596.6996727853602,0.3613991056589835,False,H5,chop,0.505,0.8915,-0.1497,2.0,2.112,0.2126,0.0,0.6165,0.5699,-0.054,10.0,-0.8665,3.0,6.439,0.1596,0.0,0.4235,0.9331,0.148,0.9842,0.0057,18.0,-4.313,0.0613,0.0,0.1578,1.4302
1762475400000,long,100860.0,462.52398047868417,0.811185924189829,False,H5,chop,-1.459,1.8731,-0.2478,4.0,11.417,0.1415,0.0,-0.205,-0.1289,0.937,0.0478,-0.6998,3.0,-0.452,0.1103,0.0,0.1683,0.2132,-0.522,1.1966,-0.8795,4.0,11.417,0.0531,0.0,-0.0195,-0.1197
1762520400000,long,99580.0,429.8758454556317,5.504596403833903,False,H5,trend,16.87,0.1997,0.571,5.0,-0.146,0.322,0.0,0.0743,0.1778,6.62,0.5177,0.3585,6.0,-2.971,0.1733,0.0,0.3328,1.7339,6.62,0.5177,-0.0504,6.0,-2.971,0.0873,0.0,0.1952,2.3115
1762797600000,short,105920.0,395.4424509313044,-1.4999999999999853,False,H5,chop,7.605,8.7444,1.4567,14.0,-0.973,0.235,0.0,0.3803,0.186,4.397,5.0192,-0.1458,4.0,1.206,0.1411,1.0,-0.0454,-0.0683,5.791,2.5754,-0.0426,5.0,1.206,0.0855,0.0,-0.0851,-0.3651
1762883100000,long,102950.0,398.0399988234962,-1.3144983914810107,False,H5,chop,10.663,0.7324,2.9043,5.0,5.82,0.1564,1.0,-0.0909,-0.2639,-2.993,1.5738,0.3613,2.0,0.023,0.1183,0.0,0.2315,0.5824,7.67,0.8298,3.2154,4.0,5.82,0.0549,1.0,-0.0851,-0.9064
1762894800000,long,102650.0,368.90302474308464,-1.4999999999999811,False,H5,chop,-18.129,20.3893,3.6779,6.0,-0.651,0.1922,1.0,-0.3351,-0.2356,131.988,0.2835,8.7286,5.0,-1.778,0.2917,1.0,0.0066,0.0209,126.871,0.3489,8.666,8.0,-4.632,0.1523,1.0,-0.0744,-0.5967
1762975800000,long,100980.0,460.17063462304884,0.6556017353093487,False,H5,chop,-5.521,1.5175,1.2199,7.0,-0.079,0.1734,0.0,-0.5329,-1.1515,-8.913,2.4293,1.7004,6.0,-0.477,0.1022,0.0,0.2561,0.6443,-14.434,1.8539,0.5311,7.0,-0.079,0.0641,0.0,-0.16,-1.8933
1762996500000,short,102400.0,391.34117238477404,1.0956861233424604,False,H5,chop,9.408,1.7119,1.9729,21.0,2.034,0.1496,0.0,0.4456,1.6022,14.387,4.3157,1.425,16.0,-5.064,0.0974,0.0,0.0659,0.2304,26.255,2.1633,2.6128,7.0,2.034,0.0706,0.0,0.1971,1.9991
1763005500000,short,102440.0,461.454765020461,1.503397606596292,False,H5,chop,4.358,2.2224,1.4263,12.0,-2.151,0.1626,0.0,0.3036,0.174,-0.028,0.65,-0.9748,7.0,-1.176,0.1472,0.0,-0.1343,-0.1946,2.375,1.3684,-0.2074,12.0,-2.151,0.0427,0.0,-0.0834,-1.1055
1763082900000,long,98870.0,583.5869253105285,0.51238118825744,False,H5,chop,1.086,0.7433,1.4637,5.0,-1.47,0.1828,0.0,0.0733,0.0223,-0.922,1.8003,-0.5099,9.0,-0.161,0.1009,0.0,0.1298,0.1681,-10.05,2.1612,1.1691,4.0,-1.196,0.054,0.0,0.0554,0.2698
1763091900000,long,98840.0,480.1345079567729,-1.448909173446822,False,H5,chop,-8.63,8.7261,0.8266,18.0,-2.256,0.2468,0.0,-0.4877,-0.3193,-0.655,1.9909,-0.8289,3.0,-1.956,0.1375,0.0,0.2866,0.2808,-9.285,6.2222,0.1399,23.0,-1.956,0.063,0.0,-0.1713,-0.7162
1763172000000,short,95620.0,525.2467144998509,-1.2317036963471062,False,H5,chop,-1.26,0.8676,0.2281,30.0,-1.765,0.1312,0.0,0.6338,1.3215,-0.004,0.6,-0.8319,4.0,-1.289,0.2458,0.0,-0.2155,-0.1434,6.534,4.0111,-0.2328,12.0,-1.507,0.0642,0.0,0.3418,1.9814
1763315100000,long,93900.0,403.45617544801564,0.9689344387033771,False,H5,chop,-14.829,2.4139,2.6034,23.0,-9.513,0.1222,0.0,-0.522,-1.2216,-1.512,3.3333,-1.1734,15.0,-0.407,0.0661,0.0,-0.0331,-0.1689,-16.341,2.4674,0.735,15.0,-0.407,0.051,0.0,-0.132,-1.4828
1763323200000,long,93960.0,480.7701211951559,1.0116808486439925,False,H5,chop,1.307,0.8036,2.8296,2.0,1.461,0.3903,1.0,-0.0416,-0.0063,-0.341,1.5396,-0.7749,6.0,-2.78,0.1179,0.0,0.195,0.1819,-0.341,1.5396,-0.9788,7.0,-2.78,0.0799,0.0,0.035,0.1363
1763340300000,long,94670.0,566.2885650263966,-1.2575613904123408,False,H5,trend,-1.558,2.7887,-0.2615,7.0,-0.075,0.2592,0.0,0.0506,0.0249,-7.971,10.058,-0.3376,4.0,-0.014,0.1219,0.0,0.3979,1.8103,-14.376,2.5279,0.7941,5.0,-7.665,0.0563,0.0,0.2279,2.5799
1763390700000,short,95100.0,546.4387896660721,3.32451754904353,False,H5,trend,-19.556,0.2,3.0145,3.0,-0.077,0.0962,0.0,-0.1995,-0.3649,2.86,2.4179,-0.3233,2.0,-82.77,0.1318,0.0,-0.0091,-0.0455,-15.971,0.4234,0.4805,11.0,-0.993,0.0601,0.0,0.1018,2.38
1763426700000,long,91300.0,482.8113556986842,-1.408068185489624,False,H5,chop,11.347,0.6615,2.7382,18.0,-19.58,0.1087,0.0,-0.5067,-1.6864,-8.652,8.204,0.2739,15.0,-3.04,0.055,0.0,-0.0715,-0.2803,2.695,0.9224,3.2644,16.0,-3.04,0.0406,0.0,-0.2623,-2.925
1763432100000,long,91120.0,508.14615515333446,-1.3334690846447126,False,H5,chop,0.677,0.8744,0.1083,16.0,-8.454,0.1749,0.0,-0.5444,-0.8354,-0.638,1.2772,-0.6252,5.0,-6.248,0.0976,0.0,-0.1282,-0.7564,2.495,0.8484,-0.3776,16.0,-1.999,0.047,0.0,-0.0834,-1.3752
1763571600000,short,89880.0,519.7844972776829,-1.3848786278425538,False,H5,trend,31.826,23.1321,3.7988,12.0,-7.992,0.1271,1.0,0.3212,0.4574,-0.407,0.759,-0.9114,11.0,-3.618,0.0723,0.0,0.016,0.071,-0.407,0.759,-1.0541,11.0,-3.618,0.0472,0.0,0.0003,0.0058
1763581500000,long,88680.0,497.41651197824626,1.4235028515871955,False,H5,chop,6.623,0.5638,1.0272,4.0,-0.187,0.1694,0.0,-0.1385,-0.1875,-1.763,1.2282,0.5356,12.0,-7.186,0.1257,0.0,0.1281,0.2987,-16.01,1.587,1.3082,15.0,-7.186,0.1129,0.0,-0.0251,-0.236
1763660700000,long,86700.0,727.8405342170291,-1.1078608393237679,False,H5,trend,0.951,0.9333,2.5149,5.0,-2.358,0.1564,1.0,0.0916,0.0615,-4.78,1.462,0.6391,3.0,-1.825,0.0979,0.0,0.1417,0.4343,-21.515,1.7133,0.8887,12.0,-19.292,0.0598,0.0,-0.0593,-1.3155
1763666100000,long,86300.0,706.5341398890404,-1.1517821528839407,False,H5,trend,11.174,0.2371,-0.0221,2.0,0.1,0.1458,0.0,0.4864,0.9419,-0.831,1.4124,-0.5046,8.0,-1.193,0.1648,0.0,0.1053,0.4443,6.367,0.6519,-0.3824,5.0,-1.974,0.0715,0.0,0.026,0.3528
1763696700000,short,86030.0,567.5698548705766,1.186719816978305,False,H5,chop,0.75,1.159,0.4265,11.0,-1.05,0.1701,0.0,0.3138,0.2287,0.042,1.0532,-0.8896,4.0,-2.537,0.1792,0.0,0.1042,0.1444,0.792,1.1438,-1.1383,5.0,-1.05,0.0611,0.0,0.1316,1.0643
1763735400000,long,83600.0,801.2371568028915,-1.209482305635865,False,H5,trend,1.249,0.8623,1.2365,4.0,-0.135,0.1839,0.0,-0.1463,-0.0694,-3.604,44.9512,-0.8224,5.0,0.823,0.0552,0.0,0.1222,1.1542,-45.475,3.9415,1.2459,12.0,-0.052,0.0316,0.0,0.0049,0.1027
1763948700000,long,86480.0,443.90690760771633,-1.225900670572461,False,H5,trend,-3.836,1.8509,1.0898,4.0,2.608,0.2202,0.0,-0.1765,-0.1394,-3.364,4.6486,-0.2916,6.0,-0.479,0.1257,0.0,0.0714,0.1662,-7.195,2.3212,-0.4354,4.0,2.608,0.0819,0.0,-0.0859,-0.7458
1763954100000,long,87230.0,470.2453554247027,-1.3171825624850588,False,H5,chop,2.328,0.5448,-0.2862,4.0,-3.77,0.2261,0.0,-0.2364,-0.1644,12.411,0.0025,0.5761,5.0,-4.379,0.1292,0.0,0.3135,0.609,8.509,0.5369,0.5745,3.0,-3.77,0.0619,0.0,0.0364,0.2031
1764099000000,long,86180.0,435.1516952985735,14.502076970940063,False,H5,chop,-10.354,3.9779,0.0129,9.0,-0.212,0.2663,0.0,-0.6211,-1.0232,-7.175,3.2684,-0.3229,6.0,-0.055,0.0951,0.0,0.331,1.3084,-17.529,3.6399,0.0889,19.0,-0.055,0.0451,0.0,-0.1023,-1.622
1764104400000,short,87350.0,402.57760717691207,1.0091965841031498,False,H5,chop,8.461,2.2983,1.2282,3.0,1.206,0.3645,0.0,-0.1559,-0.0998,-1.254,0.1982,-1.1588,3.0,0.198,0.1166,0.0,-0.2789,-0.484,-1.262,0.3746,-1.443,3.0,0.198,0.0715,0.0,-0.2591,-1.3044
1764171000000,short,87260.0,347.3339617475628,1.5415654366261593,False,H5,chop,5.909,4.9818,0.8803,10.0,-0.592,0.1584,1.0,0.2949,0.2992,1.841,1.7306,-0.1103,2.0,-5.545,0.0814,0.0,-0.2568,-0.5379,7.75,2.9356,-0.5862,4.0,-5.545,0.0676,0.0,-0.0568,-0.6065
1764211500000,short,91750.0,371.84249491248374,2.634287011807469,False,H5,chop,27.647,7.8739,2.2088,13.0,-3.984,0.1886,0.0,0.4603,0.7813,-5.712,0.7233,0.8284,4.0,-0.376,0.1247,0.0,0.056,0.3379,21.935,1.8894,1.8989,6.0,-0.376,0.0595,0.0,0.1661,2.6904
1764554400000,long,87100.0,446.6470293268668,-1.5000000000000222,False,H5,chop,-20.376,73.5125,3.7455,11.0,-1.31,0.1974,1.0,-0.0857,-0.0492,-0.531,1.7521,-1.1338,4.0,-2.525,0.1,0.0,0.1794,0.37,15.414,0.3458,0.1225,15.0,-7.1,0.0456,0.0,-0.1799,-2.4862
1764563400000,long,85680.0,405.43989981615624,2.415841892312404,False,H5,chop,-15.39,2.2405,0.8845,8.0,-0.435,0.332,0.0,-0.4324,-0.6587,-23.328,7.5198,0.7199,3.0,-4.707,0.1369,0.0,0.0858,0.2827,-38.718,3.4223,1.0208,6.0,-4.707,0.0767,0.0,-0.1205,-1.6325
1764646200000,long,86300.0,389.149466843947,23.909771664008343,False,H5,trend,-6.773,4.3781,-0.3474,11.0,-9.82,0.2227,0.0,-0.6654,-0.5607,0.953,0.7264,-0.6577,4.0,-3.568,0.0835,0.0,0.6464,3.8343,10.262,0.6171,1.1618,8.0,-3.568,0.067,0.0,0.2976,3.3788
1764673200000,short,87240.0,296.46111108127394,-1.1575809068282683,False,H5,chop,2.322,1.6071,0.6924,2.0,-0.645,0.2812,0.0,-0.0978,-0.0593,-1.879,0.5753,-0.3809,5.0,0.238,0.1478,0.0,-0.1486,-0.4574,1.1,1.2486,-0.7481,17.0,-1.909,0.0654,0.0,0.1784,1.7478
1764754200000,long,92870.0,303.3567019607783,-1.3702179507192973,False,H5,chop,1.643,0.5889,1.031,2.0,-0.04,0.3739,0.0,0.4667,0.1011,-5.511,3.2679,0.4148,2.0,-0.422,0.2316,0.0,-0.0562,-0.0549,10.312,0.6008,1.0615,2.0,0.833,0.0964,0.0,0.2714,2.1288
1764808200000,long,92780.0,400.41739023202996,1.8551545410841757,False,H5,chop,-8.462,2.2384,0.071,28.0,1.528,0.4151,0.0,-0.173,-0.5588,-1.171,1.3592,0.1118,3.0,-4.739,0.1817,0.0,0.0423,0.0605,-9.633,1.9544,0.1623,14.0,-4.739,0.1542,0.0,-0.1503,-1.5359
1764813600000,long,93130.0,420.50342346838875,-1.499999999999975,False,H5,trend,2.496,0.704,0.8141,2.0,-1.098,0.4771,0.0,-0.2078,-0.0665,-1.458,12.0455,-0.8208,5.0,-5.942,0.0869,0.0,0.2525,0.4643,-1.458,12.0455,-0.9274,5.0,-5.942,0.0613,0.0,0.092,0.5898
1765129500000,short,90830.0,434.498042031248,-1.127064699831528,False,H5,chop,-30.186,0.1347,2.8508,5.0,-1.934,0.1926,0.0,-0.3083,-0.436,-5.888,0.2437,-0.2208,5.0,0.799,0.1218,0.0,0.053,0.1213,-47.024,0.4023,4.0824,9.0,-0.392,0.0473,0.0,0.0998,1.8703
1765145700000,long,89340.0,442.21463936686496,2.219743215022322,False,H5,chop,5.618,0.5563,0.5487,2.0,0.093,0.1723,0.0,0.1263,0.325,9.102,0.3964,1.1619,2.0,1.048,0.1227,0.0,0.3891,0.9541,14.833,0.5481,0.5372,8.0,-2.466,0.0816,0.0,-0.0643,-1.2307
1765213200000,long,89900.0,460.6785948570096,0.6988537789046322,False,H5,chop,-11.741,2.8357,2.379,3.0,2.392,0.251,0.0,0.0645,0.0428,-1.462,1.2447,0.5276,3.0,1.225,0.1259,0.0,0.2742,0.5171,-9.436,1.4945,1.7138,5.0,-3.677,0.0755,0.0,0.0768,0.4893
1765231200000,short,91260.0,389.3239799443455,1.1394021388524014,False,H5,chop,2.138,4.007,-0.3912,7.0,3.753,0.4226,0.0,0.4612,0.2272,-1.383,0.3109,-0.3157,4.0,-1.248,0.2046,0.0,-0.4217,-0.4688,-1.383,0.3109,-0.7918,4.0,-1.248,0.0992,0.0,-0.1417,-0.5953
1765313100000,long,92940.0,439.19773548288,-1.255330199816493,False,H5,chop,-15.897,57.9785,2.599,6.0,-1.37,0.208,1.0,-0.24,-0.115,7.619,0.0434,-0.2889,7.0,0.492,0.1549,0.0,0.0059,0.0089,-1.018,1.0396,1.4076,17.0,-0.688,0.0618,0.0,-0.0482,-0.5667
1765422900000,long,89540.0,463.09187326074294,0.8439940951530324,False,H5,chop,5.94,0.4823,0.0378,6.0,-5.21,0.2469,0.0,-0.2197,-0.6064,2.252,0.7417,0.1883,2.0,-0.062,0.1297,0.0,0.2413,0.7037,8.235,0.5938,-0.1185,10.0,-5.21,0.0869,0.0,0.0021,0.0232
1765483200000,long,90790.0,481.7897223903858,1.4770906463911968,False,H5,chop,0.236,0.9596,0.2682,11.0,0.936,0.1808,0.0,-0.2941,-0.3448,-4.786,20.6148,-0.2841,7.0,0.208,0.1386,0.0,0.1975,0.4431,-4.786,20.6148,-1.0056,7.0,0.208,0.0531,0.0,0.1119,1.0
1765723500000,long,88890.0,259.8269831739955,-1.499999999999976,False,H5,chop,-4.948,5.2111,-0.1443,5.0,-2.526,0.5754,0.0,-0.1472,-0.1908,-4.976,16.55,-0.6995,6.0,-3.899,0.1533,0.0,0.2247,0.5221,-9.924,7.6381,-0.194,12.0,-3.899,0.1456,0.0,-0.0875,-0.8046
1765767600000,long,89270.0,348.6278863173192,1.0698131799614277,False,H5,chop,-0.796,1.6551,-0.3093,1.0,-1.133,0.2868,0.0,-0.0836,-0.0213,-1.142,1.511,-0.319,1.0,-1.115,0.1832,0.0,0.1708,0.1442,-3.361,1.3212,0.5603,4.0,2.372,0.1616,0.0,-0.0137,-0.0434
1765812600000,long,86650.0,428.4549452910285,-1.4195076662833703,False,H5,chop,1.631,0.9435,3.2985,3.0,-1.942,0.1223,1.0,0.0822,0.2193,-7.914,1.4953,0.4972,7.0,-0.971,0.1156,0.0,0.0655,0.5214,-17.111,1.3815,1.0275,6.0,-0.971,0.0512,0.0,-0.0822,-3.6002
1765901700000,long,87700.0,471.625802314992,-1.27078325768329,False,H5,chop,2.538,0.4508,-0.0102,4.0,-0.403,0.1911,1.0,-0.1815,-0.1459,-8.275,1.7377,0.7614,9.0,-1.084,0.0714,0.0,-0.0669,-0.3292,-2.363,1.0484,2.3717,10.0,-3.973,0.0464,1.0,-0.0946,-1.2359
1765908000000,long,87070.0,442.99402632798336,1.3279334634968447,False,H5,chop,-9.745,7.2388,0.8463,3.0,-0.051,0.2681,0.0,-0.3028,-0.1765,-4.655,1.4183,1.4179,6.0,-0.627,0.1112,0.0,0.2243,0.6328,-4.655,1.4183,0.7672,6.0,-0.627,0.0512,0.0,0.1063,0.8144
1765949400000,long,86310.0,258.5293129751527,0.9377889242968297,False,H5,chop,12.381,0.3316,0.5378,2.0,-0.688,0.2862,0.0,0.1386,0.4298,-15.426,5.1016,0.2326,7.0,1.16,0.1481,0.0,-0.1619,-0.7319,-4.078,1.1407,0.8655,3.0,-0.688,0.0833,0.0,-0.0464,-0.8092
1765980000000,short,87650.0,293.2356702772817,-1.2359490161819537,False,H5,chop,9.056,3.2093,0.1926,8.0,2.377,0.198,0.0,0.4635,1.3144,16.681,2.3031,1.0958,3.0,0.49,0.1541,0.0,0.0753,0.354,20.847,2.0983,0.9505,19.0,-0.061,0.0273,0.0,0.0907,5.2337
1766070900000,long,87980.0,555.7248631176659,-1.4272776048998357,False,H5,trend,-5.155,3.0351,0.8975,14.0,-0.321,0.1038,0.0,-0.224,-0.2163,-0.725,1.4285,-0.8397,10.0,-8.157,0.0914,0.0,0.2336,0.8656,-5.88,2.3917,-0.7461,10.0,-8.157,0.0492,0.0,0.0551,0.9391
1766083500000,short,86460.0,642.4835151180016,3.5014733649689647,False,H5,chop,1.275,6.4255,-0.6383,1.0,-0.366,0.307,0.0,-0.3503,-0.1,2.655,11.8367,-0.3378,4.0,-0.114,0.2517,0.0,-0.0375,-0.1407,6.538,1.3676,0.5176,7.0,-1.123,0.1039,0.0,-0.0495,-0.4766
1766122200000,long,86700.0,411.2386781106512,8.173375624759492,False,H5,chop,104.285,0.2678,5.0608,11.0,104.285,0.5194,1.0,-0.191,-0.2568,-2.106,1.8134,-0.3266,3.0,-0.854,0.1842,0.0,0.113,0.165,102.179,0.2954,7.0055,5.0,-0.854,0.1186,1.0,-0.066,-0.4706
1766157300000,short,88770.0,477.1780738746302,4.601949932504016,False,H5,trend,-1.432,0.8393,0.4287,11.0,-0.006,0.1363,0.0,0.2783,0.8327,3.215,1.5122,-0.4565,3.0,-1.253,0.0442,0.0,-0.0339,-0.4733,1.783,1.1174,-0.2115,3.0,-1.253,0.0349,0.0,-0.0179,-0.4894
