bar_ts,side,lvl,atr,r,oos,kind,regime,delta_at_fill,delta_norm,fill_found,ticks_until_fill,fill_frac
1770849000000,long,67520.0,434.9889404377076,-1.1845163423847516,False,H5,chop,-3.356,-0.0077,True,467,0.031
1770914700000,short,66250.0,512.4678504548311,-1.1314077518674062,False,H5,trend,9.123,0.0178,True,409,0.003
1770998400000,long,68570.0,430.1297495342998,2.603785103893557,False,H5,chop,34.926,0.0812,True,5287,0.065
1771004700000,short,69180.0,396.3146909504005,-1.4371889135861629,False,H5,chop,11.233,0.0283,True,4199,0.138
1771182900000,long,68140.0,300.0111341259512,4.335201447192138,False,H5,trend,-16.857,-0.0562,True,7058,0.181
1771245900000,long,69390.0,275.87954631944666,-1.254773235895708,False,H5,trend,1.061,0.0038,True,1088,0.018
1771293600000,long,68580.0,278.4527412933942,-1.444888702410058,False,H5,trend,-17.201,-0.0618,True,2142,0.035
1771344900000,short,67730.0,380.109518447053,-1.156624149526956,False,H5,chop,15.83,0.0416,True,2885,0.052
1771443900000,long,66100.0,356.6140114855004,0.5436940208511148,False,H5,chop,126.736,0.3554,True,31335,0.7
1771511400000,long,65910.0,260.9810568034379,9.378572787147982,False,H5,trend,-22.415,-0.0859,True,8569,0.069
1771517700000,long,66120.0,362.45131503463347,2.109056964791443,False,H5,chop,1.208,0.0033,True,434,0.011
1771811100000,short,65090.0,347.29209938132357,-1.1309752731810905,False,H5,trend,3.546,0.0102,True,566,0.003
1771817400000,long,64720.0,325.87653094706593,0.9349812121792994,False,H5,chop,-15.586,-0.0478,True,11510,0.346
1771898400000,long,64110.0,361.6961332617813,-1.2664972017111205,False,H5,chop,-4.429,-0.0122,True,1956,0.057
1771981200000,long,64180.0,332.57749689862305,4.792238240759761,False,H5,trend,13.864,0.0417,True,2621,0.017
1772028000000,long,66200.0,257.67012344230307,1.6340080563947166,False,H5,chop,-32.07,-0.1245,True,2802,0.086
1772065800000,short,68300.0,447.5791898750953,-1.2228193093710928,False,H5,chop,133.182,0.2976,True,1290,0.03
1772092800000,long,67800.0,257.02114143870716,1.5822517207473554,False,H5,chop,12.426,0.0483,True,4770,0.225
1772213400000,long,65170.0,325.93519596029995,1.6409827821378773,False,H5,chop,4.419,0.0136,True,812,0.015
1772219700000,long,65240.0,304.7381683072893,0.7614998494046575,False,H5,chop,-2.954,-0.0097,True,240,0.012
1772273700000,long,63520.0,354.68842642231374,9.453489244955938,False,H5,chop,-2.114,-0.006,True,265,0.007
1772289000000,long,64750.0,358.2805735639306,-1.2126482003247554,False,H5,chop,-1.139,-0.0032,True,130,0.002
1772333100000,short,68060.0,481.8130240809367,8.495498953495602,True,H5,chop,3.758,0.0078,True,3156,0.068
1772397900000,long,65180.0,322.92416671599,0.7144630860648798,True,H5,chop,24.138,0.0747,True,7036,0.319
1772413200000,long,66460.0,433.8384488777341,-1.3424370210938428,True,H5,trend,-14.472,-0.0334,True,1862,0.024
1772420400000,long,66240.0,401.4715641688258,0.8382396124545154,True,H5,chop,-1.71,-0.0043,True,277,0.009
1772497800000,long,68760.0,327.31606422656415,0.6073453753917668,True,H5,chop,1.996,0.0061,True,789,0.025
1772578800000,long,68270.0,399.98469427449055,-1.2305420177992314,True,H5,trend,1.711,0.0043,True,479,0.013
1772595900000,long,67530.0,367.3798278200722,6.054191009535858,True,H5,chop,-1.247,-0.0034,True,233,0.009
1772602200000,long,67780.0,358.5678423309476,20.813217925266983,True,H5,trend,-2.977,-0.0083,True,390,0.011
