bar_ts,side,lvl,atr,r,oos,kind,regime,bar_high,bar_low,delta_at_level,absorption_ratio,large_order_z,stacked_imb,exhaustion,vol_concentration,level_near_poc,bar_imb_ratio,delta_norm_bar,top_q,combo
1774884600000,long,67490.0,302.52424416568385,-1.2587395873157508,True,H5,chop,67887.0,67425.1,0.079,0.8371,-0.6986,4.0,-0.726,0.1907,0.0,-0.0078,-0.0454,Q1(peor),False
1774921500000,short,67910.0,291.90400896784257,0.6871420101190716,True,H5,chop,68027.3,67789.3,-1.105,0.9399,1.2869,2.0,0.204,0.1719,0.0,0.0023,0.007,Q1(peor),False
1774949400000,long,66380.0,252.3735919136795,-1.2823985502060373,True,H5,chop,66497.6,66364.0,-0.989,1.606,-1.1467,1.0,-0.002,0.2658,0.0,0.1321,0.4487,Q1(peor),False
1775021400000,short,68570.0,252.3795582418066,-1.189005754878664,True,H5,chop,68627.4,68430.1,-0.513,0.9708,0.8919,2.0,1.935,0.2664,0.0,-0.335,-0.9602,Q1(peor),False
1775055600000,short,68570.0,292.9284397838984,-1.3387129377197955,True,H5,chop,68640.0,68422.1,-0.067,0.9898,-0.0243,4.0,-0.303,0.2675,0.0,-0.2099,-0.4306,Q1(peor),False
1775518200000,long,68480.0,251.95213145120096,1.8727998442367388,True,H5,chop,68820.0,68444.9,0.082,0.8941,-0.9095,2.0,2.315,0.1426,0.0,0.3858,1.2869,Q2,False
1775571300000,long,67850.0,274.5800904883532,8.082423202318878,True,H5,chop,68140.0,67721.2,-13.374,2.2828,0.5149,4.0,-0.899,0.2328,0.0,0.2615,1.6654,Q1(peor),False
1775603700000,long,71420.0,511.0690542962081,-1.1314906836893215,True,H5,trend,72765.6,71275.3,-4.493,1.3241,0.0248,7.0,0.052,0.0801,0.0,0.2043,3.7538,Q4(mejor),True
1775616300000,long,71270.0,361.20469072850824,5.902544461002724,True,H5,chop,71371.6,71253.6,-19.43,6.4426,0.4175,5.0,-11.982,0.2576,0.0,-0.0878,-0.1229,Q1(peor),False
1775660400000,long,70830.0,356.40669748105233,1.1916135923926647,True,H5,chop,71085.6,70788.6,-12.379,3.313,-0.2147,3.0,9.307,0.1307,0.0,0.2291,1.0446,Q2,False
1775743200000,long,70770.0,206.65760248396745,-1.239557888592376,True,H5,chop,70821.7,70601.9,-28.946,4.183,1.1679,18.0,-0.884,0.1503,0.0,-0.4661,-2.8577,Q2,False
1775753100000,long,71910.0,320.0785229882394,0.6251462155506586,True,H5,chop,72072.5,71695.5,5.766,0.214,-0.5202,6.0,-0.829,0.1478,0.0,0.177,0.6898,Q2,False
1775836800000,long,72380.0,298.99872640897564,4.722011926203043,True,H5,chop,72686.9,72352.2,1.544,0.6519,-0.6235,5.0,-0.821,0.179,0.0,0.2881,1.2963,Q1(peor),False
1775959200000,long,71600.0,297.16550715607264,-1.1321061234415142,True,H5,chop,71843.4,71294.2,11.2,0.4096,0.0826,7.0,-10.273,0.084,0.0,0.3009,2.8502,Q4(mejor),True
1776033000000,long,70630.0,232.39438858268423,0.8853894346057642,True,H5,chop,70905.4,70450.0,6.832,0.2174,-0.4272,8.0,-6.667,0.0963,0.0,-0.0098,-0.0556,Q4(mejor),True
1776087900000,long,70960.0,218.2668464215397,12.473140213832787,True,H5,trend,71675.1,70906.3,-10.859,3.9207,-0.3134,3.0,-4.596,0.1239,0.0,0.1407,3.0321,Q3,False
1776098700000,short,72290.0,290.07030668950273,-1.493255961797707,True,H5,chop,72400.0,72013.3,3.518,1.5861,-0.2533,3.0,-3.771,0.123,0.0,0.0033,0.0172,Q3,False
1776194100000,short,74230.0,359.39110240801085,0.8674341721645831,True,H5,chop,74314.1,73820.0,-8.852,0.0378,-0.4033,4.0,-1.319,0.17,0.0,0.0627,0.303,Q1(peor),False
1776239100000,long,73550.0,196.1175779212199,1.5237593473827862,True,H5,chop,73747.9,73455.5,3.141,0.3846,-0.895,4.0,-3.496,0.1324,0.0,0.1214,0.6541,Q2,False
1776259800000,short,74350.0,224.29771971384605,-1.5000000000000262,True,H5,trend,74380.0,73807.1,5.025,32.4062,-0.7788,4.0,0.067,0.1135,0.0,-0.1774,-1.7388,Q3,False
1776352500000,short,74280.0,320.0471948401122,-1.2653971827327362,True,H5,chop,74381.4,74123.1,0.553,1.0396,0.1195,1.0,-0.167,0.237,0.0,-0.3442,-1.4176,Q1(peor),False
1776422700000,long,75130.0,289.0280501244893,4.975519875611355,True,H5,chop,75269.6,75060.0,-0.66,1.2411,-0.4407,4.0,6.173,0.2263,0.0,0.103,0.1486,Q1(peor),False
1776440700000,long,77450.0,438.1553959738635,3.346214118469785,True,H5,chop,77848.1,77386.0,-1.425,1.5206,-0.488,5.0,-1.87,0.1251,0.0,-0.0259,-0.071,Q3,True
1776618900000,long,75210.0,256.8335533295183,-1.1842127849834456,True,H5,chop,75358.0,75127.3,3.062,0.4821,0.1875,3.0,-0.203,0.1748,0.0,0.0457,0.0658,Q1(peor),False
1776774600000,short,76340.0,281.91636255102304,-1.5000000000000229,True,H5,trend,76498.0,75622.7,-2.666,0.2182,-0.6207,4.0,-0.06,0.1043,0.0,-0.2093,-1.8761,Q3,False
1776792600000,long,75250.0,365.8320671930395,-1.1685919295967468,True,H5,trend,75877.8,75221.5,-15.882,19.619,0.1591,3.0,-0.06,0.0697,0.0,0.3697,2.0992,Q4(mejor),False
1776957300000,long,78050.0,273.87315044766444,-1.3109259702869538,True,H5,chop,78633.0,78031.6,-4.525,8.7883,-0.8638,2.0,1.275,0.0986,0.0,0.24,2.7541,Q4(mejor),False
1776968100000,short,77950.0,352.90239692602205,-1.2454081349300627,True,H5,chop,78017.3,77786.4,6.378,2.5014,-0.1871,4.0,-4.387,0.1789,0.0,0.0085,0.0199,Q1(peor),False
1777239900000,long,77920.0,229.8552923300631,4.7872932125232674,True,H5,trend,78942.3,77777.2,4.808,0.4874,-0.2473,17.0,-0.153,0.0561,0.0,0.0589,1.0851,Q4(mejor),True
1777478400000,long,75860.0,268.2631843843837,-1.2144021604781203,True,H5,chop,76091.2,75798.5,-1.393,1.5478,-0.8958,2.0,-2.61,0.1574,0.0,0.3361,1.7727,Q2,False
1777487400000,long,75100.0,343.14660057937516,7.532362344555667,True,H5,chop,75327.6,74906.5,9.056,0.3347,-0.0382,6.0,-1.465,0.194,0.0,-0.0719,-0.3429,Q1(peor),False
1777510800000,short,76230.0,217.17985674630597,-1.3773887819108719,True,H5,chop,76345.5,76140.7,-8.397,0.3,0.1905,11.0,-5.693,0.2027,0.0,0.1209,0.3169,Q1(peor),False
1777555800000,long,76120.0,202.4928730203178,17.862235067438522,True,H5,trend,76636.0,76062.4,2.698,0.0919,-0.6885,4.0,-0.071,0.1394,0.0,0.3164,2.7429,Q2,False
1777639500000,short,77920.0,176.76198978286536,-1.2197897275811151,True,H5,chop,78012.7,77854.0,0.876,1.1614,-0.5871,0.0,0.08,0.2361,0.0,-0.1879,-0.8463,Q1(peor),False
1777844700000,long,78630.0,157.6199696048549,4.595769214464097,True,H5,chop,78826.3,78610.0,-4.175,1.6438,1.1815,2.0,-5.432,0.1449,0.0,0.1332,0.3915,Q2,False
1777860900000,short,79910.0,325.30884094423317,-1.2030734473858273,True,H5,chop,79949.8,79581.8,-1.475,0.9413,2.4551,7.0,-6.328,0.1225,0.0,-0.2271,-0.9223,Q3,True
1777866300000,long,79960.0,354.9965904604471,2.6981847653221656,True,H5,chop,80297.0,79929.9,-0.329,2.0249,-0.9697,2.0,6.14,0.1426,0.0,0.1149,0.1552,Q2,False
1777952700000,short,80890.0,230.4960477077168,-1.2619223261668455,True,H5,chop,80917.8,80774.0,-0.325,0.5746,-0.5883,4.0,-0.596,0.4802,0.0,-0.0996,-0.2786,Q1(peor),False
1777990500000,long,81050.0,256.70108303904715,1.96606004523963,True,H5,chop,81437.2,80895.8,5.248,0.6371,0.4703,3.0,-7.643,0.1028,0.0,0.0525,0.3856,Q3,False
1778067000000,short,82650.0,243.4358522966672,4.61476171984882,True,H5,chop,82739.4,82459.3,15.999,1.8317,1.0526,2.0,-6.455,0.3232,0.0,-0.2472,-1.2276,Q1(peor),False
1778076900000,long,81380.0,299.4778078855113,0.4256368885601689,True,H5,chop,81737.5,81269.7,19.233,0.3015,1.0746,2.0,0.087,0.1377,0.0,0.32,1.8371,Q2,False
1778167800000,long,79800.0,266.06658307681886,-1.2585127294028875,True,H5,chop,80018.4,79755.3,-0.442,1.1297,-0.7833,1.0,1.7,0.1465,0.0,0.2774,1.0653,Q2,False
1778254200000,long,79650.0,278.12638239853925,4.0861013189208,True,H5,chop,80009.4,79581.0,-2.452,3.3691,-0.4817,2.0,3.668,0.1559,0.0,0.1482,0.3915,Q2,False
1778470200000,long,80560.0,294.3974514279082,2.125801493391628,True,H5,chop,80698.0,80482.1,14.01,0.3786,1.384,2.0,0.041,0.1747,0.0,0.2615,0.6324,Q1(peor),False
1778594400000,long,80410.0,203.5814163825174,-1.4999999999999782,True,H5,chop,80688.0,80350.1,0.316,0.9104,-0.7617,4.0,0.528,0.1565,0.0,-0.0817,-0.4388,Q2,False
1778779800000,long,81410.0,331.39642061789897,-1.216631874586002,True,H5,chop,81676.0,81377.1,-1.71,1.7261,-0.7399,1.0,0.148,0.1286,0.0,0.1207,0.2935,Q3,False
1778853600000,long,78710.0,306.45413821169143,-1.3605841151814873,True,H5,trend,79300.0,78610.0,-0.225,1.05,-0.5858,2.0,-0.672,0.1447,0.0,0.1796,2.5123,Q2,False
1779061500000,long,77200.0,262.490893829506,-1.0974546128501246,True,H5,chop,77500.0,77077.0,16.179,0.5845,2.476,1.0,-0.059,0.1066,0.0,0.1808,1.3384,Q3,False
1779068700000,long,76790.0,279.885746274823,-1.4270177694048798,True,H5,chop,77130.0,76705.1,-0.201,1.3009,-0.934,7.0,-1.518,0.1157,0.0,0.3213,0.9204,Q3,True
1779121800000,long,76210.0,300.4592063835919,1.4099571359838754,True,H5,chop,76508.7,76194.1,-0.293,1.1167,-0.392,2.0,-0.761,0.2385,0.0,0.187,0.3749,Q1(peor),False
1779159600000,long,76580.0,217.20865100337375,1.3190258553147824,True,H5,chop,76756.2,76543.3,3.607,0.3322,-0.2928,4.0,-14.464,0.1764,0.0,0.2808,0.4984,Q1(peor),False
1779326100000,short,78100.0,180.20960729272238,1.5001493811353837,True,H5,chop,78142.8,77783.9,-3.329,0.3361,-0.1838,2.0,4.63,0.1953,0.0,-0.0914,-0.3078,Q1(peor),False
1779361200000,long,77150.0,181.47386011174905,-1.499999999999975,True,H5,chop,77319.8,77073.4,-12.333,22.4487,-0.5267,8.0,-6.45,0.1672,0.0,0.0947,0.5422,Q2,False
1779572700000,long,76640.0,287.3374336796005,-1.2713440842588049,True,H5,chop,76798.8,76535.0,-0.524,1.1936,-0.3427,3.0,3.141,0.3655,0.0,-0.2401,-0.6004,Q1(peor),False
1779633000000,long,76370.0,180.80146530371377,-1.2112778406619369,True,H5,chop,76504.0,76342.7,-6.037,3.2764,-0.851,6.0,-8.636,0.2122,0.0,0.3508,1.6229,Q1(peor),False
1779805800000,short,77940.0,330.1074912790045,14.861857023472451,True,H5,trend,77964.6,76715.9,-3.242,0.6635,-0.2047,1.0,0.346,0.0695,0.0,-0.2063,-3.1939,Q4(mejor),False
1779920100000,long,74350.0,248.35498533867445,-1.3798826639806872,True,H5,chop,74619.9,74236.1,-3.925,82.7708,-0.7533,4.0,-0.196,0.1363,0.0,0.1871,0.8473,Q2,False
1779941700000,long,73020.0,303.3423036683214,0.5325527765587093,True,H5,chop,73090.9,72788.0,3.298,0.6052,-0.4028,3.0,-1.047,0.1732,0.0,-0.1076,-0.4539,Q1(peor),False
1779979500000,long,72780.0,287.59676113811304,-1.500000000000008,True,H5,chop,73019.9,72659.3,9.917,0.1512,-0.1546,5.0,-4.752,0.1111,0.0,0.0161,0.0604,Q3,True
1780070400000,long,73770.0,297.0863108388743,-1.3321545053527524,True,H5,chop,73999.0,73750.0,-11.231,2.1825,-0.035,6.0,-0.815,0.182,0.0,0.3276,1.7432,Q1(peor),False
1780271100000,long,73550.0,158.53052897054405,1.2211864526393446,True,H5,chop,73687.9,73529.9,-5.639,3.0146,0.2543,2.0,8.707,0.3624,0.0,0.1188,0.2149,Q1(peor),False
1780279200000,long,73230.0,205.2051895247913,1.4050958168327685,True,H5,chop,73534.5,73176.0,-3.094,1.2412,1.9275,4.0,-0.764,0.1845,0.0,0.0191,0.0648,Q1(peor),False
1780330500000,long,70830.0,316.12850761132023,0.7648808072259243,True,H5,chop,71085.9,70794.4,3.969,0.4804,-0.5077,2.0,-3.463,0.2613,0.0,0.0986,0.5341,Q1(peor),False
1780366500000,long,70280.0,304.0436541070993,-1.180445158188752,True,H5,trend,70826.4,70132.2,9.194,0.1715,-0.3157,5.0,-0.346,0.1151,0.0,0.0531,0.4744,Q3,True
1780394400000,long,69370.0,279.8142082499925,-1.5000000000000338,True,H5,chop,69741.6,69309.6,-8.047,9.0149,-0.3332,2.0,-3.447,0.1238,0.0,0.2007,0.8588,Q3,False
1780450200000,short,66990.0,396.6000096256331,-0.3790535358827331,True,H5,trend,67019.7,66424.9,0.398,1.1337,-0.2911,1.0,-0.028,0.0988,0.0,-0.4229,-1.1257,Q4(mejor),False
1780466400000,short,67320.0,398.6819719261903,-1.3162137164932246,True,H5,chop,67348.5,67081.5,4.915,8.3799,-0.2917,3.0,0.198,0.5147,0.0,-0.332,-1.0586,Q1(peor),False
1780537500000,short,62790.0,483.52142415229775,-1.1002223212672118,True,H5,trend,62844.9,62057.7,6.917,5.3751,-0.5699,3.0,0.172,0.1135,0.0,-0.2777,-2.4412,Q3,False
1780563600000,short,63600.0,421.47921105273537,0.6007056557859651,True,H5,chop,63619.4,63167.0,0.347,14.88,-1.081,3.0,0.183,0.1197,0.0,-0.2731,-0.5928,Q3,False
1780622100000,long,63280.0,336.3251522064513,-1.1327621936764087,True,H5,chop,63388.0,63100.0,-7.661,3.8747,1.3771,3.0,-4.588,0.1512,0.0,0.0821,0.0901,Q2,False
1780648200000,short,62800.0,500.61715173512727,0.7178716287297102,True,H5,chop,62911.5,62484.2,9.049,42.5092,-0.1995,4.0,-3.172,0.1663,0.0,-0.0731,-0.1514,Q2,False
1780729200000,long,60740.0,428.2552862746564,0.9455383023718594,True,H5,chop,61118.3,60706.3,-10.107,4.472,-0.0739,9.0,-1.576,0.1642,0.0,0.2891,0.9812,Q2,False
1780877700000,long,63190.0,417.7976260862986,-1.257219281704711,True,H5,trend,63508.5,63123.0,0.477,0.6713,-0.8826,2.0,0.245,0.1276,0.0,0.097,0.1707,Q3,False
1780926300000,long,63440.0,363.6176429687804,0.8045685506258655,True,H5,chop,63859.2,63380.5,-0.611,2.7019,-0.8962,5.0,-0.024,0.1439,0.0,0.0106,0.0359,Q2,False
1781133300000,long,61170.0,272.6122298451877,13.58593264672264,True,H5,chop,61544.4,61127.4,-0.339,1.2174,-0.6163,6.0,-0.616,0.1717,0.0,0.4015,1.3283,Q1(peor),False
1781275500000,long,63480.0,245.1577935613611,-1.4318602589294167,True,H5,trend,63988.8,63432.2,2.194,0.4926,-0.4713,4.0,0.962,0.1741,0.0,0.3208,2.941,Q1(peor),False
1781544600000,long,66790.0,218.5954669735262,-1.4606254897184303,True,H5,chop,66908.5,66645.0,-4.705,4.5086,-0.4393,3.0,-1.259,0.1905,0.0,-0.1319,-0.3758,Q1(peor),False
1750638600000,long,100550.0,480.09610512646015,0.15345219086400702,False,H21,trend,101199.9,100433.4,-5.899,23.4297,-0.4108,3.0,0.936,0.0964,0.0,0.3998,1.4731,Q4(mejor),False
1752800400000,long,119780.0,475.447679186993,-1.3149137256407069,False,H21,trend,120542.4,119676.7,-0.498,1.1888,-0.476,5.0,0.046,0.0754,0.0,0.3731,1.4515,Q4(mejor),True
1756141200000,long,112180.0,420.7743678827919,-1.3332546150697562,False,H21,chop,112593.1,112132.8,-11.866,10.6786,0.0121,12.0,-0.016,0.1438,0.0,-0.1315,-0.4113,Q2,False
1758703500000,long,112510.0,212.2594721305442,1.8004725505881192,False,H21,chop,112603.0,112430.8,0.885,0.7701,-0.4032,1.0,2.103,0.2155,0.0,0.3636,0.5939,Q1(peor),False
1758893400000,long,109050.0,335.3866555224246,1.0549825925011267,False,H21,chop,109600.0,108943.5,-0.158,1.6245,-0.8159,3.0,0.664,0.1334,0.0,0.1156,0.4547,Q2,False
1759338900000,long,117240.0,332.0008874419518,-1.4414144827417812,False,H21,chop,117510.0,117211.4,-2.376,1.4698,0.5985,1.0,0.643,0.1236,0.0,0.0854,0.1405,Q3,False
1760238000000,long,110040.0,543.2875530814413,16.26753631639926,False,H21,trend,111352.3,109937.9,-3.079,2.377,-0.2252,5.0,2.654,0.1179,0.0,0.2925,1.7495,Q3,True
1760454900000,long,111130.0,566.9836284802058,0.8631414713774753,False,H21,chop,111484.2,111000.2,4.81,0.2944,-0.3517,8.0,-3.631,0.135,0.0,0.2336,0.5222,Q2,False
1762308900000,long,101020.0,757.3854340182999,2.465419080075559,False,H21,chop,101468.8,100856.7,2.613,0.1943,-0.6853,5.0,0.312,0.0746,0.0,-0.0725,-0.0946,Q4(mejor),True
1762317000000,long,101530.0,627.8221126936152,0.6798442446838285,False,H21,chop,102091.5,101474.2,-4.607,2.1217,1.0829,4.0,-5.139,0.1119,0.0,0.2504,0.3081,Q3,False
1762455600000,long,101630.0,591.3849219424798,-1.2148135593020049,False,H21,chop,101918.5,101509.4,-4.521,1.7569,0.8526,6.0,-1.526,0.1079,0.0,0.0709,0.1011,Q3,True
1763490600000,long,93180.0,520.4517030385283,-1.223795982067092,False,H21,chop,93400.3,93105.0,0.665,0.8919,0.6442,5.0,-0.741,0.1227,0.0,0.054,0.0524,Q3,True
1763752500000,long,84460.0,806.7630101771053,-1.130862469731752,False,H21,chop,84997.4,84432.6,-0.499,1.1792,0.0505,6.0,-0.445,0.1195,0.0,0.0988,0.0802,Q3,True
1763759700000,long,84460.0,698.7254180861745,-1.1510965498996328,False,H21,trend,84951.1,84385.2,-6.386,11.2669,-0.211,6.0,2.568,0.1039,0.0,0.4239,0.6506,Q3,True
1764109800000,long,87050.0,407.9758140368792,0.8415378351381846,False,H21,chop,87562.1,86996.7,0.255,0.6352,-1.048,1.0,0.114,0.092,0.0,0.5407,1.7168,Q4(mejor),False
1764789300000,long,92540.0,476.12496804429446,3.4164874963009644,False,H21,chop,92749.9,92493.7,1.326,0.6911,0.3719,2.0,3.941,0.17,0.0,0.164,0.1001,Q1(peor),False
1764819900000,long,93430.0,366.4994729391066,-1.3186566656247416,False,H21,chop,93586.6,93381.6,0.089,0.586,-1.3675,1.0,-3.238,0.1773,0.0,0.13,0.0976,Q1(peor),False
1764947700000,long,90960.0,418.6602003473916,-1.2715806276919928,False,H21,chop,91180.5,90782.3,-1.885,1.5603,-0.6326,6.0,-0.446,0.1098,0.0,0.0372,0.1183,Q3,True
1764962100000,long,89030.0,511.38281577647496,0.5827589576199754,False,H21,chop,89490.0,88977.7,-2.191,4.4181,-0.7667,5.0,-11.381,0.1056,0.0,0.2195,0.4453,Q3,True
1765873800000,long,86160.0,268.788345150186,1.3727033679994398,False,H21,chop,86244.5,86033.7,0.437,0.643,-0.5386,2.0,0.348,0.2676,0.0,0.0864,0.0707,Q1(peor),False
1766094300000,long,85250.0,603.2800068677246,4.1673054878555,False,H21,chop,85674.0,85221.2,-8.116,5.4157,0.3756,2.0,-0.572,0.1405,0.0,0.2221,0.2935,Q2,False
1767016800000,long,87300.0,263.3607466120683,2.0997972316704177,False,H21,chop,87384.0,87200.0,-2.789,1.5551,-0.056,2.0,-0.872,0.1963,0.0,-0.0989,-0.1897,Q1(peor),False
1768229100000,long,90620.0,287.8016011518498,6.5800653149741475,False,H21,chop,91085.0,90521.7,0.011,0.9967,-0.5476,5.0,0.609,0.0924,0.0,0.036,0.1738,Q4(mejor),True
1768869900000,long,92670.0,227.62855028991268,-1.4999999999999831,False,H21,chop,92717.4,92574.0,1.692,0.6232,-0.1849,4.0,0.09,0.2854,1.0,0.012,0.0131,Q1(peor),False
1769438700000,long,87810.0,270.9786104653319,1.2097126390790465,False,H21,chop,88259.8,87770.1,0.485,0.9008,-0.626,4.0,1.559,0.097,0.0,-0.1211,-0.7284,Q4(mejor),False
1769783400000,long,82760.0,372.41364033349527,-1.2777825213581355,False,H21,trend,83617.7,82734.6,-2.591,18.3893,-0.7908,9.0,-1.196,0.1079,0.0,0.279,2.6128,Q3,True
1769798700000,long,83050.0,619.5785639314115,-1.1675534081445298,False,H21,trend,84145.0,83000.0,-7.077,5.6134,-0.3995,5.0,-4.709,0.083,0.0,0.0471,0.3248,Q4(mejor),True
1769895000000,long,77760.0,739.4200169589578,-1.1314543801502146,False,H21,trend,78293.1,77683.0,1.75,0.6964,-0.3258,7.0,0.354,0.1065,0.0,0.062,0.1486,Q3,True
1770237000000,long,73500.0,675.1705652294173,-1.136076725988168,False,H21,chop,73683.2,73388.4,-2.667,1.7766,0.5412,4.0,-2.392,0.1319,0.0,0.0145,0.0091,Q2,False
1770480000000,long,69000.0,548.5345213837027,-1.1572371412147975,False,H21,trend,69950.0,68949.0,-1.295,1.358,-0.9025,2.0,1.701,0.0614,0.0,0.0215,0.416,Q4(mejor),False
1770653700000,long,69150.0,522.9789980408141,0.49924327932499835,False,H21,chop,69606.3,69113.0,-1.583,8.798,-0.7094,3.0,-0.147,0.1196,0.0,0.1744,0.2044,Q3,False
1772578800000,long,68270.0,399.98469427449055,-1.2133519137645745,True,H21,trend,68849.2,68203.9,-0.185,1.0721,-0.5416,2.0,0.386,0.1027,0.0,0.2816,0.9352,Q3,False
1772635500000,long,71290.0,452.98934888771373,3.2395298114697013,True,H21,chop,71760.0,71243.2,-0.934,1.4375,-0.752,4.0,-2.021,0.1704,0.0,0.0007,0.0048,Q1(peor),False
1773033300000,long,67120.0,353.6535159325815,0.734739855895768,True,H21,chop,67387.3,67096.2,5.936,0.5065,0.6689,2.0,-0.026,0.1905,0.0,0.1763,0.3156,Q1(peor),False
1773044100000,long,67380.0,328.7009602014565,17.143064210135098,True,H21,trend,67800.0,67330.1,10.232,0.2584,0.5828,6.0,-6.257,0.1197,0.0,0.1321,0.4481,Q3,True
1773242100000,long,70080.0,458.32119978022695,-1.1911323326130334,True,H21,chop,70436.0,69994.1,16.867,0.1556,0.6322,3.0,-0.012,0.1039,0.0,0.2708,0.8118,Q3,False
1773714600000,long,75120.0,413.05966368610234,-1.227327934085956,True,H21,chop,75442.1,75080.3,-0.332,3.1987,-1.0806,3.0,-1.584,0.1549,0.0,0.3155,0.4861,Q2,False
1773762300000,long,73800.0,356.9197284355701,0.7360852102092659,True,H21,chop,74024.1,73677.4,-4.488,2.8053,-0.2352,5.0,2.596,0.1398,0.0,0.1617,0.3718,Q2,False
1775108700000,long,66540.0,259.0339226819167,-1.3210969402727017,True,H21,chop,66605.7,66423.3,1.087,0.4206,-1.1425,1.0,-3.077,0.2421,0.0,0.187,0.4666,Q1(peor),False
1776823200000,long,76210.0,270.40221702666327,12.787947615636387,True,H21,trend,76848.8,76176.1,-3.881,4.1969,-0.5253,5.0,-0.419,0.108,0.0,0.2752,1.8401,Q3,True
1777555800000,long,76090.0,202.4928730203178,17.033788803951563,True,H21,trend,76636.0,76062.4,-8.492,2.282,0.3826,4.0,-0.071,0.1394,0.0,0.3164,2.7429,Q2,False
1777897800000,long,78910.0,273.31252057703324,-1.360896382616307,True,H21,chop,78953.5,78800.3,12.12,0.1526,1.0785,4.0,0.157,0.2441,0.0,0.156,0.1655,Q1(peor),False
1777990500000,long,81050.0,256.70108303904715,1.55189417960524,True,H21,chop,81437.2,80895.8,5.248,0.6371,0.4703,3.0,-7.643,0.1028,0.0,0.0525,0.3856,Q3,False
1779799500000,long,77060.0,177.57380292141758,-1.500000000000015,True,H21,chop,77113.3,77018.6,9.164,0.6673,0.1234,1.0,2.499,0.3208,0.0,0.4761,2.2513,Q1(peor),False
1780470000000,long,66940.0,376.19979175822345,-1.2224217073830235,True,H21,chop,67133.2,66826.0,8.067,0.2714,0.2532,2.0,-0.552,0.1556,0.0,-0.014,-0.0278,Q2,False
1780599600000,long,63650.0,439.5203268311026,0.6816190250554373,True,H21,chop,63855.7,63583.1,-19.513,7.4655,1.3259,5.0,1.078,0.1301,0.0,-0.1206,-0.2123,Q2,False
1780926300000,long,63440.0,363.6176429687804,0.7397880856487877,True,H21,chop,63859.2,63380.5,-0.611,2.7019,-0.8962,5.0,-0.024,0.1439,0.0,0.0106,0.0359,Q2,False
1781275500000,long,63460.0,245.1577935613611,-0.7915050177420899,True,H21,trend,63988.8,63432.2,-4.242,2.3113,-0.322,4.0,0.962,0.1741,0.0,0.3208,2.941,Q1(peor),False
1750626900000,short,99360.0,497.4838788544483,-1.2496563311478437,False,H21s,chop,99476.6,99073.6,20.361,14.3954,1.0002,3.0,-0.045,0.1876,0.0,-0.234,-0.4129,Q1(peor),False
1752606900000,short,117090.0,526.6746523052025,-1.2778992673358887,False,H21s,chop,117166.7,116784.1,1.87,3.1744,-0.6515,6.0,1.276,0.1272,0.0,-0.1575,-0.1769,Q3,True
1752848100000,short,119060.0,401.4655710462665,2.25317252153775,False,H21s,trend,119088.5,117750.0,-10.731,0.0272,-0.3688,9.0,0.972,0.093,0.0,-0.2211,-3.1093,Q4(mejor),True
1753672500000,short,119370.0,255.73718763790382,-1.5000000000000195,False,H21s,chop,119481.5,119264.5,0.78,1.2315,0.8809,2.0,0.822,0.2032,0.0,-0.2238,-0.1631,Q1(peor),False
1758581100000,short,112600.0,231.73687069430775,-1.5000000000000173,False,H21s,chop,112624.0,112532.4,-8.026,0.1261,0.4617,1.0,-0.282,0.3946,0.0,-0.2721,-0.1732,Q1(peor),False
1759278600000,short,114010.0,247.48531871898382,-1.5000000000000018,False,H21s,chop,114193.8,113929.2,-1.465,0.4232,-0.2708,7.0,6.223,0.2183,0.0,-0.1524,-0.1653,Q1(peor),False
1759521600000,short,122600.0,542.8418466212429,0.7563743827456895,False,H21s,chop,122644.0,121966.3,25.612,2846.7775,2.3816,11.0,-1.093,0.0731,0.0,-0.3663,-0.769,Q4(mejor),True
1760032800000,short,120950.0,536.5315541239703,-1.2817867818545274,False,H21s,chop,121050.0,120628.8,1.296,1.5014,-0.5602,3.0,0.579,0.1475,0.0,-0.1422,-0.3175,Q2,False
1760137200000,short,113630.0,1941.1070535737485,1.8626078573788662,False,H21s,chop,113698.7,112550.1,1.547,11.1111,-0.9778,3.0,1.72,0.0552,0.0,-0.138,-0.1898,Q4(mejor),False
1760359500000,short,114740.0,401.7485469371083,-1.3570019134940423,False,H21s,chop,114770.9,114250.4,18.949,18949000000.0,0.0173,17.0,-15.339,0.2626,0.0,0.5142,2.4724,Q1(peor),False
1760564700000,short,111120.0,505.7194307887978,0.9531174217454712,False,H21s,chop,111150.0,110635.4,0.656,33.8,-0.7879,2.0,1.352,0.1424,0.0,-0.238,-0.2679,Q2,False
1760712300000,short,105550.0,714.2339454909268,-1.1847258882512421,False,H21s,chop,105732.3,105024.7,-7.941,0.7207,2.5648,5.0,-0.592,0.0822,0.0,0.0788,0.25,Q4(mejor),True
1761804000000,short,110230.0,575.2194612337455,-1.2395390095190284,False,H21s,chop,110262.9,110025.0,-5.216,0.2027,-0.654,3.0,-0.004,0.164,0.0,0.0415,0.0535,Q2,False
1762284600000,short,101320.0,673.5743977776774,2.547162331279134,False,H21s,chop,101400.0,100600.0,-0.476,0.1019,-0.8356,2.0,0.516,0.0919,0.0,-0.4288,-0.6912,Q4(mejor),False
1762302600000,short,101020.0,662.7961782097531,-1.1905186000635593,False,H21s,trend,101040.6,100334.0,1.058,2.15,-1.0736,6.0,-0.006,0.0757,0.0,-0.1578,-0.3658,Q4(mejor),True
