bar_ts,side,lvl,atr,r,oos,kind,regime,n_m15,last_m15_h,n_h1,last_h1_h,n_h4,last_h4_h,bounce_h1,bounce_h4,zona
1755741600000,short,114690.0,296.59582886457207,8.601005609323483,False,H5,chop,13,0.25,18,2.0,13,1.5,7,4,agotada
1755814500000,long,112570.0,305.3181051644095,-1.4433529907065898,False,H5,chop,31,0.25,15,1.25,6,1.5625,9,5,agotada
1755895500000,long,116970.0,356.44578922710497,-1.392672358813996,False,H5,chop,96,0.25,47,1.75,19,1.1875,1,1,agotada
1756082700000,long,112240.0,471.0312095531179,2.261008953555684,False,H5,chop,8,0.25,3,3.75,6,1.1875,3,5,agotada
1756125900000,long,111590.0,330.2459230978303,-1.2340646420266719,False,H5,chop,26,0.25,8,1.75,5,1.1875,3,3,agotada
1756212300000,short,110520.0,364.70937572943154,0.6137521416690448,False,H5,chop,58,0.25,43,1.75,18,1.1875,12,3,agotada
1756694700000,long,107500.0,293.83871218230047,-1.5,False,H5,chop,4,0.25,2,2.75,2,12.6875,2,2,fresca
1756723500000,long,108300.0,346.5562104559289,1.8727995024680943,False,H5,chop,58,0.25,32,3.75,16,1.6875,18,12,agotada
1756771200000,short,109200.0,345.6065188878092,-1.264362715178444,False,H5,chop,45,0.25,28,3.0,11,2.0,20,10,agotada
1756782900000,short,110360.0,365.18273766851064,-1.5000000000000193,False,H5,chop,2,0.25,1,1.25,0,0.0,0,0,virgen
1756922400000,short,112280.0,337.3742470946922,3.723219789488528,False,H5,chop,13,0.25,3,2.0,1,1.5,2,0,fresca
1757524500000,short,113960.0,304.5834208335437,-1.4999999999999931,False,H5,trend,17,0.25,4,1.25,1,1.3125,1,0,fresca
1758043800000,short,116770.0,306.9233695840715,-1.5000000000000033,False,H5,chop,2,0.25,2,35.5,1,9.375,2,1,fresca
1758522600000,long,112750.0,403.31419399423334,-1.2306489779541347,False,H5,chop,2,0.25,0,0.0,0,0.0,0,0,virgen
1758551400000,short,113350.0,318.67139683907266,6.876988678135795,False,H5,chop,67,0.25,41,1.5,18,2.625,2,2,agotada
1758617100000,long,113000.0,209.2371616367225,-1.5,False,H5,chop,96,0.25,26,1.75,7,1.1875,1,1,agotada
1758650400000,long,111870.0,295.6341424077629,-1.5000000000000209,False,H5,chop,20,0.25,10,14.0,6,3.5,10,6,agotada
1758687300000,long,111340.0,306.855268560784,2.4371517098341933,False,H5,trend,11,0.25,7,1.25,5,1.0625,6,4,agotada
1758814200000,long,110860.0,398.0764104546847,1.6550996651152043,False,H5,chop,11,0.25,5,1.5,2,1.875,4,1,fresca
1758895200000,short,109680.0,349.3390039963761,1.762369969042905,False,H5,chop,73,0.25,46,2.0,19,1.5,18,5,agotada
1759515300000,long,121980.0,630.264992859923,-0.5417700260848579,False,H5,chop,93,0.25,47,1.25,19,1.5625,2,0,agotada
1759633200000,short,124060.0,307.06511825428254,-1.5000000000000093,False,H5,chop,2,0.25,1,35.0,1,8.75,1,1,fresca
1759764600000,short,125130.0,401.05348656174704,-1.2556711109054184,False,H5,chop,9,0.25,7,1.5,2,7.875,5,2,fresca
1759777200000,short,126000.0,404.1987261498695,10.669402102389348,False,H5,chop,3,0.25,2,2.0,1,9.75,1,1,fresca
1759845600000,short,123880.0,406.9402357097074,8.68759583016422,False,H5,trend,96,0.25,38,2.0,13,1.5,8,7,agotada
1759858200000,long,121220.0,525.3400570413887,-1.4999999999999951,False,H5,chop,7,0.25,2,1.5,2,1.375,1,1,fresca
1759931100000,long,121790.0,404.43081920335794,1.4308234712182482,False,H5,chop,72,0.25,18,5.75,7,1.4375,5,4,agotada
1760024700000,long,120730.0,495.9088308502927,-1.499999999999997,False,H5,chop,4,0.25,8,1.75,4,1.9375,7,3,confirmada
1760103900000,short,122220.0,319.84272886412987,4.684381941477756,False,H5,chop,6,0.25,24,23.75,14,6.4375,10,12,agotada
1760116500000,long,117800.0,587.8020799660803,-1.2546472620999696,False,H5,chop,1,0.25,0,0.0,0,0.0,0,0,virgen
1760156100000,short,112440.0,983.8066380438376,0.9735904994474588,False,H5,chop,91,0.25,47,1.25,19,1.0625,6,2,agotada
1760183100000,long,112280.0,491.80418612074664,-1.3204934903668386,False,H5,chop,55,0.25,15,1.75,3,1.9375,9,2,confirmada
1760236200000,short,110420.0,460.35420357374153,1.3129504298921513,False,H5,chop,93,0.25,47,1.5,19,1.625,6,3,agotada
1760280300000,long,111330.0,447.221903544083,8.566608404153506,False,H5,trend,77,0.25,31,1.75,9,1.6875,21,6,agotada
1760372100000,short,114880.0,587.8444276972767,-1.2066379779053042,False,H5,chop,76,0.25,21,1.25,9,1.0625,10,6,agotada
1760453100000,short,111780.0,568.5336756338472,1.1908472934181042,False,H5,chop,83,0.25,44,3.75,17,1.6875,6,6,agotada
1760461200000,long,112280.0,671.3978759582078,-1.2757823692265313,False,H5,trend,46,0.25,11,2.0,10,1.25,2,3,agotada
1760541300000,long,110690.0,528.9574812553091,-1.4999999999999893,False,H5,chop,4,0.25,9,1.25,2,6.8125,8,2,fresca
1760562900000,long,110680.0,492.4929493171847,0.6283313620786787,False,H5,chop,23,0.25,15,1.25,4,1.3125,14,3,confirmada
1760625900000,short,111320.0,562.796744067282,28.43642322143125,False,H5,trend,73,0.25,44,1.75,19,1.6875,19,8,agotada
1760633100000,long,107980.0,737.6908786490942,-1.121942824123205,False,H5,trend,4,0.25,1,1.75,1,1.1875,0,0,fresca
1760691600000,long,104830.0,521.32492944744,-1.2807633253508095,False,H5,chop,4,0.25,0,0.0,0,0.0,0,0,virgen
1760708700000,long,105150.0,689.7498494443265,-1.3729826262543958,False,H5,chop,21,0.25,6,1.75,2,1.4375,4,1,fresca
1760940900000,short,111150.0,387.4414844483048,-1.4012435073820235,False,H5,chop,2,0.25,1,1.25,0,0.0,0,0,virgen
1760978700000,long,110430.0,421.33688284246773,-1.36657793467276,False,H5,chop,68,0.25,43,2.75,19,1.1875,8,3,agotada
1761050700000,short,109280.0,405.0358959576837,2.292667154709648,False,H5,chop,64,0.25,32,8.75,10,2.1875,7,4,agotada
1761067800000,long,112300.0,727.7782072718522,-1.1124432449252617,False,H5,chop,91,0.25,47,1.5,19,1.375,2,1,agotada
1761172200000,long,106960.0,491.70779228288313,7.687833309465034,False,H5,chop,8,0.25,2,1.5,1,3.625,1,1,fresca
1761253200000,long,109420.0,416.54019420285914,2.7584700940770337,False,H5,chop,82,0.25,44,4.0,16,1.25,8,6,agotada
1761517800000,long,114330.0,385.98652064782715,3.9450246422098765,False,H5,chop,96,0.25,47,1.5,19,1.625,0,0,agotada
1761572700000,long,114800.0,309.3604874255542,-1.2345153658626287,False,H5,chop,74,0.25,44,1.75,19,1.4375,11,4,agotada
1761677100000,long,114700.0,384.61321141265876,-1.4093440304390736,False,H5,chop,86,0.25,39,2.75,19,1.6875,19,7,agotada
1761748200000,long,112220.0,322.9825534564855,-1.499999999999995,False,H5,chop,22,0.25,7,10.5,4,2.625,7,4,confirmada
1761762600000,short,111380.0,578.9433850810076,-1.2983010964938468,False,H5,trend,96,0.25,47,1.5,19,1.625,2,0,agotada
1761800400000,long,108460.0,589.0833662251185,2.2073737635128734,False,H5,chop,3,0.25,0,0.0,0,0.0,0,0,virgen
1761809400000,short,111260.0,520.6998210989618,4.511443084941503,False,H5,chop,67,0.25,43,1.5,19,1.875,9,3,agotada
1761939900000,short,109920.0,497.2698925952585,-1.2122458583844766,False,H5,chop,59,0.25,33,1.75,17,1.9375,15,7,agotada
1762140600000,long,108050.0,393.3515488411976,-1.3136880187226645,False,H5,chop,2,0.25,0,0.0,2,18.875,0,2,fresca
1762185600000,long,105690.0,586.9723061517071,-1.3087425026952615,False,H5,trend,3,0.25,0,0.0,0,0.0,0,0,virgen
1762247700000,long,103780.0,490.3543653727585,1.105923169909638,False,H5,chop,4,0.25,1,1.25,0,0.0,0,0,virgen
1762281000000,long,100600.0,648.5361494705107,-1.1412302375411545,False,H5,trend,3,0.25,1,1.5,0,0.0,0,0,virgen
1762317000000,long,101530.0,627.8221126936152,1.4472153124769274,False,H5,chop,44,0.25,11,1.5,3,1.125,3,2,confirmada
1762453800000,long,101290.0,596.6996727853602,0.3613991056589835,False,H5,chop,10,0.25,20,1.5,6,1.625,16,5,agotada
1762475400000,long,100860.0,462.52398047868417,0.811185924189829,False,H5,chop,23,0.25,11,1.5,6,1.125,10,5,agotada
1762520400000,long,99580.0,429.8758454556317,5.504596403833903,False,H5,trend,5,0.25,1,2.0,3,1.25,0,2,confirmada
1762797600000,short,105920.0,395.4424509313044,-1.4999999999999853,False,H5,chop,61,0.25,15,4.0,4,1.5,3,1,confirmada
1762883100000,long,102950.0,398.0399988234962,-1.3144983914810107,False,H5,chop,5,0.25,2,1.75,8,1.4375,1,2,agotada
1762894800000,long,102650.0,368.90302474308464,-1.4999999999999811,False,H5,chop,7,0.25,2,2.0,7,1.25,1,2,agotada
1762975800000,long,100980.0,460.17063462304884,0.6556017353093487,False,H5,chop,2,0.25,0,0.0,0,0.0,0,0,virgen
1762996500000,short,102400.0,391.34117238477404,1.0956861233424604,False,H5,chop,62,0.25,40,8.25,18,2.3125,4,3,agotada
1763005500000,short,102440.0,461.454765020461,1.503397606596292,False,H5,chop,58,0.25,39,1.75,18,2.9375,4,3,agotada
1763082900000,long,98870.0,583.5869253105285,0.51238118825744,False,H5,chop,22,0.25,6,1.25,2,1.3125,3,1,fresca
1763091900000,long,98840.0,480.1345079567729,-1.448909173446822,False,H5,chop,27,0.25,7,2.75,2,1.9375,5,1,fresca
1763172000000,short,95620.0,525.2467144998509,-1.2317036963471062,False,H5,chop,78,0.25,45,2.0,19,1.5,8,3,agotada
1763315100000,long,93900.0,403.45617544801564,0.9689344387033771,False,H5,chop,6,0.25,3,1.75,1,11.4375,2,1,fresca
1763323200000,long,93960.0,480.7701211951559,1.0116808486439925,False,H5,chop,14,0.25,6,2.0,1,12.0,5,1,fresca
1763340300000,long,94670.0,566.2885650263966,-1.2575613904123408,False,H5,trend,38,0.25,11,1.75,8,1.1875,3,6,agotada
1763390700000,short,95100.0,546.4387896660721,3.32451754904353,False,H5,trend,61,0.25,41,1.75,18,1.6875,8,8,agotada
1763426700000,long,91300.0,482.8113556986842,-1.408068185489624,False,H5,chop,8,0.25,3,3.75,2,1.1875,3,1,fresca
1763432100000,long,91120.0,508.14615515333446,-1.3334690846447126,False,H5,chop,5,0.25,2,2.25,1,1.5625,2,0,fresca
1763571600000,short,89880.0,519.7844972776829,-1.3848786278425538,False,H5,trend,96,0.25,47,2.0,19,1.25,3,1,agotada
1763581500000,long,88680.0,497.41651197824626,1.4235028515871955,False,H5,chop,6,0.25,2,1.75,0,0.0,1,0,virgen
1763660700000,long,86700.0,727.8405342170291,-1.1078608393237679,False,H5,trend,3,0.25,0,0.0,0,0.0,0,0,virgen
1763666100000,long,86300.0,706.5341398890404,-1.1517821528839407,False,H5,trend,3,0.25,2,1.25,0,0.0,1,0,virgen
1763696700000,short,86030.0,567.5698548705766,1.186719816978305,False,H5,chop,96,0.25,47,1.75,19,1.9375,1,0,agotada
1763735400000,long,83600.0,801.2371568028915,-1.209482305635865,False,H5,trend,26,0.25,7,1.5,2,1.625,3,1,fresca
1763948700000,long,86480.0,443.90690760771633,-1.225900670572461,False,H5,trend,72,0.25,43,1.75,19,1.4375,10,5,agotada
1763954100000,long,87230.0,470.2453554247027,-1.3171825624850588,False,H5,chop,89,0.25,46,1.25,19,1.8125,5,2,agotada
1764099000000,long,86180.0,435.1516952985735,14.502076970940063,False,H5,chop,4,0.25,12,4.5,12,1.875,9,8,agotada
1764104400000,short,87350.0,402.57760717691207,1.0091965841031498,False,H5,chop,86,0.25,38,2.0,12,1.25,18,8,agotada
1764171000000,short,87260.0,347.3339617475628,1.5415654366261593,False,H5,chop,81,0.25,47,1.5,17,1.875,19,12,agotada
1764211500000,short,91750.0,371.84249491248374,2.634287011807469,False,H5,chop,1,0.25,0,0.0,0,0.0,0,0,virgen
1764554400000,long,87100.0,446.6470293268668,-1.5000000000000222,False,H5,chop,5,0.25,1,2.0,0,0.0,0,0,virgen
1764563400000,long,85680.0,405.43989981615624,2.415841892312404,False,H5,chop,2,0.25,0,0.0,0,0.0,0,0,virgen
1764646200000,long,86300.0,389.149466843947,23.909771664008343,False,H5,trend,92,0.25,25,1.5,6,1.875,11,3,agotada
1764673200000,short,87240.0,296.46111108127394,-1.1575809068282683,False,H5,chop,18,0.25,23,3.0,14,1.75,11,3,agotada
1764754200000,long,92870.0,303.3567019607783,-1.3702179507192973,False,H5,chop,91,0.25,47,1.5,19,1.375,4,1,agotada
1764808200000,long,92780.0,400.41739023202996,1.8551545410841757,False,H5,chop,76,0.25,43,3.5,19,1.125,13,5,agotada
1764813600000,long,93130.0,420.50342346838875,-1.4999999999999751,False,H5,trend,91,0.25,47,2.0,19,1.5,10,4,agotada
1765129500000,short,90830.0,434.498042031248,-1.127064699831528,False,H5,chop,2,0.25,0,0.0,7,13.4375,0,2,agotada
1765145700000,long,89340.0,442.21463936686496,2.219743215022322,False,H5,chop,75,0.25,42,5.25,13,1.5625,24,10,agotada
1765213200000,long,89900.0,460.6785948570096,0.6988537789046322,False,H5,chop,22,0.25,30,2.0,17,1.25,6,6,agotada
1765231200000,short,91260.0,389.3239799443455,1.1394021388524014,False,H5,chop,58,0.25,19,8.0,6,2.5,8,5,agotada
1765313100000,long,92940.0,439.19773548288,-1.255330199816493,False,H5,chop,80,0.25,44,4.75,19,1.1875,2,1,agotada
1765422900000,long,89540.0,463.09187326074294,0.8439940951530324,False,H5,chop,1,0.25,3,45.25,5,11.8125,3,5,agotada
1765483200000,long,90790.0,481.7897223903858,1.4770906463911968,False,H5,chop,77,0.25,19,2.0,11,2.0,2,3,agotada
1765723500000,long,88890.0,259.8269831739955,-1.499999999999976,False,H5,chop,7,0.25,3,1.75,1,1.6875,2,0,fresca
1765767600000,long,89270.0,348.6278863173192,1.0698131799614277,False,H5,chop,64,0.25,15,2.0,5,1.75,1,2,agotada
1765812600000,long,86650.0,428.4549452910285,-1.4195076662833703,False,H5,chop,1,0.25,0,0.0,0,0.0,0,0,virgen
1765901700000,long,87700.0,471.625802314992,-1.27078325768329,False,H5,chop,96,0.25,27,1.25,8,1.0625,3,2,agotada
1765908000000,long,87070.0,442.99402632798336,1.3279334634968447,False,H5,chop,91,0.25,25,3.0,7,1.5,5,1,agotada
1765949400000,long,86310.0,258.5293129751527,0.9377889242968297,False,H5,chop,25,0.25,21,15.5,6,4.375,6,4,agotada
1765980000000,short,87650.0,293.2356702772817,-1.2359490161819537,False,H5,chop,49,0.25,18,11.0,12,3.5,14,6,agotada
1766070900000,long,87980.0,555.7248631176659,-1.4272776048998357,False,H5,trend,93,0.25,47,1.25,18,1.8125,4,1,agotada
1766083500000,short,86460.0,642.4835151180016,3.5014733649689647,False,H5,chop,78,0.25,45,1.75,19,1.6875,11,11,agotada
1766122200000,long,86700.0,411.2386781106512,8.173375624759492,False,H5,chop,65,0.25,38,1.5,15,1.375,12,9,agotada
1766157300000,short,88770.0,477.1780738746302,4.601949932504016,False,H5,trend,6,0.25,5,1.25,3,5.8125,4,3,confirmada
1766367900000,short,89090.0,347.7001845036183,-0.8449187915388671,False,H5,trend,12,0.25,4,1.75,4,3.4375,3,4,confirmada
1766418300000,long,89360.0,413.0721159122533,-1.2167052320974068,False,H5,chop,80,0.25,45,1.75,19,1.9375,5,1,agotada
1766602800000,short,87430.0,240.43691709577018,-1.4999999999999845,False,H5,chop,69,0.25,42,2.0,19,1.75,16,8,agotada
1766717100000,short,89200.0,325.0212729812169,-1.23378911987459,False,H5,chop,2,0.25,0,0.0,0,0.0,0,0,virgen
1767002400000,long,88030.0,309.9723407369062,-1.1683847598816461,False,H5,chop,66,0.25,40,9.0,16,2.5,3,2,agotada
1767010500000,long,86820.0,306.9336710114468,2.8520962911772263,False,H5,chop,1,0.25,0,0.0,2,17.0625,0,2,fresca
1767367800000,long,89050.0,401.5259115496563,0.5616668821420856,False,H5,trend,81,0.25,44,1.5,19,1.875,3,2,agotada
1767612600000,short,92940.0,209.56197024391935,-1.2876918498255048,False,H5,chop,26,0.25,8,1.5,2,1.875,5,1,fresca
1767627000000,long,93340.0,342.9334600080353,-0.12728745736058034,False,H5,trend,96,0.25,47,1.5,19,1.875,1,0,agotada
1767717900000,long,92360.0,360.30085128973326,-1.500000000000023,False,H5,chop,1,0.25,18,26.75,13,7.1875,9,5,agotada
1767735900000,short,93600.0,392.51546393594913,7.64102755075191,False,H5,chop,74,0.25,28,5.75,9,1.4375,9,6,agotada
1767796200000,long,91500.0,261.4018668308106,1.3808888888889237,False,H5,chop,10,0.25,4,4.5,7,1.625,4,3,agotada
1767816000000,short,91170.0,328.1283973942329,-1.3942609254967397,False,H5,chop,96,0.25,47,2.0,19,2.0,1,1,agotada
1767853800000,long,90200.0,244.26574464389657,-1.4999999999999893,False,H5,chop,2,0.25,0,0.0,0,0.0,0,0,virgen
1767862800000,long,90150.0,263.0908484653971,-1.4999999999999785,False,H5,chop,11,0.25,2,2.0,1,1.25,1,0,fresca
1768190400000,long,91760.0,308.4719706970908,-1.5000000000000022,False,H5,chop,94,0.25,47,2.0,19,2.0,1,0,agotada
1768204800000,long,91360.0,234.49361839792257,-1.5000000000000233,False,H5,chop,76,0.25,43,6.0,19,2.0,3,3,agotada
1768282200000,short,92050.0,229.66508042758667,-1.2969147060902797,False,H5,chop,24,0.25,11,9.5,4,2.375,10,4,confirmada
1768321800000,long,93110.0,377.2865636534864,3.0671162333724467,False,H5,chop,96,0.25,47,1.5,19,1.125,1,1,agotada
1768414500000,long,96650.0,466.09689886425747,-1.438191565500282,False,H5,chop,91,0.25,47,1.25,19,1.5625,3,1,agotada
1768460400000,short,96200.0,245.45889891961866,-1.4381630620543824,False,H5,chop,66,0.25,18,2.0,5,1.75,3,2,agotada
1768499100000,short,96950.0,445.30084147656095,6.064734229415945,False,H5,chop,59,0.25,21,1.75,7,1.4375,13,5,agotada
1768901400000,long,90990.0,282.30746501203174,-1.3830042666880036,False,H5,chop,14,0.25,4,1.5,1,1.375,1,0,fresca
1768922100000,long,90250.0,364.25009537869636,-1.1252167825445638,False,H5,chop,2,0.25,1,1.25,0,0.0,0,0,virgen
1769011200000,short,90260.0,424.00960476445283,8.344347623337065,False,H5,chop,12,0.25,27,11.0,16,3.0,5,4,agotada
1769095800000,long,88580.0,327.3334548599746,2.531169564235808,False,H5,chop,13,0.25,12,20.5,5,5.875,8,5,agotada
1769185800000,long,89490.0,373.01218044408915,0.9746621836603047,False,H5,trend,89,0.25,36,1.5,18,1.125,17,14,agotada
1769366700000,long,87000.0,323.55458888428825,-1.1989398125600936,False,H5,chop,1,0.25,0,0.0,0,0.0,0,0,virgen
1769437800000,long,87640.0,254.15388819343457,0.9246496822322031,False,H5,trend,88,0.25,22,1.5,5,1.625,13,3,agotada
1769445900000,long,87420.0,429.41853643313766,-1.357780856779099,False,H5,chop,59,0.25,19,1.75,6,1.1875,11,4,agotada
1769634000000,long,89050.0,420.4885830751409,-1.3476304084193371,False,H5,chop,71,0.25,44,2.0,19,1.25,17,6,agotada
1769655600000,long,87850.0,321.156800179763,-1.2350697065368093,False,H5,chop,2,0.25,12,32.0,10,8.75,8,8,agotada
1769710500000,short,84500.0,542.1481623251449,5.692956804086987,False,H5,trend,96,0.25,47,1.25,19,1.5625,2,0,agotada
1769738400000,short,82440.0,540.7541976057926,1.0368481984572555,False,H5,chop,96,0.25,47,2.0,19,1.5,0,0,agotada
1769747400000,short,82990.0,468.2975129884868,0.4040103849692009,False,H5,chop,87,0.25,45,3.5,19,1.125,2,1,agotada
1769870700000,long,80900.0,386.2169571506944,-1.2460918951355264,False,H5,chop,1,0.25,2,36.75,1,9.6875,2,1,fresca
1769876100000,long,80920.0,512.1503518314532,-1.1597788157993778,False,H5,chop,6,0.25,4,1.25,2,1.0625,3,1,fresca
1769907600000,short,78860.0,561.7042693106629,0.5124229604612635,False,H5,chop,78,0.25,43,2.0,19,1.25,3,2,agotada
1769914800000,short,78900.0,473.71941541160635,0.6604187119107651,False,H5,chop,76,0.25,43,2.0,19,1.75,5,2,agotada
1769990400000,long,76930.0,691.2003464328106,-1.2317167868732,False,H5,trend,24,0.25,9,2.0,4,2.0,7,3,confirmada
1770003900000,long,74600.0,756.8061005215303,18.267787919070273,False,H5,trend,1,0.25,0,0.0,0,0.0,0,0,virgen
1770131700000,long,77120.0,427.8969634047587,-1.3033445930703345,False,H5,trend,2,0.25,18,1.25,8,7.8125,10,7,agotada
1770139800000,short,75890.0,544.0214832266689,2.3194803797237875,False,H5,trend,96,0.25,47,1.5,19,1.375,4,2,agotada
1770165900000,short,76040.0,502.99127510447363,-1.1803332595959306,False,H5,chop,83,0.25,45,1.75,19,1.1875,8,5,agotada
1770228000000,long,72530.0,770.2777056319596,0.6582509479168276,False,H5,chop,3,0.25,0,0.0,0,0.0,0,0,virgen
1770257700000,long,71970.0,637.6556485788308,-1.3371193625649291,False,H5,chop,5,0.25,4,1.25,2,1.5625,3,1,fresca
1770291000000,long,70010.0,549.1849129763544,-1.2176059708106397,False,H5,chop,2,0.25,1,6.5,1,1.875,1,0,fresca
1770341400000,long,64050.0,1212.9151066901425,0.701966446547079,False,H5,chop,21,0.25,5,1.5,1,1.375,3,0,fresca
1770348600000,short,64690.0,1031.7385416291786,-1.1017277765087603,False,H5,trend,82,0.25,46,1.5,19,1.875,6,1,agotada
1770467400000,short,69340.0,568.9266996131219,-1.0671611425510854,False,H5,chop,62,0.25,19,6.5,13,2.125,5,5,agotada
1770653700000,long,69150.0,522.9789980408141,0.6845525201486123,False,H5,chop,25,0.25,21,1.25,11,1.0625,16,9,agotada
1770661800000,long,70200.0,529.9263025949984,0.5879339196497282,False,H5,chop,58,0.25,35,1.5,18,1.625,14,10,agotada
1770738300000,short,69270.0,450.26200107738805,-1.1602653581483258,False,H5,chop,80,0.25,44,1.75,18,1.9375,13,9,agotada
1770825600000,long,66460.0,627.2212018369062,-1.082008169330442,False,H5,trend,15,0.25,5,2.0,2,2.0,4,1,fresca
1770849000000,long,67520.0,434.9889404377076,-1.1845163423847516,False,H5,chop,70,0.25,18,1.5,4,1.625,5,2,confirmada
1770914700000,short,66250.0,512.4678504548311,-1.1314077518674062,False,H5,trend,96,0.25,47,1.75,19,1.1875,3,2,agotada
1770998400000,long,68570.0,430.1297495342998,2.603785103893557,False,H5,chop,96,0.25,47,2.0,19,2.0,0,5,agotada
1771004700000,short,69180.0,396.3146909504005,-1.4371889135861629,False,H5,chop,8,0.25,2,1.75,5,1.4375,1,4,agotada
1771182900000,long,68140.0,300.0111341259512,4.335201447192138,False,H5,trend,3,0.25,2,1.25,7,13.8125,1,2,agotada
1771245900000,long,69390.0,275.87954631944666,-1.254773235895708,False,H5,trend,96,0.25,34,1.75,16,1.1875,10,5,agotada
1771293600000,long,68580.0,278.4527412933942,-1.444888702410058,False,H5,trend,86,0.25,34,2.0,12,1.5,18,10,agotada
1771344900000,short,67730.0,380.109518447053,-1.156624149526956,False,H5,chop,91,0.25,46,2.25,19,1.0625,4,3,agotada
1771443900000,long,66100.0,356.6140114855004,0.5436940208511148,False,H5,chop,5,0.25,1,1.75,0,0.0,0,0,virgen
1771511400000,long,65910.0,260.9810568034379,9.378572787147982,False,H5,trend,11,0.25,5,1.5,2,4.625,4,2,fresca
1771517700000,long,66120.0,362.45131503463347,2.109056964791443,False,H5,chop,36,0.25,11,1.25,4,1.0625,10,3,confirmada
1771811100000,short,65090.0,347.29209938132357,-1.1309752731810905,False,H5,trend,96,0.25,47,1.75,19,1.4375,0,0,agotada
1771817400000,long,64720.0,325.87653094706593,0.9349812121792994,False,H5,chop,7,0.25,2,1.5,0,0.0,0,0,virgen
1771898400000,long,64110.0,361.6961332617813,-1.2664972017111205,False,H5,chop,14,0.25,5,6.0,3,1.5,5,2,confirmada
1771981200000,long,64180.0,332.57749689862305,4.792238240759761,False,H5,trend,96,0.25,28,2.0,9,1.25,12,5,agotada
1772028000000,long,66200.0,257.67012344230307,1.6340080563947166,False,H5,chop,96,0.25,47,2.0,15,1.5,0,2,agotada
1772065800000,short,68300.0,447.5791898750953,-1.2228193093710928,False,H5,chop,30,0.25,8,1.5,2,1.125,3,1,fresca
1772092800000,long,67800.0,257.02114143870716,1.5822517207473554,False,H5,chop,46,0.25,37,6.0,19,2.0,6,3,agotada
1772213400000,long,65170.0,325.93519596029995,1.6409827821378773,False,H5,chop,1,0.25,0,0.0,7,13.375,0,5,agotada
1772219700000,long,65240.0,304.7381683072893,0.7614998494046575,False,H5,chop,8,0.25,3,1.25,7,13.8125,2,5,agotada
1772273700000,long,63520.0,354.68842642231374,9.453489244955938,False,H5,chop,14,0.25,4,1.25,1,1.5625,3,0,fresca
1772289000000,long,64750.0,358.2805735639306,-1.2126482003247554,False,H5,chop,34,0.25,9,1.5,4,1.625,2,2,confirmada
1772333100000,short,68060.0,481.8130240809367,8.495498953495602,True,H5,chop,3,0.25,4,41.75,8,10.6875,4,8,agotada
1772397900000,long,65180.0,322.92416671599,0.7144630860648798,True,H5,chop,3,0.25,15,26.75,6,7.1875,5,4,agotada
1772413200000,long,66460.0,433.8384488777341,-1.3424370210938428,True,H5,trend,59,0.25,38,2.0,15,1.25,10,5,agotada
1772420400000,long,66240.0,401.4715641688258,0.8382396124545154,True,H5,chop,58,0.25,36,2.0,15,1.75,15,7,agotada
1772497800000,long,68760.0,327.31606422656415,0.6073453753917668,True,H5,chop,82,0.25,46,1.5,19,1.125,8,3,agotada
1772578800000,long,68270.0,399.98469427449055,-1.2305420177992314,True,H5,trend,83,0.25,37,2.0,17,1.75,8,4,agotada
1772595900000,long,67530.0,367.3798278200722,6.054191009535858,True,H5,chop,37,0.25,22,10.75,14,2.9375,7,6,agotada
1772602200000,long,67780.0,358.5678423309476,20.813217925266983,True,H5,trend,64,0.25,31,1.5,16,1.375,14,6,agotada
1772673300000,short,73080.0,369.3724640990942,0.6894749240644167,True,H5,chop,35,0.25,9,1.25,3,1.3125,5,2,confirmada
1772738100000,short,71330.0,415.88600832980364,-1.3075072604399631,True,H5,chop,89,0.25,34,2.25,8,1.8125,7,2,agotada
1773018900000,long,66290.0,382.68257155005216,0.4293666054754587,True,H5,chop,14,0.25,4,1.25,2,1.3125,3,1,fresca
1773049500000,short,68320.0,336.3506248604195,1.7420117741238041,True,H5,chop,2,0.25,2,23.75,9,6.4375,2,7,agotada
1773156600000,short,71340.0,499.307054501438,0.7206006697680906,True,H5,chop,5,0.25,2,1.5,1,1.875,1,0,fresca
1773164700000,long,70650.0,467.1069523338717,-1.1624004834400556,True,H5,chop,85,0.25,46,2.75,19,1.4375,7,2,agotada
1773236700000,short,70490.0,384.55465190531015,-1.0784805013512975,True,H5,chop,21,0.25,17,16.75,6,4.4375,10,5,agotada
1773243000000,short,70180.0,467.50539979592565,-1.1411593950841907,True,H5,chop,50,0.25,29,1.5,8,2.875,20,7,agotada
1773345600000,short,70400.0,310.1899163583977,0.7787950557962843,True,H5,chop,53,0.25,25,2.0,13,2.0,17,11,agotada
1773362700000,short,71490.0,323.7752710904769,-1.0912104514480738,True,H5,chop,2,0.25,1,31.75,4,8.1875,1,4,confirmada
1773412200000,short,73710.0,388.92316144618496,12.02314125732983,True,H5,trend,3,0.25,1,1.5,0,0.0,0,0,virgen
1773670500000,short,74280.0,362.1902519370427,-0.7049375418501787,True,H5,trend,9,0.25,5,1.25,2,2.5625,4,2,fresca
1773681300000,short,73830.0,363.0655368915483,-1.315573266328105,True,H5,chop,39,0.25,13,1.25,5,1.3125,10,4,agotada
1773714600000,long,75120.0,413.05966368610234,-1.3999576447508457,True,H5,chop,93,0.25,47,1.5,19,1.625,2,0,agotada
