num,fecha,symbol,session,range_bars,range_pct,range_cvd,pre_cvd_flip,cvd_flip_ratio,vr_at_breakout,breakout_delta,close_loc,bear_body,upper_wick,entry_price,stop_price,target_price,rr,result_r,exit_reason,bars_held,exit_price,pnl_usd,balance_after
103,2026-04-07 11:01,XRPUSDT,London,8,0.0022962112514352193,131620.29999999993,-281867.19999999995,2.1415176838223293,2.8162153526542335,-587770.3,0.238,0.714,0.048,1.305,1.3081,1.3020999999999998,0.9354838709677512,-1.0,STOP,3,1.3081,-13.45,659.14
104,2026-04-08 09:30,XRPUSDT,London,8,0.003043478260869713,247271.49999999994,-1202410.6999999997,4.8627144656784145,2.684687250774328,-229755.09999999998,0.3,0.6,0.1,1.3795,1.3841,1.3756999999999997,0.8260869565217643,-0.391,TIME_STOP,30,1.3813,-5.15,653.98
105,2026-04-09 11:26,SOLUSDT,London,8,0.00231425091352007,729.9900000000007,-37907.509999999995,51.92880724393479,2.6230330882273623,-14145.560000000001,0.167,0.75,0.083,82.01,82.25,81.87,0.5833333333333481,-1.0,STOP,5,82.25,-13.08,640.91
106,2026-04-09 12:31,SOLUSDT,LondonNyOverlap,8,0.0036554161082002824,11050.630000000001,-17661.53,1.598237385560823,5.329134858007574,-7386.9200000000055,0.316,0.421,0.263,81.99,82.32,81.72,0.8181818181818103,-1.0,STOP,10,82.32,-12.82,628.09
107,2026-04-09 13:56,SOLUSDT,LondonNyOverlap,8,0.003916768665850589,12439.210000000003,-30954.760000000006,2.4884827895019055,5.014203145260588,-38693.07,0.263,0.737,0.0,81.56,81.94,81.30000000000001,0.6842105263157737,-1.0,STOP,16,81.94,-12.56,615.53
108,2026-04-09 13:56,BNBUSDT,LondonNyOverlap,8,0.0016140035607914063,194.18999999999994,-470.2899999999999,2.421803388434008,2.529449422220894,-97.84000000000003,0.3,0.7,0.0,600.57,601.64,599.6999999999999,0.8130841121496916,0.813,TARGET,21,599.7,10.01,625.53
109,2026-04-12 13:37,XRPUSDT,LondonNyOverlap,8,0.0024056532852203363,122391.5,-1026741.1000000001,8.38899024850582,9.699111792706079,-1087693.9,0.078,0.667,0.255,1.3269,1.3307,1.3242999999999998,0.6842105263158264,0.684,TARGET,11,1.3243,8.56,634.09
110,2026-04-12 14:53,XRPUSDT,LondonNyOverlap,8,0.0031674208144796237,691189.8999999999,-845179.0,1.2227884116940946,10.938683771836482,-1565907.0,0.14,0.86,0.0,1.3218,1.3268,1.3184,0.6800000000000285,-0.14,TIME_STOP,30,1.3225,-1.78,632.32
111,2026-04-13 11:51,BNBUSDT,London,8,0.0011029780407098635,63.05999999999998,-81.67999999999998,1.2952743418966064,5.176842695062914,-478.89,0.082,0.902,0.016,597.82,598.51,597.19,0.9130434782609412,0.913,TARGET,9,597.19,11.55,643.86
112,2026-04-14 12:24,BTCUSDT,LondonNyOverlap,8,0.0015044129896238955,74.89399999999998,-105.25499999999998,1.4053862792747085,4.048741038245904,-79.612,0.286,0.714,0.0,74262.8,74384.8,74161.2,0.8327868852459493,-0.805,TIME_STOP,30,74361.0,-10.37,633.5
113,2026-04-18 13:39,XRPUSDT,LondonNyOverlap,8,0.002652890254118979,55092.100000000035,-146268.2,2.654975940289078,3.3232420476274243,-144217.80000000005,0.097,0.742,0.161,1.4301,1.4352,1.4276,0.49019607843135204,-1.0,STOP,11,1.4352,-12.67,620.83
114,2026-04-20 12:38,XRPUSDT,LondonNyOverlap,8,0.002113718030014876,184238.50000000012,-214685.3,1.1652575330346255,2.6946098716039946,-297807.5,0.033,0.833,0.133,1.4168,1.4206,1.4145999999999999,0.5789473684211018,-1.0,STOP,8,1.4206,-12.42,608.41
115,2026-04-21 11:09,BNBUSDT,London,8,0.0034533096833943605,4067.4900000000007,-2974.26,0.731227366262732,2.7306112566124146,-430.80999999999995,0.24,0.719,0.041,636.19,638.51,634.1099999999999,0.8965517241380223,0.897,TARGET,30,634.11,10.91,619.32
116,2026-04-21 11:10,XRPUSDT,London,8,0.0018030513176143799,32662.1,-993185.2999999999,30.40788253051702,3.959897603631726,-519226.0,0.133,0.833,0.033,1.4396,1.4433,1.4381000000000002,0.40540540540535674,0.405,TARGET,1,1.4381,5.02,624.34
117,2026-04-21 12:14,BTCUSDT,LondonNyOverlap,8,0.0023681868757625454,30.56799999999998,-112.47300000000001,3.679436011515313,2.5536354608942475,-82.9,0.055,0.944,0.001,76212.8,76430.9,76069.5,0.6570380559376829,-1.0,STOP,19,76430.9,-12.49,611.85
118,2026-04-22 15:25,SOLUSDT,LondonNyOverlap,8,0.0022650056625141885,26242.31,-12807.949999999995,0.4880648845318874,2.7253607877270953,-27785.96,0.263,0.632,0.105,88.17,88.43,88.03,0.53846153846153,0.538,TARGET,1,88.03,6.58,618.44
119,2026-04-24 09:22,BNBUSDT,London,8,0.0012909929625138726,481.62,-408.08000000000004,0.8473070055230265,4.253847372053901,-445.48999999999995,0.265,0.735,0.0,634.55,635.42,633.7800000000001,0.8850574712642116,0.885,TARGET,29,633.78,10.95,629.38
120,2026-04-24 10:45,BNBUSDT,London,8,0.0005983498141966295,20.690000000000005,-356.0,17.206379893668434,2.573118172335442,-357.82,0.194,0.806,0.0,634.84,635.26,634.5,0.8095238095239642,-1.0,STOP,1,635.26,-12.59,616.8
121,2026-04-24 13:47,SOLUSDT,LondonNyOverlap,8,0.0027868091035763453,15665.58,-8041.110000000002,0.5132979436446019,2.7267563888745303,-6836.110000000001,0.263,0.737,0.0,85.98,86.27,85.79,0.6551724137931136,0.655,TARGET,9,85.79,8.08,624.88
122,2026-04-26 08:59,BNBUSDT,London,8,0.0010135242137268969,47.7,-415.68999999999994,8.7146750524109,6.357221185377323,-318.24,0.28,0.707,0.013,630.92,631.63,630.35,0.8028169014083198,-0.127,TIME_STOP,30,631.01,-1.59,623.29
123,2026-04-27 15:17,BNBUSDT,LondonNyOverlap,8,0.0023878205128205275,147.81000000000003,-3163.1500000000005,21.400108247073945,3.5194635031711834,-507.05999999999995,0.21,0.672,0.118,623.21,625.05,622.0699999999999,0.6195652173913863,0.62,TARGET,1,622.07,7.73,631.02
124,2026-04-28 09:35,SOLUSDT,London,8,0.002030335602531968,587.2700000000002,-2866.6399999999976,4.8812982103632,4.362021703540951,-16724.64,0.143,0.857,0.0,83.68,83.87,83.53,0.7894736842105656,0.789,TARGET,15,83.53,9.96,640.97
125,2026-04-28 11:05,BTCUSDT,London,8,0.0014678971034194671,29.642999999999997,-53.523,1.8055864791013059,2.6525598182874135,-58.936,0.279,0.539,0.183,76492.2,76612.3,76387.7,0.8701082431306822,0.87,TARGET,10,76387.7,11.15,652.13
126,2026-04-28 11:15,BNBUSDT,London,8,0.0008033548096852457,151.09000000000003,-533.19,3.528956251240982,4.521527688159262,-60.0,0.194,0.722,0.083,622.13,622.77,621.77,0.5625000000000333,-1.0,STOP,4,622.77,-13.04,639.09
127,2026-04-28 11:48,SOLUSDT,London,8,0.0017983455221197181,9623.069999999998,-46114.54,4.792081944743207,3.3510699613785606,-13870.089999999998,0.2,0.7,0.1,83.33,83.53,83.22999999999999,0.5000000000000355,0.5,TARGET,6,83.23,6.39,645.48
128,2026-04-29 08:05,XRPUSDT,London,8,0.002158739296251071,134804.29999999993,-102680.19999999998,0.7616982544325369,3.1569819848219987,-261445.29999999993,0.133,0.733,0.133,1.3886,1.3925,1.3864999999999998,0.5384615384615911,-0.051,TIME_STOP,30,1.3888,-0.66,644.82
129,2026-04-29 12:20,SOLUSDT,LondonNyOverlap,8,0.004028436018957386,4859.940000000004,-9999.470000000001,2.057529516825309,9.429007209476788,-90468.83000000002,0.238,0.762,0.0,84.09,84.55,83.86999999999999,0.4782608695652523,-0.174,TIME_STOP,30,84.17,-2.24,642.57
130,2026-04-29 13:34,SOLUSDT,LondonNyOverlap,8,0.00285612281328091,32748.00999999999,-27576.399999999998,0.8420786484430659,5.4154264841100375,-37131.719999999994,0.062,0.875,0.062,83.75,84.05,83.57000000000001,0.5999999999999811,0.6,TARGET,12,83.57,7.71,650.28
131,2026-04-29 13:45,ETHUSDT,LondonNyOverlap,8,0.002864717321729192,2847.4010000000007,-15491.364999999996,5.440528046453588,3.0161709018732634,-3044.993999999999,0.085,0.62,0.295,2290.71,2299.8,2286.66,0.44554455445545843,-1.0,STOP,5,2299.8,-13.01,637.28
132,2026-04-29 15:38,XRPUSDT,LondonNyOverlap,8,0.0037395512538496148,189652.99999999994,-266114.19999999995,1.4031636726020682,2.5248278558310173,-749813.3,0.259,0.741,0.0,1.3619,1.3687,1.3584999999999998,0.500000000000049,0.5,TARGET,3,1.3585,6.37,643.65
133,2026-05-06 10:46,BNBUSDT,London,8,0.0017271689849798052,95.04,-50.54999999999998,0.5318813131313129,4.125244430544567,-119.25999999999999,0.031,0.719,0.25,647.07,648.46,646.22,0.6115107913669289,0.612,TARGET,1,646.22,7.88,651.53
134,2026-05-06 12:55,BTCUSDT,LondonNyOverlap,8,0.001950883914506311,26.253,-51.43700000000001,1.9592808440940088,3.0050401535137166,-93.957,0.281,0.433,0.285,82179.2,82385.5,82064.5,0.5559864275326973,0.556,TARGET,6,82064.5,7.25,658.78
135,2026-05-07 08:10,XRPUSDT,London,8,0.0011970145049993205,38259.59999999999,-189038.3,4.940937699296387,4.215996427756814,-379117.5,0.12,0.84,0.04,1.4181,1.4205,1.4171,0.4166666666665896,0.417,TARGET,1,1.4171,5.49,664.27
136,2026-05-09 14:37,ETHUSDT,LondonNyOverlap,8,0.001235633056002319,2358.554999999999,-11543.195,4.894180970975875,4.120266779435361,-5826.253,0.0,0.988,0.012,2304.86,2307.81,2302.11,0.9322033898305659,-1.0,STOP,6,2307.81,-13.29,650.98
137,2026-05-10 09:53,ETHUSDT,London,8,0.0006789858186505919,226.41000000000017,-1867.017,8.246177288988996,6.745297586667347,-3471.8400000000006,0.144,0.847,0.008,2325.99,2328.0,2324.84,0.572139303482344,0.572,TARGET,10,2324.84,7.45,658.43
138,2026-05-11 12:04,SOLUSDT,LondonNyOverlap,8,0.002731953346642754,2612.6799999999976,-20268.69,7.757815729442571,2.854167563634165,-7161.66,0.167,0.833,0.0,95.07,95.35,94.83000000000001,0.8571428571427846,0.857,TARGET,2,94.83,11.29,669.72
139,2026-05-12 10:42,ETHUSDT,London,8,0.0014527887417624967,1152.5829999999996,-2287.7940000000003,1.9849277665903462,2.589197825069767,-2970.224,0.0,0.994,0.006,2283.55,2287.03,2280.39,0.9080459770115784,0.908,TARGET,8,2280.39,12.16,681.88
140,2026-05-12 15:00,XRPUSDT,LondonNyOverlap,8,0.0018216212429061414,922089.1,-1249916.4000000001,1.3555267056079507,3.1641982732900558,-1282337.4,0.0,1.0,0.0,1.4251,1.4278,1.4226,0.925925925925932,-1.0,STOP,4,1.4278,-13.64,668.24
141,2026-05-13 12:20,XRPUSDT,LondonNyOverlap,8,0.0013825521913452244,236542.90000000002,-815728.2999999999,3.4485427379135025,2.5415385092129235,-346242.9,0.105,0.737,0.158,1.4452,1.448,1.444,0.4285714285714739,0.429,TARGET,2,1.444,5.73,673.97
142,2026-05-13 13:45,BNBUSDT,LondonNyOverlap,8,0.00271900629977422,289.3699999999998,-1116.1599999999999,3.857207035974706,2.7298351576522903,-276.18000000000006,0.241,0.723,0.036,672.05,673.97,670.31,0.9062499999999704,0.906,TARGET,1,670.31,12.21,686.19
143,2026-05-13 15:07,SOLUSDT,LondonNyOverlap,8,0.006126914660831534,9275.07999999999,-14187.37,1.5296223860063756,2.506059640132881,-9107.37999999999,0.235,0.529,0.235,91.3,91.88,90.75999999999999,0.9310344827586342,0.931,TARGET,18,90.76,12.78,698.96
144,2026-05-15 12:05,SOLUSDT,LondonNyOverlap,8,0.002196112880201918,7749.77,-3570.8399999999997,0.4607672227691918,3.9531297534929144,-9809.68,0.25,0.5,0.25,91.03,91.24,90.84000000000002,0.9047619047618533,0.905,TARGET,2,90.84,12.65,711.62
145,2026-05-15 12:14,ETHUSDT,LondonNyOverlap,8,0.002418063153597953,2410.5679999999998,-3091.081,1.2823040046993075,3.0616153504913877,-2091.389,0.003,0.997,0.0,2250.6,2256.89,2245.9900000000002,0.7329093799681556,-1.0,STOP,7,2256.89,-14.23,697.38
146,2026-05-15 13:51,SOLUSDT,LondonNyOverlap,8,0.006494960806270978,38470.109999999986,-34939.849999999984,0.9082336910396148,7.328308714331393,-108201.10000000003,0.284,0.701,0.015,88.82,89.64,88.48,0.4146341463414465,0.415,TARGET,9,88.48,5.79,703.17
147,2026-05-15 14:00,XRPUSDT,LondonNyOverlap,8,0.006986167388570636,1301042.5999999996,-4613254.7,3.545813718935876,2.5045994333962205,-1548224.7000000002,0.327,0.551,0.122,1.4288,1.4396,1.4196,0.8518518518518671,-0.898,TIME_STOP,30,1.4385,-12.63,690.54
148,2026-05-17 10:54,SOLUSDT,London,8,0.0006906872337976548,5368.420000000002,-4430.599999999999,0.8253080049623536,3.3979551834936323,-41342.76,0.167,0.667,0.167,86.83,86.9,86.78,0.7142857142855983,0.714,TARGET,2,86.78,9.86,700.4
149,2026-05-18 09:58,SOLUSDT,London,8,0.0021304296366434707,2471.2699999999995,-1355.7599999999995,0.5486086101478187,4.595404919213085,-11731.61,0.25,0.625,0.125,84.43,84.65,84.28999999999999,0.6363636363637069,0.636,TARGET,7,84.29,8.91,709.31
150,2026-05-19 09:21,BNBUSDT,London,8,0.001308900523560259,53.60000000000001,-118.83999999999997,2.217164179104477,3.415628241874044,-298.68,0.0,0.816,0.184,641.36,642.47,640.79,0.5135135135135522,0.514,TARGET,5,640.79,7.29,716.6
151,2026-05-19 12:18,BNBUSDT,LondonNyOverlap,8,0.0015135911119433687,66.40000000000015,-199.32,3.0018072289156557,17.773307698291863,-4434.78,0.129,0.857,0.014,640.26,641.35,639.41,0.779816513761466,-1.0,STOP,12,641.35,-14.33,702.27
152,2026-05-19 13:19,XRPUSDT,LondonNyOverlap,8,0.0017454545454545147,116362.69999999998,-203151.69999999995,1.7458489705034343,3.455840856591329,-336642.99999999994,0.111,0.889,0.0,1.3734,1.3759,1.3711,0.9200000000000071,0.92,TARGET,7,1.3711,12.92,715.19
153,2026-05-19 13:26,BTCUSDT,LondonNyOverlap,8,0.0023351501410221955,19.783000000000023,-9.219999999999992,0.4660567153616732,4.66679953249245,-91.535,0.111,0.889,0.0,76583.6,76814.0,76456.0,0.5538194444444837,-1.0,STOP,7,76814.0,-14.3,700.89
154,2026-05-19 14:34,BTCUSDT,LondonNyOverlap,8,0.002414952801030862,193.00100000000003,-189.82500000000007,0.9835441267143695,2.905839841045155,-376.254,0.224,0.761,0.015,76244.4,76497.9,76129.1,0.45483234713999354,-1.0,STOP,7,76497.9,-14.02,686.87
155,2026-05-20 08:08,XRPUSDT,London,8,0.0011695906432748872,348416.5,-257101.90000000002,0.7379153972329096,2.648472856601347,-250711.1,0.286,0.714,0.0,1.367,1.3688,1.3656,0.7777777777778052,0.778,TARGET,13,1.3656,10.69,697.56
156,2026-05-20 10:55,BNBUSDT,London,8,0.0010238431348214762,172.29999999999998,-106.44,0.6177597214161347,5.331885423208429,-120.54999999999995,0.281,0.719,0.0,644.18,645.1,643.7800000000001,0.4347826086954695,0.435,TARGET,26,643.78,6.07,703.63
157,2026-05-21 13:43,BNBUSDT,LondonNyOverlap,8,0.0038087307828715477,449.32000000000016,-260.07000000000005,0.5788079764978188,2.853443987482719,-448.86999999999995,0.043,0.957,0.0,647.39,650.48,645.54,0.5987055016181242,-1.0,STOP,19,650.48,-14.07,689.56
158,2026-05-22 11:18,SOLUSDT,London,8,0.0017279115309296819,1562.410000000002,-2372.62,1.51856426930191,5.601999253226536,-15111.84,0.333,0.667,0.0,86.76,86.95,86.64999999999999,0.5789473684211314,-1.0,STOP,18,86.95,-13.79,675.76
159,2026-05-22 13:42,XRPUSDT,LondonNyOverlap,8,0.003229831901930529,430092.2,-1374412.7,3.195623403539985,6.306474750727448,-418150.1000000001,0.167,0.722,0.111,1.3597,1.3645,1.3557000000000001,0.833333333333264,0.833,TARGET,22,1.3557,11.26,687.02
160,2026-05-24 08:06,BNBUSDT,London,8,0.0006391915748462274,220.63,-111.85,0.506957349408512,5.014926776041145,-260.57000000000005,0.25,0.75,0.0,656.82,657.26,656.4200000000001,0.9090909090909796,-1.0,STOP,9,657.26,-13.74,673.28
161,2026-05-24 13:24,BTCUSDT,LondonNyOverlap,8,0.0007318801273782105,35.96700000000001,-125.89399999999999,3.500264131008979,2.618590411174353,-27.688999999999993,0.136,0.862,0.002,77025.0,77094.9,76982.1,0.613733905579367,0.614,TARGET,4,76982.1,8.27,681.55
162,2026-05-25 12:01,XRPUSDT,LondonNyOverlap,8,0.0007369196757552615,160239.9,-733841.3,4.579641524988471,3.1776920639836748,-114871.70000000001,0.333,0.583,0.083,1.3563,1.3577,1.3557000000000001,0.42857142857142855,-1.0,STOP,14,1.3577,-13.63,667.92
163,2026-05-27 09:15,XRPUSDT,London,8,0.000974512743628245,250312.19999999995,-232825.7,0.9301412396199628,4.564763477923547,-445493.0,0.2,0.75,0.05,1.3325,1.3341,1.3315,0.6250000000000521,-1.0,STOP,3,1.3341,-13.36,654.56
164,2026-05-27 10:00,ETHUSDT,London,8,0.0009604671712320872,349.91000000000025,-5769.985,16.48991169157782,3.9906290971194616,-2951.696,0.147,0.58,0.273,2080.99,2083.0,2079.0,0.990049751243565,-1.0,STOP,8,2083.0,-13.09,641.47
165,2026-05-27 11:32,BNBUSDT,London,8,0.0020770335074376334,47.25999999999994,-461.25,9.759839187473563,3.568118132511185,-131.48999999999995,0.121,0.724,0.155,654.36,655.87,653.15,0.8013245033112872,-0.278,TIME_STOP,46,654.78,-3.57,637.9
166,2026-05-27 13:37,BNBUSDT,LondonNyOverlap,8,0.0021458898545392885,637.8899999999999,-406.89,0.637868598034144,6.467908471330179,-1155.8,0.25,0.711,0.039,651.87,653.65,650.85,0.573033707865167,0.573,TARGET,1,650.85,7.31,645.21
167,2026-05-27 13:38,BTCUSDT,LondonNyOverlap,8,0.0031211967072973783,19.45900000000003,-721.9499999999999,37.10108433115776,7.629862393323455,-677.6399999999999,0.263,0.737,0.0,74973.5,75298.8,74829.99999999999,0.44113126344916465,-0.048,TIME_STOP,30,74989.0,-0.62,644.59
168,2026-05-28 14:05,BTCUSDT,LondonNyOverlap,8,0.0032869635867566246,77.99000000000002,-53.27399999999999,0.6830875753301702,5.525082333411136,-687.002,0.349,0.651,0.0,72665.7,72999.5,72520.5,0.43499101258237216,-1.0,STOP,8,72999.5,-12.89,631.7
169,2026-05-29 10:30,XRPUSDT,London,8,0.0011362775547307453,52064.10000000003,-797748.1,15.322421783916356,2.5047421030374752,-301359.5,0.13,0.87,0.0,1.3182,1.3203,1.3173,0.428571428571489,-1.0,STOP,6,1.3203,-12.63,619.07
170,2026-05-29 11:49,BTCUSDT,London,8,0.0006995576726777023,7.262999999999996,-114.28599999999999,15.73537105879114,2.923004696632496,-64.431,0.136,0.862,0.002,73427.5,73500.0,73397.20000000001,0.41793103448259805,0.418,TARGET,2,73397.2,5.18,624.24
171,2026-05-29 12:33,XRPUSDT,LondonNyOverlap,8,0.0016052591346888785,212781.90000000002,-124978.30000000002,0.5873539995648126,5.814394432373555,-402875.1000000001,0.314,0.657,0.029,1.3059,1.3084,1.3042,0.6800000000000285,0.68,TARGET,1,1.3042,8.49,632.73
172,2026-05-31 14:01,SOLUSDT,LondonNyOverlap,8,0.0014513788098692588,17255.34,-7909.980000000001,0.458407658151042,4.262630812460511,-13320.439999999999,0.333,0.667,0.0,82.61,82.74,82.50000000000001,0.8461538461537621,0.846,TARGET,13,82.5,10.71,643.44
173,2026-05-31 15:41,BNBUSDT,LondonNyOverlap,8,0.0041437036423155015,641.24,-617.22,0.9625413261805252,2.6861051779789307,-1261.8899999999999,0.07,0.922,0.008,721.62,725.68,719.68,0.4778325123152908,0.478,TARGET,33,719.68,6.15,649.59
174,2026-06-01 12:08,ETHUSDT,LondonNyOverlap,8,0.003978726200948483,759.726000000001,-11504.587,15.143073950345235,6.2477616172905215,-4928.092000000001,0.158,0.842,0.0,1974.33,1983.98,1968.2399999999998,0.6310880829015635,0.631,TARGET,3,1968.24,8.2,657.79
175,2026-06-03 09:15,ETHUSDT,London,8,0.0021668068613775655,5546.740000000002,-4918.171999999999,0.8866779405560739,3.0222975725508516,-8194.405999999999,0.0,0.759,0.241,1877.27,1882.25,1874.1100000000001,0.6345381526104102,0.635,TARGET,21,1874.11,8.35,666.14
176,2026-06-03 11:46,ETHUSDT,London,8,0.0021858562865970845,318.0129999999997,-1849.5910000000001,5.81608613484355,2.8296865261089716,-2573.451,0.0,1.0,0.0,1878.41,1883.33,1875.1100000000001,0.670731707317085,0.671,TARGET,15,1875.11,8.94,675.08
177,2026-06-05 11:03,ETHUSDT,London,8,0.002933970720047717,66.54099999999994,-713.0799999999996,10.716400414781868,2.621248527199757,-1016.7790000000005,0.221,0.779,0.0,1671.13,1676.58,1666.7600000000002,0.8018348623853279,-1.0,STOP,16,1676.58,-13.5,661.58
178,2026-06-06 10:10,ETHUSDT,London,8,0.004458271858361548,830.9629999999984,-9776.503000000002,11.76526873037671,2.5746497427876993,-6011.771,0.306,0.554,0.14,1555.94,1563.33,1549.4300000000003,0.8809201623815799,0.881,TARGET,20,1549.43,11.66,673.24
179,2026-06-07 12:42,SOLUSDT,LondonNyOverlap,8,0.005791203631241267,8817.269999999997,-9330.550000000001,1.0582130296565722,3.1468645037583003,-40343.5,0.0,0.861,0.139,63.58,64.04,63.3,0.608695652173905,-1.0,STOP,3,64.04,-13.46,659.77
180,2026-06-08 08:20,SOLUSDT,London,8,0.0034954407294833434,17886.83,-25357.260000000002,1.4176497456508503,4.198497673875688,-36814.89,0.158,0.842,0.0,65.64,65.94,65.47999999999999,0.5333333333333744,0.533,TARGET,3,65.48,7.03,666.81
181,2026-06-09 11:14,BNBUSDT,London,8,0.0019353331776168178,66.82999999999996,-318.37999999999994,4.7640281310788595,3.514295498138589,-271.30999999999995,0.209,0.687,0.104,598.92,600.36,598.0400000000001,0.6111111111110058,0.611,TARGET,7,598.04,8.15,674.95
182,2026-06-09 14:29,XRPUSDT,LondonNyOverlap,8,0.004641793659134578,416593.80000000016,-1217788.2000000002,2.923202889721354,3.0103399545004117,-838550.8,0.35,0.45,0.2,1.14,1.1459,1.1353000000000002,0.7966101694914731,0.797,TARGET,13,1.1353,10.76,685.71
183,2026-06-10 11:03,BTCUSDT,London,8,0.00254094836011102,35.119,-20.20900000000001,0.5754434921267693,10.582840266950843,-206.63599999999997,0.208,0.751,0.042,61201.5,61406.0,61094.0,0.5256723716381418,0.526,TARGET,1,61094.0,7.21,692.93
184,2026-06-11 09:11,XRPUSDT,London,8,0.0024128686327077077,25336.300000000003,-226103.19999999995,8.924081258905204,7.101758702780513,-1605594.7,0.308,0.692,0.0,1.1181,1.1212,1.1158000000000001,0.7419354838709862,0.742,TARGET,6,1.1158,10.28,703.21
185,2026-06-11 14:56,SOLUSDT,LondonNyOverlap,8,0.003969465648854823,25781.690000000006,-12113.590000000002,0.469852441791054,3.801777750201996,-38639.869999999995,0.187,0.687,0.125,65.38,65.74,65.22000000000001,0.4444444444443962,0.0,TIMEOUT,2,65.34,0.0,703.21
