num,fecha,symbol,session,range_bars,range_pct,range_cvd,pre_cvd_flip,cvd_flip_ratio,vr_at_breakout,breakout_delta,close_loc,bear_body,upper_wick,entry_price,stop_price,target_price,rr,result_r,exit_reason,bars_held,exit_price,pnl_usd,balance_after
91,2026-03-24 13:39,SOLUSDT,LondonNyOverlap,8,0.005168242797448855,4848.300000000003,-11890.860000000002,2.452583379741352,3.1882458849004043,-5121.68,0.273,0.727,0.0,90.69,91.27,90.33,0.6206896551724146,0.621,TARGET,1,90.33,7.88,642.6
92,2026-03-25 14:00,BNBUSDT,LondonNyOverlap,8,0.0024933433887922743,600.1000000000001,-441.55999999999995,0.7358106982169635,2.9514971837089394,-435.3800000000001,0.269,0.614,0.117,648.84,651.1,647.86,0.4336283185840806,0.434,TARGET,24,647.86,5.58,648.18
93,2026-03-30 12:57,XRPUSDT,LondonNyOverlap,8,0.0014776505356483205,63573.19999999999,-38445.20000000001,0.6047391038991276,4.5116991834744,-135211.90000000002,0.188,0.812,0.0,1.3522,1.3543,1.3503,0.9047619047619149,0.905,TARGET,4,1.3503,11.73,659.91
94,2026-04-02 12:01,BTCUSDT,LondonNyOverlap,8,0.0018555370706993305,81.018,-85.195,1.0515564442469574,4.4653464493250965,-85.894,0.263,0.578,0.159,66090.7,66261.0,66015.4,0.44216089254258145,0.442,TARGET,8,66015.4,5.83,665.74
95,2026-04-03 10:19,XRPUSDT,London,8,0.00106837606837612,27251.599999999977,-97576.80000000002,3.5805897635368233,4.090509893886335,-394501.0,0.091,0.818,0.091,1.3095,1.3115,1.3087,0.40000000000006664,-1.0,STOP,1,1.3115,-13.31,652.43
96,2026-04-03 11:57,XRPUSDT,London,8,0.002267573696145043,337685.6000000001,-232296.6999999999,0.6879082199537079,14.815598566191175,-1343435.2999999998,0.163,0.653,0.184,1.3198,1.3233,1.3173000000000001,0.7142857142857324,-1.0,STOP,16,1.3233,-13.05,639.38
97,2026-04-03 13:49,BTCUSDT,LondonNyOverlap,8,0.0014313335758982233,9.050000000000004,-73.42800000000003,8.113591160220993,2.5180522758955854,-72.631,0.05,0.726,0.224,66480.6,66597.3,66406.90000000001,0.6315338474721416,-1.0,STOP,4,66597.3,-12.79,626.59
98,2026-04-04 10:04,BTCUSDT,London,8,0.0008108749833868129,8.20900000000001,-14.343,1.7472286514800806,4.055328432921794,-29.247999999999998,0.004,0.996,0.0,66937.7,66993.3,66884.7,0.9532374100718427,0.953,TARGET,10,66884.7,11.94,638.53
99,2026-04-04 14:39,XRPUSDT,LondonNyOverlap,8,0.0015278838808250588,38422.399999999994,-105834.90000000001,2.754510389772633,6.063324045859784,-263220.8,0.292,0.625,0.083,1.3074,1.3097,1.3057,0.739130434782466,0.739,TARGET,2,1.3057,9.44,647.97
100,2026-04-04 14:40,ETHUSDT,LondonNyOverlap,8,0.0014984746796827023,254.83700000000067,-522.794,2.0514838897020393,7.123994049484568,-2859.1560000000004,0.022,0.978,0.0,2046.56,2050.81,2044.67,0.4447058823529112,0.445,TARGET,1,2044.67,5.77,653.74
101,2026-04-06 14:38,BNBUSDT,LondonNyOverlap,8,0.0026299784670513384,262.00000000000006,-161.28,0.6155725190839694,6.8068344453161105,-874.3999999999999,0.199,0.684,0.117,606.62,608.65,605.4499999999999,0.5763546798029993,0.576,TARGET,11,605.45,7.53,661.27
102,2026-04-07 10:02,ETHUSDT,London,8,0.0023080792174155667,764.6149999999992,-972.804,1.2722795132190723,2.6925263209753116,-5041.984,0.211,0.784,0.004,2125.49,2130.78,2120.9599999999996,0.8563327032135807,0.856,TARGET,7,2120.96,11.32,672.59
