market_slug,timestamp_ms,seconds_till_end,oracle_btc_price,binance_btc_price,lag,binance_ret1s_x100,binance_ret5s_x100,binance_volume_1s,binance_volume_5s,binance_atr_5s,binance_atr_30s,binance_rvol_30s,binance_volma_30s,binance_volume_spike,binance_vwap_30s,binance_p_vwap_5s,binance_p_vwap_30s,lat_dir_raw_x1000,lat_dir_norm_x1000,up_bid_1_price,up_bid_1_size,up_bid_2_price,up_bid_2_size,up_bid_3_price,up_bid_3_size,up_bid_4_price,up_bid_4_size,up_bid_5_price,up_bid_5_size,up_ask_1_price,up_ask_1_size,up_ask_2_price,up_ask_2_size,up_ask_3_price,up_ask_3_size,up_ask_4_price,up_ask_4_size,up_ask_5_price,up_ask_5_size,down_bid_1_price,down_bid_1_size,down_bid_2_price,down_bid_2_size,down_bid_3_price,down_bid_3_size,down_bid_4_price,down_bid_4_size,down_bid_5_price,down_bid_5_size,down_ask_1_price,down_ask_1_size,down_ask_2_price,down_ask_2_size,down_ask_3_price,down_ask_3_size,down_ask_4_price,down_ask_4_size,down_ask_5_price,down_ask_5_size,pm_up_bid_depth5,pm_up_ask_depth5,pm_up_total_depth5,pm_down_bid_depth5,pm_down_ask_depth5,pm_down_total_depth5,pm_up_spread,pm_down_spread,pm_up_imbalance,pm_down_imbalance,pm_up_microprice,pm_down_microprice,pm_up_bid_slope,pm_up_ask_slope,pm_down_bid_slope,pm_down_ask_slope,pm_up_bid_eatflow,pm_up_ask_eatflow,pm_down_bid_eatflow,pm_down_ask_eatflow
btc-updown-5m-1780094100,1780094162000,238,73394.65,73489.90,95.25,-0.0000,-0.0000,0.0022,0.0166,0.0040,0.0017,0.000004,0.0084,0.2664,73489.91,-0.0000,-0.0000,-0.0130,-0.0000,0.5400,244.85,0.5300,51.00,0.5200,46.00,0.5100,54.57,0.5000,111.00,0.5500,13.30,0.5600,51.30,0.5700,46.73,0.5800,31.30,0.5900,67.35,0.4500,13.30,0.4400,51.30,0.4300,46.73,0.4200,31.30,0.4100,67.35,0.4600,244.85,0.4700,51.00,0.4800,46.00,0.4900,54.57,0.5000,111.00,507.42,209.98,717.40,209.98,507.42,717.40,0.0100,0.0100,0.4146,-0.4146,0.5495,0.4505,0.5830,0.3076,0.3076,0.5830,-61.5376,4.8613,4.8624,-61.5513
btc-updown-5m-1780094100,1780094163000,237,73394.88,73489.91,95.03,0.0000,0.0000,0.0017,0.0087,0.0060,0.0020,0.000005,0.0085,0.2011,73489.91,0.0000,0.0000,0.0129,0.0000,0.5400,167.01,0.5300,81.00,0.5200,76.00,0.5100,54.57,0.5000,111.00,0.5500,80.00,0.5600,70.60,0.5700,46.73,0.5800,31.30,0.5900,37.35,0.4500,80.00,0.4400,70.60,0.4300,46.73,0.4200,31.30,0.4100,37.35,0.4600,167.01,0.4700,81.00,0.4800,76.00,0.4900,54.57,0.5000,111.00,489.58,265.98,755.56,265.98,489.58,755.56,0.0100,0.0100,0.2959,-0.2959,0.5468,0.4532,0.5066,0.5662,0.5662,0.5066,-76.1825,14.7675,14.7638,-76.1636
btc-updown-5m-1780094100,1780094164000,236,73394.88,73489.91,95.03,0.0000,0.0000,0.0531,0.0619,0.0060,0.0020,0.000005,0.0101,5.2443,73489.91,0.0000,0.0000,0.0000,0.0000,0.5400,226.85,0.5300,51.00,0.5200,81.00,0.5100,54.57,0.5000,111.00,0.6200,53.19,0.6300,61.60,0.6400,69.79,0.6500,61.70,0.6600,61.80,0.3800,53.19,0.3700,61.60,0.3600,69.79,0.3500,61.70,0.3400,61.80,0.4600,226.85,0.4700,51.00,0.4800,81.00,0.4900,54.57,0.5000,111.00,524.42,308.08,832.50,308.08,524.42,832.50,0.0800,0.0800,0.2599,-0.2599,0.6048,0.3952,0.5298,0.3726,0.3726,0.5298,-58.2194,-2.4420,-2.4420,-58.2194
btc-updown-5m-1780094100,1780094165000,235,73394.99,73489.91,94.92,0.0000,0.0000,0.0007,0.0578,0.0040,0.0017,0.000004,0.0102,0.0650,73489.91,0.0000,0.0000,0.0000,0.0000,0.5700,63.08,0.5600,51.00,0.5500,51.00,0.5400,138.87,0.5300,46.00,0.5800,18.27,0.5900,26.00,0.6000,31.00,0.6100,61.00,0.6200,53.19,0.4200,18.27,0.4100,26.00,0.4000,31.00,0.3900,61.00,0.3800,53.19,0.4300,63.08,0.4400,51.00,0.4500,51.00,0.4600,138.87,0.4700,46.00,349.95,189.46,539.41,189.46,349.95,539.41,0.0100,0.0100,0.2975,-0.2975,0.5778,0.4222,0.3260,0.2337,0.2337,0.3260,-59.1180,0.7700,0.7703,-59.1387
btc-updown-5m-1780094100,1780094166000,234,73394.72,73489.91,95.19,0.0000,0.0000,0.0000,0.0578,0.0040,0.0013,0.000004,0.0101,0.0000,73489.91,0.0000,0.0000,0.0000,0.0000,0.5700,60.01,0.5600,43.00,0.5500,41.00,0.5400,136.87,0.5300,76.00,0.5900,34.79,0.6000,43.00,0.6100,31.00,0.6200,23.19,0.6300,61.60,0.4100,34.79,0.4000,43.00,0.3900,31.00,0.3800,23.19,0.3700,61.60,0.4300,60.01,0.4400,43.00,0.4500,41.00,0.4600,136.87,0.4700,76.00,356.88,193.58,550.46,193.58,356.88,550.46,0.0200,0.0200,0.2967,-0.2967,0.5827,0.4173,0.2886,0.4018,0.4018,0.2886,-55.9952,-10.6317,-10.6352,-56.0132
btc-updown-5m-1780094100,1780094167000,233,73394.72,73489.91,95.19,0.0000,0.0000,0.0000,0.0555,0.0020,0.0010,0.000004,0.0101,0.0000,73489.91,0.0000,0.0000,0.0000,0.0000,0.6000,51.80,0.5900,56.50,0.5800,39.50,0.5700,23.67,0.5600,26.00,0.6100,158.88,0.6200,40.00,0.6300,56.00,0.6400,63.37,0.6500,61.70,0.3900,158.88,0.3800,40.00,0.3700,56.00,0.3600,63.37,0.3500,61.70,0.4000,51.80,0.4100,56.50,0.4200,39.50,0.4300,23.67,0.4400,26.00,197.47,379.95,577.42,379.95,197.47,577.42,0.0100,0.0100,-0.3160,0.3160,0.6025,0.3975,0.5484,0.5234,0.5234,0.5484,-62.6303,-5.1548,-5.1531,-62.6102
btc-updown-5m-1780094100,1780094168000,232,73394.94,73489.90,94.96,-0.0000,-0.0000,0.0087,0.0625,0.0020,0.0013,0.000004,0.0102,0.8552,73489.91,-0.0000,-0.0000,-0.0129,-0.0000,0.6400,71.16,0.6300,16.00,0.6200,26.00,0.6100,64.00,0.6000,35.30,0.6500,94.23,0.6600,45.80,0.6700,511.90,0.6800,72.00,0.6900,32.10,0.3500,94.23,0.3400,45.80,0.3300,511.90,0.3200,72.00,0.3100,32.10,0.3600,71.16,0.3700,16.00,0.3800,26.00,0.3900,64.00,0.4000,35.30,212.46,756.03,968.49,756.03,212.46,968.49,0.0100,0.0100,-0.5613,0.5613,0.6443,0.3557,0.4102,0.1852,0.1852,0.4102,-49.3974,75.8633,75.8633,-49.3975
btc-updown-5m-1780094100,1780094169000,231,73394.95,73489.90,94.95,0.0000,-0.0000,0.0000,0.0094,0.0020,0.0013,0.000004,0.0101,0.0000,73489.91,-0.0000,-0.0000,0.0000,0.0000,0.6200,41.00,0.6100,26.00,0.6000,41.00,0.5900,26.00,0.5800,226.00,0.6300,60.00,0.6400,56.00,0.6500,56.00,0.6600,31.80,0.6700,486.90,0.3700,60.00,0.3600,56.00,0.3500,56.00,0.3400,31.80,0.3300,486.90,0.3800,41.00,0.3900,26.00,0.4000,41.00,0.4100,26.00,0.4200,226.00,360.00,690.70,1050.70,690.70,360.00,1050.70,0.0100,0.0100,-0.3147,0.3147,0.6241,0.3759,0.1861,0.1679,0.1679,0.1861,-35.7533,85.9048,85.8443,-35.7281
btc-updown-5m-1780094100,1780094170000,230,73394.95,73489.91,94.96,0.0000,0.0000,0.0022,0.0110,0.0040,0.0017,0.000005,0.0079,0.2853,73489.91,0.0000,0.0000,0.0129,0.0000,0.6200,19.33,0.6100,31.00,0.6000,41.00,0.5900,26.00,0.5800,226.00,0.6300,187.84,0.6400,71.60,0.6500,26.00,0.6600,31.80,0.6700,36.90,0.3700,187.84,0.3600,71.60,0.3500,26.00,0.3400,31.80,0.3300,36.90,0.3800,19.33,0.3900,31.00,0.4000,41.00,0.4100,26.00,0.4200,226.00,343.33,354.14,697.47,354.14,343.33,697.47,0.0100,0.0100,-0.0155,0.0155,0.6209,0.3791,0.1466,0.7326,0.7326,0.1466,-28.0239,24.9025,24.9066,-28.0285
btc-updown-5m-1780094100,1780094171000,229,73395.13,73489.91,94.78,0.0000,0.0000,0.0017,0.0126,0.0040,0.0017,0.000005,0.0079,0.2125,73489.91,0.0000,0.0000,0.0000,0.0000,0.6100,14.14,0.6000,41.00,0.5900,26.00,0.5800,226.00,0.5700,23.67,0.6200,70.00,0.6300,62.80,0.6400,36.60,0.6500,61.00,0.6600,61.80,0.3800,70.00,0.3700,62.80,0.3600,36.60,0.3500,61.00,0.3400,61.80,0.3900,14.14,0.4000,41.00,0.4100,26.00,0.4200,226.00,0.4300,23.67,330.81,292.20,623.01,292.20,330.81,623.01,0.0100,0.0100,0.0620,-0.0620,0.6117,0.3883,0.1667,0.4545,0.4545,0.1667,-3.1188,16.7411,16.7329,-3.1173
