market_slug,timestamp_ms,seconds_till_end,oracle_btc_price,binance_btc_price,lag,binance_ret1s_x100,binance_ret5s_x100,binance_volume_1s,binance_volume_5s,binance_atr_5s,binance_atr_30s,binance_rvol_30s,binance_volma_30s,binance_volume_spike,binance_vwap_30s,binance_p_vwap_5s,binance_p_vwap_30s,lat_dir_raw_x1000,lat_dir_norm_x1000,up_bid_1_price,up_bid_1_size,up_bid_2_price,up_bid_2_size,up_bid_3_price,up_bid_3_size,up_bid_4_price,up_bid_4_size,up_bid_5_price,up_bid_5_size,up_ask_1_price,up_ask_1_size,up_ask_2_price,up_ask_2_size,up_ask_3_price,up_ask_3_size,up_ask_4_price,up_ask_4_size,up_ask_5_price,up_ask_5_size,down_bid_1_price,down_bid_1_size,down_bid_2_price,down_bid_2_size,down_bid_3_price,down_bid_3_size,down_bid_4_price,down_bid_4_size,down_bid_5_price,down_bid_5_size,down_ask_1_price,down_ask_1_size,down_ask_2_price,down_ask_2_size,down_ask_3_price,down_ask_3_size,down_ask_4_price,down_ask_4_size,down_ask_5_price,down_ask_5_size,pm_up_bid_depth5,pm_up_ask_depth5,pm_up_total_depth5,pm_down_bid_depth5,pm_down_ask_depth5,pm_down_total_depth5,pm_up_spread,pm_down_spread,pm_up_imbalance,pm_down_imbalance,pm_up_microprice,pm_down_microprice,pm_up_bid_slope,pm_up_ask_slope,pm_down_bid_slope,pm_down_ask_slope,pm_up_bid_eatflow,pm_up_ask_eatflow,pm_down_bid_eatflow,pm_down_ask_eatflow
btc-updown-5m-1780093800,1780093819000,281,,73527.52,,,,0.0006,0.0006,,,,0.0006,1.0000,73527.52,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,,,,,,,,,,,,,,
btc-updown-5m-1780093800,1780093820000,280,,73527.52,,0.0000,0.0000,0.0010,0.0017,0.0000,0.0000,,0.0008,1.2381,73527.52,0.0000,0.0000,,,0.5800,284.97,0.5700,220.58,0.5600,51.00,0.5500,201.00,0.5400,242.41,0.5900,82.73,0.6000,50.00,0.6100,101.28,0.6200,133.00,0.6300,66.40,0.4100,82.73,0.4000,50.00,0.3900,101.28,0.3800,133.00,0.3700,66.40,0.4200,284.97,0.4300,220.58,0.4400,51.00,0.4500,201.00,0.4600,242.41,999.96,433.41,1433.37,433.41,999.96,1433.37,0.0100,0.0100,0.3953,-0.3953,0.5878,0.4122,0.5056,0.3062,0.3062,0.5056,,,,
btc-updown-5m-1780093800,1780093821000,279,73430.14,73527.52,97.38,0.0000,0.0000,0.0014,0.0030,0.0000,0.0000,0.000000,0.0010,1.3421,73527.52,0.0000,0.0000,0.0000,0.0000,0.5900,339.83,0.5800,79.15,0.5700,51.00,0.5600,81.00,0.5500,216.00,0.6000,135.34,0.6100,62.35,0.6200,108.00,0.6300,81.00,0.6400,134.14,0.4000,135.34,0.3900,62.35,0.3800,108.00,0.3700,81.00,0.3600,134.14,0.4100,339.83,0.4200,79.15,0.4300,51.00,0.4400,81.00,0.4500,216.00,766.98,520.83,1287.81,520.83,766.98,1287.81,0.0100,0.0100,0.1911,-0.1911,0.5972,0.4028,0.5463,0.3796,0.3796,0.5463,-266.2629,99.9086,99.9086,-266.2629
btc-updown-5m-1780093800,1780093822000,278,73430.14,73527.52,97.38,0.0000,0.0000,0.0008,0.0038,0.0033,0.0033,0.000000,0.0010,0.8168,73527.52,0.0000,0.0000,0.0000,0.0000,0.6000,39.62,0.5900,53.00,0.5800,106.00,0.5700,71.00,0.5600,87.00,0.6100,260.92,0.6200,123.09,0.6300,111.00,0.6400,162.13,0.6500,141.00,0.3900,255.52,0.3800,116.02,0.3700,111.00,0.3600,162.13,0.3500,141.00,0.4000,39.62,0.4100,53.00,0.4200,106.00,0.4300,71.00,0.4400,87.00,356.62,798.14,1154.76,785.67,356.62,1142.29,0.0100,0.0100,-0.3823,0.3756,0.6013,0.3987,0.2597,0.4811,0.4729,0.2597,-340.3916,192.9788,186.3809,-340.3915
btc-updown-5m-1780093800,1780093823000,277,73430.79,73527.52,96.73,0.0000,0.0000,0.0004,0.0043,0.0025,0.0025,0.000000,0.0009,0.5269,73527.52,0.0000,0.0000,0.0000,0.0000,0.6000,91.00,0.5900,93.00,0.5800,86.00,0.5700,97.95,0.5600,87.00,0.6100,61.69,0.6200,154.93,0.6300,76.07,0.6400,213.58,0.6500,96.00,0.3900,61.69,0.3800,154.93,0.3700,76.07,0.3600,213.58,0.3500,96.00,0.4000,91.00,0.4100,93.00,0.4200,86.00,0.4300,97.95,0.4400,87.00,454.95,602.27,1057.22,602.27,454.95,1057.22,0.0100,0.0100,-0.1393,0.1393,0.6060,0.3940,0.4044,0.3597,0.3597,0.4044,-179.1029,55.4913,55.4731,-179.0440
btc-updown-5m-1780093800,1780093824000,276,73430.84,73527.52,96.68,0.0000,0.0000,0.0000,0.0036,0.0020,0.0020,0.000000,0.0007,0.0000,73527.52,0.0000,0.0000,0.0000,0.0000,0.6000,50.05,0.5900,115.31,0.5800,106.00,0.5700,76.11,0.5600,87.00,0.6100,147.00,0.6200,89.02,0.6300,108.00,0.6400,167.59,0.6500,126.00,0.3900,147.00,0.3800,89.02,0.3700,108.00,0.3600,167.59,0.3500,126.00,0.4000,50.05,0.4100,115.31,0.4200,106.00,0.4300,76.11,0.4400,87.00,434.47,637.61,1072.08,637.61,434.47,1072.08,0.0100,0.0100,-0.1895,0.1895,0.6025,0.3975,0.3806,0.3702,0.3702,0.3806,-141.7624,51.1908,51.1908,-141.7623
btc-updown-5m-1780093800,1780093825000,275,73430.87,73527.52,96.65,0.0000,0.0000,0.0000,0.0026,0.0020,0.0017,0.000000,0.0006,0.0000,73527.52,0.0000,0.0000,0.0000,0.0000,0.5800,6.48,0.5700,23.89,0.5600,110.00,0.5500,51.75,0.5400,124.54,0.5900,42.45,0.6000,59.45,0.6100,23.00,0.6200,61.00,0.6300,123.82,0.4100,42.45,0.4000,59.45,0.3900,23.00,0.3800,61.00,0.3700,123.82,0.4200,6.48,0.4300,23.89,0.4400,110.00,0.4500,51.75,0.4600,124.54,316.66,309.72,626.38,309.72,316.66,626.38,0.0100,0.0100,0.0111,-0.0111,0.5813,0.4187,0.0959,0.3290,0.3290,0.0959,-133.9279,-24.2434,-24.2434,-133.9279
btc-updown-5m-1780093800,1780093826000,274,73430.87,73527.52,96.65,0.0000,0.0000,0.0000,0.0012,0.0020,0.0014,0.000000,0.0005,0.0000,73527.52,-0.0000,0.0000,0.0000,0.0000,0.5700,165.22,0.5600,140.00,0.5500,103.00,0.5400,165.54,0.5300,106.00,0.5800,14.00,0.5900,48.08,0.6000,71.10,0.6100,43.00,0.6200,96.36,0.4200,14.00,0.4100,48.08,0.4000,71.10,0.3900,43.00,0.3800,96.36,0.4300,165.22,0.4400,140.00,0.4500,103.00,0.4600,165.54,0.4700,106.00,679.76,272.54,952.30,272.54,679.76,952.30,0.0100,0.0100,0.4276,-0.4276,0.5792,0.4208,0.4490,0.2278,0.2278,0.4490,-53.7609,-27.0097,-27.0052,-53.7519
btc-updown-5m-1780093800,1780093827000,273,73431.11,73527.52,96.41,0.0000,0.0000,0.0032,0.0037,0.0000,0.0013,0.000000,0.0008,3.8623,73527.52,0.0000,0.0000,0.0000,0.0000,0.6000,137.98,0.5900,56.00,0.5800,81.00,0.5700,56.00,0.5600,162.00,0.6100,25.00,0.6200,25.35,0.6300,76.82,0.6400,86.00,0.6500,96.00,0.3900,25.00,0.3800,25.35,0.3700,76.82,0.3600,86.00,0.3500,96.00,0.4000,137.98,0.4100,56.00,0.4200,81.00,0.4300,56.00,0.4400,162.00,492.98,309.17,802.15,309.17,492.98,802.15,0.0100,0.0100,0.2291,-0.2291,0.6085,0.3915,0.3935,0.1629,0.1629,0.3935,-50.0081,-34.1442,-34.1387,-50.0000
btc-updown-5m-1780093800,1780093828000,272,73431.29,73527.52,96.23,0.0000,0.0000,0.0000,0.0032,0.0000,0.0011,0.000000,0.0007,0.0000,73527.52,-0.0000,0.0000,0.0000,0.0000,0.6000,61.19,0.5900,66.00,0.5800,81.00,0.5700,56.00,0.5600,187.00,0.6100,70.02,0.6200,31.00,0.6300,96.00,0.6400,137.62,0.6500,91.00,0.3900,70.02,0.3800,31.00,0.3700,96.00,0.3600,137.62,0.3500,91.00,0.4000,61.19,0.4100,66.00,0.4200,81.00,0.4300,56.00,0.4400,187.00,451.19,425.64,876.83,425.64,451.19,876.83,0.0100,0.0100,0.0291,-0.0291,0.6047,0.3953,0.2819,0.2373,0.2373,0.2819,15.2189,-59.9453,-57.9292,15.2164
