market_slug,timestamp_ms,seconds_till_end,oracle_btc_price,binance_btc_price,lag,binance_ret1s_x100,binance_ret5s_x100,binance_volume_1s,binance_volume_5s,binance_atr_5s,binance_atr_30s,binance_rvol_30s,binance_volma_30s,binance_volume_spike,binance_vwap_30s,binance_p_vwap_5s,binance_p_vwap_30s,lat_dir_raw_x1000,lat_dir_norm_x1000,up_bid_1_price,up_bid_1_size,up_bid_2_price,up_bid_2_size,up_bid_3_price,up_bid_3_size,up_bid_4_price,up_bid_4_size,up_bid_5_price,up_bid_5_size,up_ask_1_price,up_ask_1_size,up_ask_2_price,up_ask_2_size,up_ask_3_price,up_ask_3_size,up_ask_4_price,up_ask_4_size,up_ask_5_price,up_ask_5_size,down_bid_1_price,down_bid_1_size,down_bid_2_price,down_bid_2_size,down_bid_3_price,down_bid_3_size,down_bid_4_price,down_bid_4_size,down_bid_5_price,down_bid_5_size,down_ask_1_price,down_ask_1_size,down_ask_2_price,down_ask_2_size,down_ask_3_price,down_ask_3_size,down_ask_4_price,down_ask_4_size,down_ask_5_price,down_ask_5_size,pm_up_bid_depth5,pm_up_ask_depth5,pm_up_total_depth5,pm_down_bid_depth5,pm_down_ask_depth5,pm_down_total_depth5,pm_up_spread,pm_down_spread,pm_up_imbalance,pm_down_imbalance,pm_up_microprice,pm_down_microprice,pm_up_bid_slope,pm_up_ask_slope,pm_down_bid_slope,pm_down_ask_slope,pm_up_bid_eatflow,pm_up_ask_eatflow,pm_down_bid_eatflow,pm_down_ask_eatflow
btc-updown-5m-1780096200,1780096202000,298,73360.48,73456.48,96.00,0.0000,-0.0000,0.0000,0.0191,0.0040,0.0967,0.000689,0.0181,0.0000,73454.08,-0.0000,0.0033,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,,,,,,,,,,,,,,
btc-updown-5m-1780096200,1780096203000,297,73360.49,73456.49,96.00,0.0000,0.0000,0.0349,0.0540,0.0060,0.0970,0.000689,0.0076,4.6076,73455.09,0.0000,0.0019,0.0131,0.0000,0.4800,141.40,0.4700,161.99,0.4600,247.00,0.4500,244.00,0.4400,168.12,0.4900,233.03,0.5000,106.00,0.5100,166.45,0.5200,161.72,0.5300,168.03,0.5100,233.03,0.5000,106.00,0.4900,166.45,0.4800,161.72,0.4700,168.03,0.5200,141.40,0.5300,161.99,0.5400,247.00,0.5500,244.00,0.5600,168.12,962.51,835.23,1797.74,835.23,962.51,1797.74,0.0100,0.0100,0.0708,-0.0708,0.4838,0.5162,0.3152,0.4059,0.4059,0.3152,96.7671,-427.5342,-428.7087,97.0329
btc-updown-5m-1780096200,1780096204000,296,73360.49,73456.49,96.00,0.0000,0.0000,0.0780,0.1297,0.0040,0.0970,0.000689,0.0099,7.8512,73455.47,0.0000,0.0014,0.0000,0.0000,0.4800,58.05,0.4700,171.99,0.4600,316.09,0.4500,244.00,0.4400,168.12,0.4900,399.44,0.5000,131.00,0.5100,161.45,0.5200,161.72,0.5300,174.03,0.5100,399.44,0.5000,131.00,0.4900,161.45,0.4800,161.72,0.4700,174.03,0.5200,58.05,0.5300,171.99,0.5400,316.09,0.5500,244.00,0.5600,168.12,958.25,1027.64,1985.89,1027.64,958.25,1985.89,0.0100,0.0100,-0.0349,0.0349,0.4813,0.5187,0.2401,0.5162,0.5162,0.2401,27.2456,31.8947,31.9227,27.2695
btc-updown-5m-1780096200,1780096205000,295,73360.34,73456.49,96.15,0.0000,0.0000,0.0000,0.1140,0.0020,0.0970,0.000689,0.0099,0.0000,73455.47,0.0000,0.0014,0.0000,0.0000,0.4800,72.95,0.4700,196.99,0.4600,335.09,0.4500,238.00,0.4400,168.12,0.4900,335.63,0.5000,131.00,0.5100,166.45,0.5200,78.00,0.5300,174.03,0.5100,335.63,0.5000,131.00,0.4900,166.45,0.4800,78.00,0.4700,174.03,0.5200,72.95,0.5300,196.99,0.5400,335.09,0.5500,238.00,0.5600,168.12,1011.15,885.11,1896.26,885.11,1011.15,1896.26,0.0100,0.0100,0.0665,-0.0665,0.4818,0.5182,0.2670,0.5272,0.5272,0.2670,42.5114,-53.7570,-53.7842,42.5329
btc-updown-5m-1780096200,1780096206000,294,73360.31,73456.49,96.18,0.0000,0.0000,0.0001,0.1129,0.0020,0.0970,0.000689,0.0099,0.0091,73455.47,0.0000,0.0014,0.0000,0.0000,0.5000,259.11,0.4900,157.75,0.4800,104.17,0.4700,157.99,0.4600,198.06,0.5100,109.54,0.5200,167.00,0.5300,241.33,0.5400,243.00,0.5500,208.09,0.4900,109.54,0.4800,167.00,0.4700,241.33,0.4600,243.00,0.4500,208.09,0.5000,259.11,0.5100,157.75,0.5200,104.17,0.5300,157.99,0.5400,198.06,877.08,968.96,1846.04,968.96,877.08,1846.04,0.0100,0.0100,-0.0498,0.0498,0.5070,0.4930,0.4753,0.2854,0.2854,0.4753,-14.7166,-6.5551,-6.5570,-14.7209
btc-updown-5m-1780096200,1780096207000,293,73360.32,73456.49,96.17,0.0000,0.0000,0.0000,0.1129,0.0020,0.0970,0.000689,0.0099,0.0000,73455.47,0.0000,0.0014,0.0000,0.0000,0.5000,283.09,0.4900,164.98,0.4800,104.17,0.4700,157.99,0.4600,198.06,0.5100,61.76,0.5200,167.00,0.5300,241.33,0.5400,243.00,0.5500,208.09,0.4900,61.76,0.4800,167.00,0.4700,241.33,0.4600,243.00,0.4500,208.09,0.5000,283.09,0.5100,164.98,0.5200,104.17,0.5300,157.99,0.5400,198.06,908.29,921.18,1829.47,921.18,908.29,1829.47,0.0100,0.0100,-0.0070,0.0070,0.5082,0.4918,0.4933,0.2483,0.2483,0.4933,-5.2632,-19.5210,-19.5210,-5.2632
btc-updown-5m-1780096200,1780096208000,292,73360.96,73456.49,95.53,0.0000,0.0000,0.0010,0.0791,0.0000,0.0970,0.000689,0.0098,0.1034,73455.51,0.0000,0.0013,0.0000,0.0000,0.5000,204.09,0.4900,81.69,0.4800,73.00,0.4700,168.11,0.4600,230.50,0.5100,154.19,0.5200,212.41,0.5300,279.99,0.5400,303.45,0.5500,253.00,0.4900,154.19,0.4800,212.41,0.4700,279.99,0.4600,303.45,0.4500,253.00,0.5000,204.09,0.5100,81.69,0.5200,73.00,0.5300,168.11,0.5400,230.50,757.39,1203.04,1960.43,1203.04,757.39,1960.43,0.0100,0.0100,-0.2273,0.2273,0.5057,0.4943,0.3773,0.3047,0.3047,0.3773,-34.6248,43.1811,43.1899,-34.6319
btc-updown-5m-1780096200,1780096209000,291,73360.96,73456.49,95.53,0.0000,0.0000,0.0000,0.0011,0.0000,0.0970,0.000689,0.0098,0.0000,73455.51,0.0000,0.0013,0.0000,0.0000,0.5000,217.09,0.4900,70.69,0.4800,118.00,0.4700,276.51,0.4600,225.50,0.5100,203.99,0.5200,212.41,0.5300,260.99,0.5400,281.06,0.5500,253.00,0.4900,188.99,0.4800,212.41,0.4700,260.99,0.4600,281.06,0.4500,253.00,0.5000,217.09,0.5100,70.69,0.5200,118.00,0.5300,276.51,0.5400,225.50,907.79,1211.45,2119.24,1196.45,907.79,2104.24,0.0100,0.0100,-0.1433,0.1372,0.5052,0.4947,0.3170,0.3437,0.3355,0.3170,7.8223,61.4518,59.0470,7.8236
btc-updown-5m-1780096200,1780096210000,290,73360.95,73456.48,95.53,-0.0000,-0.0000,0.0001,0.0012,0.0020,0.0970,0.000689,0.0098,0.0092,73455.51,-0.0000,0.0013,-0.0130,-0.0000,0.5000,50.09,0.4900,65.69,0.4800,73.00,0.4700,200.26,0.4600,285.75,0.5100,445.26,0.5200,230.26,0.5300,295.99,0.5400,281.06,0.5500,253.00,0.4900,445.26,0.4800,230.26,0.4700,295.99,0.4600,281.06,0.4500,253.00,0.5000,50.09,0.5100,65.69,0.5200,73.00,0.5300,200.26,0.5400,285.75,674.79,1505.57,2180.36,1505.57,674.79,2180.36,0.0100,0.0100,-0.3810,0.3810,0.5010,0.4990,0.1716,0.4487,0.4487,0.1716,-61.9686,91.9290,91.9455,-61.9798
btc-updown-5m-1780096200,1780096211000,289,73361.02,73456.48,95.46,0.0000,-0.0000,0.0000,0.0011,0.0020,0.0970,0.000689,0.0095,0.0000,73455.56,-0.0000,0.0013,0.0000,0.0000,0.4200,318.28,0.4100,214.88,0.4000,231.00,0.3900,166.00,0.3800,206.00,0.4300,367.53,0.4400,48.00,0.4500,166.00,0.4600,56.00,0.4700,136.00,0.5700,367.53,0.5600,48.00,0.5500,166.00,0.5400,56.00,0.5300,136.00,0.5800,318.28,0.5900,214.88,0.6000,231.00,0.6100,166.00,0.6200,206.00,1136.16,773.53,1909.69,773.53,1136.16,1909.69,0.0100,0.0100,0.1899,-0.1899,0.4246,0.5754,0.4693,0.5372,0.5372,0.4693,21.6056,13.2564,13.2542,21.6020
